Team_Name,Player_Name,Uploaded_Date,Category_Name,Format_Name,Element_Name,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score
Benedictine (IL) Eagles,Michael Johnson,2019-1-15,Play Types,Defensive,Spot Up,7.5%,2,1.2,0.615,89%,Excellent,1.3,0.5,1.8,26.1%,32.6%,7.7%,3.8%,3.8%,"26.9%
"
Benedictine (IL) Eagles,Hayden Helfrich,2019-1-15,Play Types,Defensive,Spot Up,5.7%,1.7,2.1,1.25,9%,Poor,0.8,0.7,1.4,47.1%,64.7%,5%,10%,5%,"50%
"
Benedictine (IL) Eagles,Carl Singletary,2019-1-15,Play Types,Defensive,Spot Up,5.5%,1.1,1,0.895,51%,Good,0.5,0.4,0.9,40%,50%,15.8%,5.3%,5.3%,"36.8%
"
Benedictine (IL) Eagles,Collin Mergl,2019-1-15,Play Types,Defensive,Spot Up,3.7%,0.7,0.7,0.923,47%,Average,0.4,0.3,0.7,38.5%,46.2%,0%,0%,0%,"38.5%
"
Benedictine (IL) Eagles,Jaquan Phipps,2019-1-15,Play Types,Defensive,Spot Up,3.4%,0.9,0.7,0.75,75%,Very Good,0.5,0.2,0.7,33.3%,50%,25%,0%,0%,"25%
"
Benedictine (IL) Eagles,Derrick Faulkner,2019-1-15,Play Types,Defensive,Spot Up,3.4%,1.5,1.8,1.167,15%,Below Average,0.9,0.5,1.4,36.4%,54.5%,0%,8.3%,8.3%,"41.7%
"
Benedictine (IL) Eagles,Kyle Hornacek,2019-1-15,Play Types,Defensive,Spot Up,3.2%,0.9,0.4,0.455,97%,Excellent,0.5,0.2,0.7,25%,31.3%,27.3%,0%,0%,"18.2%
"
Benedictine (IL) Eagles,Keegan Graebner,2019-1-15,Play Types,Defensive,Spot Up,2.9%,0.7,0.4,0.6,90%,Excellent,0.5,0.1,0.6,22.2%,33.3%,10%,0%,0%,"20%
"
Benedictine (IL) Eagles,Marques Barnes,2019-1-15,Play Types,Defensive,Spot Up,1.7%,0.9,0.7,0.833,-,-,0.6,0.3,0.9,33.3%,41.7%,0%,0%,0%,"33.3%
"
Benedictine (IL) Eagles,Troy Burrows,2019-1-15,Play Types,Defensive,Spot Up,0.9%,1,1,1,-,-,0.3,0.3,0.7,50%,75%,33.3%,0%,0%,"33.3%
"
Benedictine (IL) Eagles,Gio Calabrese,2019-1-15,Play Types,Defensive,Spot Up,0.9%,0.4,0.4,1,-,-,0.3,0.1,0.4,33.3%,50%,0%,0%,0%,"33.3%
"
Benedictine (IL) Eagles,Mason Sobiesk,2019-1-15,Play Types,Defensive,Spot Up,0.3%,0.3,0,0,-,-,0.3,0,0.3,0%,0%,0%,0%,0%,"0%
"
Benedictine (IL) Eagles,Kyle Graebner,2019-1-15,Play Types,Defensive,P&R Ball Handler,28.6%,3.1,3.4,1.109,11%,Poor,1.1,1.1,2.2,51.3%,61.5%,16.4%,14.5%,10.9%,"49.1%
"
Benedictine (IL) Eagles,Michael Johnson,2019-1-15,Play Types,Defensive,P&R Ball Handler,11.5%,1.7,2.2,1.273,4%,Poor,0.2,0.8,1,84.6%,88.5%,27.3%,18.2%,9.1%,"59.1%
"
Benedictine (IL) Eagles,Bryan Jacobsze,2019-1-15,Play Types,Defensive,P&R Ball Handler,10.4%,1.2,0.7,0.6,72%,Very Good,0.5,0.3,0.8,35.7%,35.7%,25%,10%,5%,"30%
"
Benedictine (IL) Eagles,Kenny Bogus,2019-1-15,Play Types,Defensive,P&R Ball Handler,9.9%,1.1,0.4,0.421,90%,Excellent,0.7,0.2,0.9,25%,25%,15.8%,0%,0%,"21.1%
"
Benedictine (IL) Eagles,Hayden Helfrich,2019-1-15,Play Types,Defensive,P&R Ball Handler,8.3%,1.3,0.7,0.5,85%,Excellent,0.6,0.3,0.9,36.4%,36.4%,31.3%,0%,0%,"25%
"
Benedictine (IL) Eagles,Derrick Faulkner,2019-1-15,Play Types,Defensive,P&R Ball Handler,6.8%,1.6,2.1,1.308,3%,Poor,0.5,0.8,1.3,60%,65%,7.7%,15.4%,7.7%,"61.5%
"
Benedictine (IL) Eagles,Carl Singletary,2019-1-15,Play Types,Defensive,P&R Ball Handler,6.3%,0.7,0.6,0.917,28%,Below Average,0.2,0.2,0.4,50%,75%,41.7%,8.3%,8.3%,"33.3%
"
Benedictine (IL) Eagles,Jaquan Phipps,2019-1-15,Play Types,Defensive,P&R Ball Handler,3.1%,0.5,0.3,0.667,-,-,0.2,0.2,0.4,40%,40%,16.7%,0%,0%,"33.3%
"
Benedictine (IL) Eagles,Keegan Graebner,2019-1-15,Play Types,Defensive,P&R Ball Handler,3.1%,0.4,0.5,1.167,-,-,0.1,0.1,0.1,50%,50%,16.7%,50%,33.3%,"66.7%
"
Benedictine (IL) Eagles,Marques Barnes,2019-1-15,Play Types,Defensive,P&R Ball Handler,2.6%,0.7,1.6,2.2,-,-,0.1,0.6,0.7,80%,110%,0%,0%,0%,"80%
"
Benedictine (IL) Eagles,Troy Burrows,2019-1-15,Play Types,Defensive,P&R Ball Handler,2.6%,1.7,0.7,0.4,-,-,1,0.3,1.3,25%,25%,20%,0%,0%,"20%
"
Benedictine (IL) Eagles,Walter Taylor,2019-1-15,Play Types,Defensive,P&R Ball Handler,1.6%,0.8,1.3,1.667,-,-,0,0.3,0.3,100%,150%,33.3%,33.3%,0%,"66.7%
"
Benedictine (IL) Eagles,Justis McNeal,2019-1-15,Play Types,Defensive,P&R Ball Handler,1.6%,0.6,0.4,0.667,-,-,0.2,0,0.2,0%,0%,33.3%,33.3%,33.3%,"33.3%
"
Benedictine (IL) Eagles,Kyle Hornacek,2019-1-15,Play Types,Defensive,P&R Ball Handler,1%,0.2,0,0,-,-,0.1,0,0.1,0%,0%,50%,0%,0%,"0%
"
Benedictine (IL) Eagles,Gio Calabrese,2019-1-15,Play Types,Defensive,P&R Ball Handler,1%,0.3,0.3,1,-,-,0,0.1,0.1,100%,100%,50%,0%,0%,"50%
"
Benedictine (IL) Eagles,Eric Grygo,2019-1-15,Play Types,Defensive,P&R Ball Handler,0.5%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Benedictine (IL) Eagles,Collin Mergl,2019-1-15,Play Types,Defensive,P&R Ball Handler,0.5%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Benedictine (IL) Eagles,Eric Grygo,2019-1-15,Play Types,Defensive,Post-Up,29.4%,2.3,1.2,0.524,90%,Excellent,1.4,0.4,1.8,21.2%,21.2%,7.1%,14.3%,14.3%,"28.6%
"
Benedictine (IL) Eagles,Kenny Bogus,2019-1-15,Play Types,Defensive,Post-Up,15.4%,1.2,1.2,0.955,30%,Below Average,0.7,0.4,1.1,40%,40%,0%,13.6%,13.6%,"45.5%
"
Benedictine (IL) Eagles,Collin Mergl,2019-1-15,Play Types,Defensive,Post-Up,13.3%,1.1,0.7,0.632,80%,Very Good,0.2,0.2,0.4,42.9%,42.9%,31.6%,31.6%,15.8%,"31.6%
"
Benedictine (IL) Eagles,Kyle Hornacek,2019-1-15,Play Types,Defensive,Post-Up,11.9%,1.4,1.7,1.176,10%,Poor,0.2,0.7,0.8,80%,80%,23.5%,23.5%,23.5%,"58.8%
"
Benedictine (IL) Eagles,Bryan Jacobsze,2019-1-15,Play Types,Defensive,Post-Up,7%,0.6,0.2,0.4,97%,Excellent,0.4,0.1,0.5,25%,25%,20%,0%,0%,"20%
"
Benedictine (IL) Eagles,Jaquan Phipps,2019-1-15,Play Types,Defensive,Post-Up,5.6%,0.6,0.4,0.625,-,-,0.3,0.1,0.4,20%,20%,25%,25%,12.5%,"25%
"
Benedictine (IL) Eagles,Kyle Graebner,2019-1-15,Play Types,Defensive,Post-Up,4.9%,0.4,0.3,0.714,-,-,0.2,0.1,0.2,25%,25%,28.6%,28.6%,28.6%,"28.6%
"
Benedictine (IL) Eagles,Carl Singletary,2019-1-15,Play Types,Defensive,Post-Up,4.9%,0.4,0.4,0.857,-,-,0.2,0.2,0.4,42.9%,42.9%,0%,0%,0%,"42.9%
"
Benedictine (IL) Eagles,Keegan Graebner,2019-1-15,Play Types,Defensive,Post-Up,2.8%,0.3,0.3,1,-,-,0.1,0.1,0.1,50%,50%,25%,25%,25%,"50%
"
Benedictine (IL) Eagles,Hayden Helfrich,2019-1-15,Play Types,Defensive,Post-Up,2.1%,0.3,0.2,0.667,-,-,0.2,0.1,0.3,33.3%,33.3%,0%,0%,0%,"33.3%
"
Benedictine (IL) Eagles,Michael Johnson,2019-1-15,Play Types,Defensive,Post-Up,1.4%,0.2,0.2,1,-,-,0.1,0,0.1,0%,0%,0%,50%,0%,"50%
"
Benedictine (IL) Eagles,Walter Taylor,2019-1-15,Play Types,Defensive,Post-Up,0.7%,0.3,0.3,1,-,-,0,0,0,-,-,0%,100%,0%,"100%
"
Benedictine (IL) Eagles,Marques Barnes,2019-1-15,Play Types,Defensive,Post-Up,0.7%,0.1,0.3,2,-,-,0,0,0,-,-,0%,100%,100%,"100%
"
Benedictine (IL) Eagles,Kyle Graebner,2019-1-15,Play Types,Defensive,Off Screen,22.4%,1.1,0.9,0.895,52%,Good,0.4,0.3,0.8,42.9%,53.6%,15.8%,10.5%,5.3%,"36.8%
"
Benedictine (IL) Eagles,Bryan Jacobsze,2019-1-15,Play Types,Defensive,Off Screen,15.3%,0.8,0.8,1.077,34%,Average,0.4,0.4,0.7,50%,54.2%,0%,7.7%,7.7%,"53.8%
"
Benedictine (IL) Eagles,Kenny Bogus,2019-1-15,Play Types,Defensive,Off Screen,14.1%,0.7,0.7,1.083,33%,Average,0.3,0.2,0.5,44.4%,61.1%,16.7%,8.3%,8.3%,"41.7%
"
Benedictine (IL) Eagles,Keegan Graebner,2019-1-15,Play Types,Defensive,Off Screen,11.8%,0.7,0.6,0.8,60%,Good,0.4,0.1,0.6,25%,37.5%,10%,10%,10%,"30%
"
Benedictine (IL) Eagles,Carl Singletary,2019-1-15,Play Types,Defensive,Off Screen,8.2%,0.4,0,0,-,-,0.4,0,0.4,0%,0%,14.3%,0%,0%,"0%
"
Benedictine (IL) Eagles,Michael Johnson,2019-1-15,Play Types,Defensive,Off Screen,7.1%,0.5,0.4,0.833,-,-,0.3,0.2,0.5,33.3%,41.7%,0%,0%,0%,"33.3%
"
Benedictine (IL) Eagles,Derrick Faulkner,2019-1-15,Play Types,Defensive,Off Screen,4.7%,0.5,0,0,-,-,0.4,0,0.4,0%,0%,25%,0%,0%,"0%
"
Benedictine (IL) Eagles,Hayden Helfrich,2019-1-15,Play Types,Defensive,Off Screen,3.5%,0.3,0.5,2,-,-,0.1,0.2,0.3,66.7%,100%,0%,33.3%,33.3%,"66.7%
"
Benedictine (IL) Eagles,Jaquan Phipps,2019-1-15,Play Types,Defensive,Off Screen,3.5%,0.2,0.2,0.667,-,-,0.2,0,0.2,0%,0%,0%,33.3%,0%,"33.3%
"
Benedictine (IL) Eagles,Troy Burrows,2019-1-15,Play Types,Defensive,Off Screen,2.4%,0.7,1,1.5,-,-,0.3,0.3,0.7,50%,75%,0%,0%,0%,"50%
"
Benedictine (IL) Eagles,Justis McNeal,2019-1-15,Play Types,Defensive,Off Screen,2.4%,0.4,0.6,1.5,-,-,0.2,0.2,0.4,50%,75%,0%,0%,0%,"50%
"
Benedictine (IL) Eagles,Eric Grygo,2019-1-15,Play Types,Defensive,Off Screen,1.2%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Benedictine (IL) Eagles,Marques Barnes,2019-1-15,Play Types,Defensive,Off Screen,1.2%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Benedictine (IL) Eagles,Gio Calabrese,2019-1-15,Play Types,Defensive,Off Screen,1.2%,0.1,0,0,-,-,0,0,0,-,-,100%,0%,0%,"0%
"
Benedictine (IL) Eagles,Collin Mergl,2019-1-15,Play Types,Defensive,Off Screen,1.2%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Benedictine (IL) Eagles,Kyle Graebner,2019-1-15,Play Types,Defensive,Isolation,25%,1.1,0.5,0.45,84%,Excellent,0.6,0.1,0.7,16.7%,16.7%,30%,15%,5%,"20%
"
Benedictine (IL) Eagles,Bryan Jacobsze,2019-1-15,Play Types,Defensive,Isolation,15%,0.7,0.4,0.5,81%,Very Good,0.4,0.1,0.5,25%,25%,16.7%,16.7%,8.3%,"33.3%
"
Benedictine (IL) Eagles,Kenny Bogus,2019-1-15,Play Types,Defensive,Isolation,12.5%,0.6,0.4,0.7,58%,Good,0.2,0.2,0.4,42.9%,42.9%,30%,10%,10%,"30%
"
Benedictine (IL) Eagles,Michael Johnson,2019-1-15,Play Types,Defensive,Isolation,11.3%,0.7,0.6,0.889,-,-,0.2,0.2,0.5,50%,50%,22.2%,11.1%,0%,"44.4%
"
Benedictine (IL) Eagles,Eric Grygo,2019-1-15,Play Types,Defensive,Isolation,7.5%,0.3,0.3,1,-,-,0.1,0.2,0.3,60%,60%,16.7%,0%,0%,"50%
"
Benedictine (IL) Eagles,Keegan Graebner,2019-1-15,Play Types,Defensive,Isolation,6.3%,0.4,0.4,1,-,-,0,0,0,-,-,20%,80%,80%,"80%
"
Benedictine (IL) Eagles,Jaquan Phipps,2019-1-15,Play Types,Defensive,Isolation,5%,0.3,0.2,0.5,-,-,0.2,0.1,0.2,33.3%,33.3%,25%,0%,0%,"25%
"
Benedictine (IL) Eagles,Hayden Helfrich,2019-1-15,Play Types,Defensive,Isolation,3.8%,0.3,0,0,-,-,0.3,0,0.3,0%,0%,0%,0%,0%,"0%
"
Benedictine (IL) Eagles,Kyle Hornacek,2019-1-15,Play Types,Defensive,Isolation,3.8%,0.3,0.3,1.333,-,-,0.1,0.1,0.2,50%,50%,0%,33.3%,33.3%,"66.7%
"
Benedictine (IL) Eagles,Collin Mergl,2019-1-15,Play Types,Defensive,Isolation,2.5%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Benedictine (IL) Eagles,Isaiah Gransberry,2019-1-15,Play Types,Defensive,Isolation,1.3%,0.5,0,0,-,-,0,0,0,-,-,0%,100%,0%,"0%
"
Benedictine (IL) Eagles,Marques Barnes,2019-1-15,Play Types,Defensive,Isolation,1.3%,0.1,0.3,2,-,-,0,0,0,-,-,0%,100%,0%,"100%
"
Benedictine (IL) Eagles,Troy Burrows,2019-1-15,Play Types,Defensive,Isolation,1.3%,0.3,0,0,-,-,0,0,0,-,-,100%,0%,0%,"0%
"
Benedictine (IL) Eagles,Derrick Faulkner,2019-1-15,Play Types,Defensive,Isolation,1.3%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Benedictine (IL) Eagles,Justis McNeal,2019-1-15,Play Types,Defensive,Isolation,1.3%,0.2,0.4,2,-,-,0,0.2,0.2,100%,100%,0%,0%,0%,"100%
"
Benedictine (IL) Eagles,Carl Singletary,2019-1-15,Play Types,Defensive,Isolation,1.3%,0.1,0.1,2,-,-,0,0.1,0.1,100%,100%,0%,0%,0%,"100%
"
Benedictine (IL) Eagles,Eric Grygo,2019-1-15,Play Types,Defensive,P&R Roll Man,26.5%,0.7,0.2,0.308,93%,Excellent,0.6,0.1,0.7,16.7%,16.7%,7.7%,0%,0%,"15.4%
"
Benedictine (IL) Eagles,Kyle Hornacek,2019-1-15,Play Types,Defensive,P&R Roll Man,10.2%,0.4,0.4,1,-,-,0.3,0.2,0.4,40%,50%,0%,0%,0%,"40%
"
Benedictine (IL) Eagles,Kenny Bogus,2019-1-15,Play Types,Defensive,P&R Roll Man,6.1%,0.2,0,0,-,-,0.1,0,0.1,0%,0%,66.7%,0%,0%,"0%
"
Benedictine (IL) Eagles,Bryan Jacobsze,2019-1-15,Play Types,Defensive,P&R Roll Man,6.1%,0.2,0.4,2.333,-,-,0,0.2,0.2,100%,116.7%,0%,0%,0%,"100%
"
Benedictine (IL) Eagles,Collin Mergl,2019-1-15,Play Types,Defensive,P&R Roll Man,6.1%,0.2,0,0,-,-,0.1,0,0.1,0%,0%,0%,33.3%,33.3%,"0%
"
Benedictine (IL) Eagles,Keegan Graebner,2019-1-15,Play Types,Defensive,P&R Roll Man,4.1%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,50%,0%,0%,"0%
"
Benedictine (IL) Eagles,Jaquan Phipps,2019-1-15,Play Types,Defensive,P&R Roll Man,2%,0.1,0.1,1,-,-,0,0,0,-,-,0%,100%,100%,"100%
"
Benedictine (IL) Eagles,Troy Burrows,2019-1-15,Play Types,Defensive,P&R Roll Man,2%,0.3,0.7,2,-,-,0,0.3,0.3,100%,100%,0%,0%,0%,"100%
"
Benedictine (IL) Eagles,Kyle Graebner,2019-1-15,Play Types,Defensive,P&R Roll Man,2%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Benedictine (IL) Eagles,Michael Johnson,2019-1-15,Play Types,Defensive,P&R Roll Man,2%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Benedictine (IL) Eagles,Kenny Bogus,2019-1-15,Play Types,Defensive,Hand Off,17.1%,0.4,0.6,1.429,-,-,0.2,0.2,0.3,50%,66.7%,0%,14.3%,14.3%,"57.1%
"
Benedictine (IL) Eagles,Kyle Graebner,2019-1-15,Play Types,Defensive,Hand Off,17.1%,0.4,0.2,0.429,-,-,0.2,0.1,0.2,25%,37.5%,42.9%,0%,0%,"14.3%
"
Benedictine (IL) Eagles,Bryan Jacobsze,2019-1-15,Play Types,Defensive,Hand Off,17.1%,0.4,0.4,1,-,-,0.2,0.1,0.4,33.3%,41.7%,0%,14.3%,14.3%,"42.9%
"
Benedictine (IL) Eagles,Eric Grygo,2019-1-15,Play Types,Defensive,Hand Off,9.8%,0.2,0.2,0.75,-,-,0.2,0.1,0.2,25%,37.5%,0%,0%,0%,"25%
"
Benedictine (IL) Eagles,Michael Johnson,2019-1-15,Play Types,Defensive,Hand Off,9.8%,0.3,0.2,0.75,-,-,0.1,0.1,0.2,50%,50%,25%,25%,25%,"50%
"
Benedictine (IL) Eagles,Hayden Helfrich,2019-1-15,Play Types,Defensive,Hand Off,4.9%,0.2,0,0,-,-,0.1,0,0.1,0%,0%,50%,0%,0%,"0%
"
Benedictine (IL) Eagles,Marques Barnes,2019-1-15,Play Types,Defensive,Hand Off,4.9%,0.3,0.6,2,-,-,0,0.3,0.3,100%,100%,0%,0%,0%,"100%
"
Benedictine (IL) Eagles,Derrick Faulkner,2019-1-15,Play Types,Defensive,Hand Off,4.9%,0.3,0.3,1,-,-,0,0.1,0.1,100%,100%,50%,0%,0%,"50%
"
Benedictine (IL) Eagles,Keegan Graebner,2019-1-15,Play Types,Defensive,Hand Off,4.9%,0.1,0.2,1.5,-,-,0,0.1,0.1,100%,150%,50%,0%,0%,"50%
"
Benedictine (IL) Eagles,Carl Singletary,2019-1-15,Play Types,Defensive,Hand Off,4.9%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,50%,0%,0%,"0%
"
Benedictine (IL) Eagles,Kyle Hornacek,2019-1-15,Play Types,Defensive,Hand Off,2.4%,0.1,0,0,-,-,0,0,0,-,-,100%,0%,0%,"0%
"
Benedictine (IL) Eagles,Troy Burrows,2019-1-15,Play Types,Defensive,Hand Off,2.4%,0.3,0,0,-,-,0,0,0,-,-,100%,0%,0%,"0%
"
Milwaukee School of Engineering,Matthew Kirmse,2019-1-15,Play Types,Defensive,Overall,8.2%,6.9,5.1,0.745,74%,Very Good,3.6,1.9,5.4,34.5%,40.8%,15.5%,8.2%,8.2%,"31.8%
"
Milwaukee School of Engineering,Jason Palesse,2019-1-15,Play Types,Defensive,Overall,8%,6.7,4.9,0.738,76%,Very Good,3.3,1.9,5.3,36.9%,41.7%,16.8%,5.6%,4.7%,"32.7%
"
Milwaukee School of Engineering,Travis Ballard,2019-1-15,Play Types,Defensive,Overall,6.3%,5.3,4.2,0.798,65%,Very Good,2.8,1.6,4.4,36.6%,40.1%,8.3%,8.3%,7.1%,"38.1%
"
Milwaukee School of Engineering,Jake Gebert,2019-1-15,Play Types,Defensive,Overall,6.1%,5.1,3.8,0.744,74%,Very Good,2.6,1.3,3.8,32.8%,41%,15.9%,9.8%,7.3%,"32.9%
"
Milwaukee School of Engineering,Michael Pitrof,2019-1-15,Play Types,Defensive,Overall,6%,5,5.3,1.05,15%,Below Average,2.6,1.8,4.3,40.6%,50.7%,5%,12.5%,10%,"43.8%
"
Milwaukee School of Engineering,Josh Herzog,2019-1-15,Play Types,Defensive,Overall,5.9%,4.9,4.1,0.823,59%,Good,2.6,1.5,4.1,36.4%,40.9%,8.9%,11.4%,8.9%,"36.7%
"
Milwaukee School of Engineering,Bailey Mcdaniel,2019-1-15,Play Types,Defensive,Overall,5.4%,4.5,4.9,1.083,12%,Poor,1.7,1.8,3.5,51.8%,63.4%,18.1%,5.6%,5.6%,"44.4%
"
Milwaukee School of Engineering,Sammy Linn,2019-1-15,Play Types,Defensive,Overall,3.4%,2.8,2.2,0.778,69%,Very Good,1.6,0.8,2.4,33.3%,41%,8.9%,6.7%,6.7%,"31.1%
"
Milwaukee School of Engineering,Gabe Wear,2019-1-15,Play Types,Defensive,Overall,2.8%,4.2,4,0.947,31%,Average,2.1,1.6,3.7,42.4%,50%,7.9%,7.9%,5.3%,"39.5%
"
Milwaukee School of Engineering,Dylan Hamlin,2019-1-15,Play Types,Defensive,Overall,2.5%,2.2,1.8,0.818,60%,Good,1.1,0.8,1.9,41.4%,43.1%,3%,9.1%,9.1%,"42.4%
"
Milwaukee School of Engineering,Anthony Bartman,2019-1-15,Play Types,Defensive,Overall,1.6%,1.6,1.5,0.952,30%,Below Average,0.5,0.6,1.2,53.3%,60%,19%,9.5%,9.5%,"47.6%
"
Milwaukee School of Engineering,David Llorente,2019-1-15,Play Types,Defensive,Overall,1.4%,1.7,1.5,0.842,55%,Good,0.9,0.5,1.4,33.3%,40%,10.5%,10.5%,5.3%,"36.8%
"
Milwaukee School of Engineering,Ty Miklowski,2019-1-15,Play Types,Defensive,Overall,1.3%,1.9,2.3,1.235,4%,Poor,0.6,0.7,1.2,54.5%,63.6%,11.8%,29.4%,23.5%,"52.9%
"
Milwaukee School of Engineering,Matt Powers,2019-1-15,Play Types,Defensive,Overall,0.4%,1,0.2,0.167,-,-,0.8,0,0.8,0%,0%,0%,16.7%,0%,"16.7%
"
