Team_Name,Uploaded_Date,Format_Name,Category_Name,Element_Name,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),28.8%,15.4,16.3,1.061,32%,Average,7.5,7.9,15.4,51.3%,51.3%,0%,6.1%,6.1%,"51.3%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Shot Attempt - Half Court,Post-Ups,6.3%,3.4,3.5,1.033,69%,Very Good,1.7,1.7,3.4,49.2%,49.2%,0%,4.9%,4.9%,"49.2%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Catch and Shoot - Half Court,Catch and Shoot,33.8%,18.1,19.2,1.065,67%,Very Good,11.5,6.6,18.1,36.3%,53.1%,0%,0.3%,0.3%,"36.3%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Catch and Shoot - Half Court,Guarded,65.8%,11.9,12.3,1.037,73%,Very Good,7.7,4.2,11.9,35.5%,51.6%,0%,0.5%,0.5%,"35.5%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Catch and Shoot - Half Court,Unguarded,34.2%,6.2,6.9,1.117,55%,Good,3.8,2.3,6.2,37.8%,55.9%,0%,0%,0%,"37.8%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,22.4%,11.9,10.7,0.893,82%,Very Good,6.9,5,11.9,41.9%,44.7%,0%,0%,0%,"41.9%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Jump Shot Range - half court,Short (<17'),26.5%,8.4,7.3,0.874,81%,Very Good,4.7,3.7,8.4,43.7%,43.7%,0%,0.7%,0.7%,"43.7%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),13.3%,4.2,3.3,0.789,73%,Very Good,2.6,1.7,4.2,39.5%,39.5%,0%,0%,0%,"39.5%
"
Wisconsin Lutheran Warriors,2019-1-15,Offensive,Jump Shot Range - half court,Long (3 point jump shots),60.2%,19.1,20.4,1.07,72%,Very Good,12.3,6.8,19.1,35.6%,53.4%,0%,0.3%,0.3%,"35.6%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Overall Offense,Overall,100%,84.3,78.3,0.929,79%,Very Good,30.9,29,59.9,48.4%,54.1%,18.1%,13.4%,9.5%,"43.7%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Overall Offense,Transition,16.2%,13.7,12.1,0.888,23%,Below Average,5.1,4.7,9.8,48.3%,52%,18.5%,12.2%,10.7%,"43.9%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Overall Offense,Overall Half Court,83.8%,70.7,66.2,0.937,87%,Excellent,25.9,24.3,50.1,48.4%,54.5%,18%,13.7%,9.2%,"43.7%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Overall Offense,Short Shot Clock <4 Seconds,3.6%,3,2.5,0.822,78%,Very Good,1.5,0.9,2.4,38.9%,45.8%,13.3%,8.9%,2.2%,"37.8%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Overall Offense,Out of Bounds (End),6.8%,4.8,5.3,1.097,97%,Excellent,1.5,2.1,3.6,59.3%,64.8%,15.3%,11.1%,9.7%,"52.8%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Overall Offense,Out of Bounds (Side),3.6%,2.5,2.1,0.816,57%,Good,1.2,0.9,2.1,41.9%,41.9%,7.9%,15.8%,10.5%,"39.5%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Overall Offense,After Time Outs,11.3%,8,6.3,0.792,36%,Average,2.8,2.1,4.9,42.5%,46.6%,22.5%,18.3%,11.7%,"38.3%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Overall Offense,Against Man,98.3%,69.5,64.9,0.934,88%,Excellent,25.5,23.9,49.3,48.4%,54.3%,18.1%,13.5%,9.3%,"43.6%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Overall Offense,Against Zone,1.7%,1.2,1.3,1.111,90%,Excellent,0.4,0.4,0.8,50%,62.5%,11.1%,22.2%,5.6%,"50%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Overall Offense,Press Offense,7.8%,5.5,6.2,1.12,97%,Excellent,1.7,2.1,3.7,55.4%,64.3%,15.7%,19.3%,7.2%,"53%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Play Types,Spot Up,18.7%,15.7,15.3,0.975,76%,Very Good,7.8,5.2,13,40%,54.9%,13.1%,5.5%,4.7%,"36.4%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Play Types,Transition,16.2%,13.7,12.1,0.888,23%,Below Average,5.1,4.7,9.8,48.3%,52%,18.5%,12.2%,10.7%,"43.9%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Play Types,P&R Ball Handler,13.9%,11.7,9.4,0.801,67%,Very Good,4.7,3.3,8.1,41.3%,44.6%,19.3%,14.2%,11.4%,"39.2%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Play Types,Cut,11.5%,9.7,12.5,1.297,96%,Excellent,1.9,5.4,7.3,73.6%,73.6%,11.7%,17.9%,17.2%,"67.6%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Play Types,Post-Up,8.1%,6.8,6.5,0.951,84%,Excellent,2.3,2.8,5.1,55.3%,55.3%,18.6%,8.8%,6.9%,"48%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Play Types,Hand Off,7.7%,6.5,5.5,0.847,62%,Good,3,1.9,4.9,38.4%,47.3%,16.3%,14.3%,13.3%,"34.7%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Play Types,Offensive Rebounds (put backs),5.3%,4.5,5,1.119,71%,Very Good,1.3,2.2,3.5,62.3%,62.3%,9%,13.4%,11.9%,"55.2%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Play Types,P&R Roll Man,4%,3.4,4.3,1.275,91%,Excellent,0.9,1.6,2.5,64.9%,70.3%,9.8%,21.6%,15.7%,"62.7%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Play Types,Isolation,4%,3.3,2.3,0.68,26%,Below Average,1.7,0.8,2.5,31.6%,34.2%,16%,12%,6%,"32%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Play Types,Off Screen,3.7%,3.1,2.2,0.702,21%,Below Average,1.8,0.8,2.6,30.8%,37.2%,14.9%,4.3%,4.3%,"27.7%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Play Types,Miscellaneous,7%,5.9,3.1,0.534,73%,Very Good,0.4,0.3,0.7,40%,45%,54.5%,34.1%,1.1%,"33%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Offense Including Passes,Isolations Including Passes,5.5%,4.6,4.1,0.884,72%,Very Good,2.1,1.5,3.5,41.5%,47.2%,14.5%,13%,8.7%,"40.6%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Offense Including Passes,Pick and Rolls Including Passes,25.3%,21.3,20.3,0.95,87%,Excellent,8.5,7.5,15.9,46.9%,53.1%,15%,13.4%,10.9%,"44.1%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Offense Including Passes,Post-Ups Including Passes,10.8%,9.1,8.8,0.971,80%,Very Good,3.3,3.8,7.1,53.3%,55.1%,15.4%,7.4%,5.9%,"47.8%
"
Concordia (WI) Falcons,2019-1-15,Offensive,During Pass Out Situations,ISO - Defense Commits,1.5%,1.3,1.8,1.421,96%,Excellent,0.3,0.7,1,66.7%,80%,10.5%,15.8%,15.8%,"63.2%
"
Concordia (WI) Falcons,2019-1-15,Offensive,During Pass Out Situations,P&R BH - Defense Commits,13.4%,11.3,11.1,0.976,91%,Excellent,3.7,4.1,7.9,52.5%,61.9%,21.2%,12.9%,8.8%,"44.1%
"
Concordia (WI) Falcons,2019-1-15,Offensive,During Pass Out Situations,Post-Up - Defense Commits,2.7%,2.3,2.3,1.029,52%,Good,1.1,1,2.1,48.4%,54.8%,5.9%,2.9%,2.9%,"47.1%
"
Concordia (WI) Falcons,2019-1-15,Offensive,During Trapping Situations,P&R BH - Traps,0.1%,0.1,0.2,3,-,-,0,0.1,0.1,100%,150%,0%,0%,0%,"100%
"
Concordia (WI) Falcons,2019-1-15,Offensive,During Trapping Situations,Post-Up - Hard Double,1.2%,1,0.8,0.8,49%,Average,0.3,0.3,0.6,55.6%,61.1%,33.3%,6.7%,6.7%,"40%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Shot Attempt - Half Court,Jump Shots,43.6%,21.9,22.7,1.037,84%,Excellent,13.7,8.1,21.9,37.2%,51.1%,0%,1.5%,1.5%,"37.2%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,2.9%,1.5,1.3,0.864,81%,Very Good,1,0.5,1.5,31.8%,43.2%,0%,0%,0%,"31.8%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Shot Attempt - Half Court,Runner,4.4%,2.2,1.1,0.485,7%,Poor,1.7,0.5,2.2,24.2%,24.2%,0%,0%,0%,"24.2%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.4%,0.2,0.1,0.667,-,-,0.1,0.1,0.2,33.3%,33.3%,0%,0%,0%,"33.3%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),41.9%,21,26.2,1.248,93%,Excellent,8.2,12.8,21,61%,61%,0%,6.7%,6.7%,"61%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Shot Attempt - Half Court,Post-Ups,10.1%,5.1,5.7,1.132,87%,Excellent,2.3,2.8,5.1,55.3%,55.3%,0%,2.6%,2.6%,"55.3%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.3%,0.1,0.3,2,-,-,0,0.1,0.1,100%,100%,0%,0%,0%,"100%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Concordia (WI) Falcons,2019-1-15,Offensive,Catch and Shoot - Half Court,Catch and Shoot,25.8%,12.9,15.3,1.18,93%,Excellent,7.9,5,12.9,38.7%,58%,0%,2.1%,2.1%,"38.7%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Catch and Shoot - Half Court,Guarded,54.6%,7.1,8.9,1.255,98%,Excellent,4.2,2.9,7.1,40.6%,60.8%,0%,3.8%,3.8%,"40.6%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Catch and Shoot - Half Court,Unguarded,45.4%,5.9,6.4,1.091,49%,Average,3.7,2.1,5.9,36.4%,54.5%,0%,0%,0%,"36.4%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,15%,7.5,6.8,0.903,84%,Excellent,4.7,2.9,7.5,38.1%,44.7%,0%,0.9%,0.9%,"38.1%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Jump Shot Range - half court,Short (<17'),13.1%,2.9,2.7,0.953,93%,Excellent,1.5,1.3,2.9,46.5%,46.5%,0%,2.3%,2.3%,"46.5%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),9.1%,2,1.5,0.733,58%,Good,1.3,0.7,2,36.7%,36.7%,0%,0%,0%,"36.7%
"
Concordia (WI) Falcons,2019-1-15,Offensive,Jump Shot Range - half court,Long (3 point jump shots),77.7%,17,18.5,1.086,77%,Very Good,10.9,6.1,17,35.7%,53.5%,0%,1.6%,1.6%,"35.7%
"
Rockford Regents,2019-1-15,Offensive,Overall Offense,Overall,100%,91.6,82.4,0.899,65%,Very Good,37.9,30.5,68.4,44.5%,49.8%,15.4%,12.2%,7.9%,"42.1%
"
Rockford Regents,2019-1-15,Offensive,Overall Offense,Transition,17.1%,15.6,14.5,0.929,36%,Average,5.9,5.6,11.5,48.7%,54.1%,17.7%,11.3%,9%,"43.6%
"
Rockford Regents,2019-1-15,Offensive,Overall Offense,Overall Half Court,82.9%,75.9,67.8,0.893,72%,Very Good,32.1,24.9,56.9,43.7%,49%,14.9%,12.4%,7.7%,"41.8%
"
Rockford Regents,2019-1-15,Offensive,Overall Offense,Short Shot Clock <4 Seconds,2.2%,2,1.1,0.559,20%,Below Average,1.3,0.4,1.6,21.4%,26.8%,8.8%,8.8%,5.9%,"26.5%
"
Rockford Regents,2019-1-15,Offensive,Overall Offense,Out of Bounds (End),7.8%,5.9,6.1,1.03,91%,Excellent,2.4,2.2,4.5,48.1%,55.8%,13.9%,10.9%,7.9%,"46.5%
"
Rockford Regents,2019-1-15,Offensive,Overall Offense,Out of Bounds (Side),4.6%,3.5,1.7,0.492,7%,Poor,1.7,0.6,2.3,25.6%,28.2%,28.8%,6.8%,5.1%,"22%
"
Rockford Regents,2019-1-15,Offensive,Overall Offense,After Time Outs,11.3%,8.6,7.8,0.904,70%,Very Good,4,3.1,7.1,43.3%,48.8%,13%,6.8%,3.4%,"40.4%
"
Rockford Regents,2019-1-15,Offensive,Overall Offense,Against Man,96.3%,73.1,65.2,0.891,73%,Very Good,30.9,23.8,54.6,43.5%,48.7%,14.8%,12.7%,7.8%,"41.8%
"
Rockford Regents,2019-1-15,Offensive,Overall Offense,Against Zone,3.7%,2.8,2.6,0.938,59%,Good,1.2,1.1,2.3,48.7%,55.1%,16.7%,4.2%,4.2%,"41.7%
"
Rockford Regents,2019-1-15,Offensive,Overall Offense,Press Offense,5.2%,3.9,3.7,0.94,76%,Very Good,1.5,0.9,2.4,37.5%,43.8%,16.4%,25.4%,7.5%,"46.3%
"
Rockford Regents,2019-1-15,Offensive,Play Types,Spot Up,18.3%,16.8,15.6,0.933,63%,Good,8.6,5.6,14.2,39.7%,51.7%,11.2%,5.3%,4.2%,"36.8%
"
Rockford Regents,2019-1-15,Offensive,Play Types,Transition,17.1%,15.6,14.5,0.929,36%,Average,5.9,5.6,11.5,48.7%,54.1%,17.7%,11.3%,9%,"43.6%
"
Rockford Regents,2019-1-15,Offensive,Play Types,Post-Up,10.9%,10,9.5,0.953,84%,Excellent,3.8,3.8,7.6,49.6%,49.6%,10%,17.1%,11.2%,"47.6%
"
Rockford Regents,2019-1-15,Offensive,Play Types,P&R Ball Handler,10.1%,9.3,7,0.753,53%,Good,4.2,2.5,6.8,37.4%,42.2%,19%,12%,9.5%,"34.2%
"
Rockford Regents,2019-1-15,Offensive,Play Types,Cut,10.1%,9.3,10.3,1.108,61%,Good,3.2,4.6,7.8,59.1%,59.1%,8.2%,10.8%,10.8%,"57.6%
"
Rockford Regents,2019-1-15,Offensive,Play Types,Offensive Rebounds (put backs),7.3%,6.7,6.2,0.93,22%,Below Average,2.6,2.4,5,47.1%,47.6%,11.4%,18.4%,15.8%,"48.2%
"
Rockford Regents,2019-1-15,Offensive,Play Types,Off Screen,6.9%,6.3,6.5,1.037,80%,Very Good,3.4,2.5,5.8,42.4%,53%,4.7%,3.7%,3.7%,"42.1%
"
Rockford Regents,2019-1-15,Offensive,Play Types,Isolation,6%,5.5,3.7,0.67,23%,Below Average,2.7,1.3,4,32.4%,33.1%,13.8%,16%,9.6%,"35.1%
"
Rockford Regents,2019-1-15,Offensive,Play Types,P&R Roll Man,3.4%,3.1,2.9,0.943,46%,Average,1.5,1.1,2.6,40.9%,47.7%,9.4%,7.5%,3.8%,"41.5%
"
Rockford Regents,2019-1-15,Offensive,Play Types,Hand Off,3%,2.7,1.9,0.696,31%,Average,1.5,0.8,2.3,33.3%,38.5%,13%,4.3%,4.3%,"30.4%
"
Rockford Regents,2019-1-15,Offensive,Play Types,Miscellaneous,6.8%,6.2,4.1,0.651,92%,Excellent,0.5,0.4,0.9,46.7%,46.7%,54.7%,32.1%,0.9%,"36.8%
"
Rockford Regents,2019-1-15,Offensive,Offense Including Passes,Isolations Including Passes,7.2%,6.6,4.6,0.696,17%,Below Average,3.1,1.7,4.8,35.4%,36.6%,15.2%,13.4%,8%,"35.7%
"
Rockford Regents,2019-1-15,Offensive,Offense Including Passes,Pick and Rolls Including Passes,18.7%,17.1,14.6,0.856,59%,Good,8.1,5.4,13.5,39.7%,46.1%,13.4%,10.3%,7.9%,"38.5%
"
Rockford Regents,2019-1-15,Offensive,Offense Including Passes,Post-Ups Including Passes,13.7%,12.6,12.4,0.981,82%,Very Good,4.9,4.9,9.8,49.7%,52.4%,9.8%,14.5%,9.3%,"47.2%
"
Rockford Regents,2019-1-15,Offensive,During Pass Out Situations,ISO - Defense Commits,1.2%,1.1,0.9,0.833,34%,Average,0.4,0.4,0.8,50%,53.6%,22.2%,0%,0%,"38.9%
"
Rockford Regents,2019-1-15,Offensive,During Pass Out Situations,P&R BH - Defense Commits,10.4%,9.5,7.9,0.827,62%,Good,3.9,2.8,6.7,42.1%,50%,22.2%,8%,4.9%,"37%
"
Rockford Regents,2019-1-15,Offensive,During Pass Out Situations,Post-Up - Defense Commits,2.8%,2.6,2.8,1.091,63%,Good,1.1,1.1,2.2,50%,61.8%,9.1%,4.5%,2.3%,"45.5%
"
Rockford Regents,2019-1-15,Offensive,During Trapping Situations,P&R BH - Traps,0.1%,0.1,0.1,1,-,-,0,0,0,-,-,50%,50%,0%,"50%
"
Rockford Regents,2019-1-15,Offensive,During Trapping Situations,Post-Up - Hard Double,1.7%,1.5,1.2,0.808,51%,Good,0.8,0.5,1.3,40.9%,47.7%,15.4%,0%,0%,"34.6%
"
Rockford Regents,2019-1-15,Offensive,Shot Attempt - Half Court,Jump Shots,44.5%,25.4,24.4,0.963,62%,Good,16.2,9.1,25.4,36%,47.8%,0%,1.2%,1.2%,"36%
"
Rockford Regents,2019-1-15,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,1.9%,1.1,0.5,0.5,29%,Below Average,0.9,0.2,1.1,16.7%,25%,0%,0%,0%,"16.7%
"
Rockford Regents,2019-1-15,Offensive,Shot Attempt - Half Court,Runner,5.5%,3.1,1.4,0.434,4%,Poor,2.5,0.6,3.1,20.8%,20.8%,0%,5.7%,5.7%,"20.8%
"
Rockford Regents,2019-1-15,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Rockford Regents,2019-1-15,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),36.7%,20.9,23.2,1.11,54%,Good,9.5,11.4,20.9,54.4%,54.4%,0%,4.5%,4.5%,"54.4%
"
Rockford Regents,2019-1-15,Offensive,Shot Attempt - Half Court,Post-Ups,13.3%,7.6,7.8,1.023,67%,Very Good,3.8,3.8,7.6,49.6%,49.6%,0%,3.9%,3.9%,"49.6%
"
Rockford Regents,2019-1-15,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Rockford Regents,2019-1-15,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Rockford Regents,2019-1-15,Offensive,Catch and Shoot - Half Court,Catch and Shoot,25.6%,14.6,15.6,1.073,70%,Very Good,9.2,5.4,14.6,37.1%,53.6%,0%,0%,0%,"37.1%
"
Rockford Regents,2019-1-15,Offensive,Catch and Shoot - Half Court,Guarded,58.1%,8.5,6.9,0.819,19%,Below Average,6.1,2.4,8.5,28.5%,41%,0%,0%,0%,"28.5%
"
Rockford Regents,2019-1-15,Offensive,Catch and Shoot - Half Court,Unguarded,41.9%,6.1,8.7,1.423,98%,Excellent,3.1,3,6.1,49%,71.2%,0%,0%,0%,"49%
"
Rockford Regents,2019-1-15,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,15.7%,8.9,6.9,0.77,47%,Average,6,2.9,8.9,32.9%,38.5%,0%,1.3%,1.3%,"32.9%
"
Rockford Regents,2019-1-15,Offensive,Jump Shot Range - half court,Short (<17'),20.4%,5.2,3.8,0.739,52%,Good,3.4,1.8,5.2,35.2%,35.2%,0%,3.4%,3.4%,"35.2%
"
Rockford Regents,2019-1-15,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),13.5%,3.4,2.6,0.759,64%,Good,2.1,1.3,3.4,37.9%,37.9%,0%,3.4%,3.4%,"37.9%
"
Rockford Regents,2019-1-15,Offensive,Jump Shot Range - half court,Long (3 point jump shots),66.1%,16.8,18,1.074,74%,Very Good,10.8,6,16.8,35.8%,53.7%,0%,0%,0%,"35.8%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Overall Offense,Overall,100%,86.7,76.6,0.883,55%,Good,39.1,26.6,65.7,40.5%,47.2%,13%,13.6%,9.9%,"40.6%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Overall Offense,Transition,21.5%,18.6,17.4,0.931,36%,Average,7.6,6.1,13.8,44.4%,51.3%,13.9%,15.8%,12.6%,"43.5%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Overall Offense,Overall Half Court,78.5%,68.1,59.2,0.87,61%,Good,31.5,20.5,51.9,39.4%,46.1%,12.7%,13%,9.2%,"39.8%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Overall Offense,Short Shot Clock <4 Seconds,2.6%,2.2,1.6,0.711,56%,Good,1.4,0.5,1.9,28.1%,34.4%,2.6%,13.2%,10.5%,"34.2%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Overall Offense,Out of Bounds (End),6.7%,4.5,4.6,1.013,88%,Excellent,2.2,1.6,3.9,42.4%,52.3%,7.8%,9.1%,9.1%,"41.6%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Overall Offense,Out of Bounds (Side),3.9%,2.6,2.4,0.911,75%,Very Good,1.1,0.8,1.8,41.9%,50%,15.6%,17.8%,8.9%,"40%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Overall Offense,After Time Outs,12.9%,8.8,6.8,0.772,31%,Average,4,2.5,6.5,38.2%,44.5%,18.8%,9.4%,7.4%,"34.2%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Overall Offense,Against Man,99.2%,67.5,58.9,0.872,65%,Very Good,31.2,20.4,51.6,39.5%,46.1%,12.6%,13%,9.2%,"39.9%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Overall Offense,Against Zone,0.8%,0.5,0.4,0.667,-,-,0.2,0.1,0.4,33.3%,41.7%,22.2%,11.1%,0%,"33.3%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Overall Offense,Press Offense,5%,3.4,2.8,0.81,47%,Average,1.1,0.8,1.8,41.9%,46.8%,22.4%,25.9%,6.9%,"44.8%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Play Types,Spot Up,26.3%,22.8,19.6,0.86,37%,Average,12.6,6.7,19.4,34.7%,45.3%,8.5%,7.8%,6.5%,"35.1%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Play Types,Transition,21.5%,18.6,17.4,0.931,36%,Average,7.6,6.1,13.8,44.4%,51.3%,13.9%,15.8%,12.6%,"43.5%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Play Types,Isolation,11.8%,10.2,8.9,0.868,76%,Very Good,4.2,2.9,7.1,40.8%,44.2%,16.1%,19.5%,16.7%,"42.5%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Play Types,P&R Ball Handler,8.1%,7,5.3,0.756,54%,Good,3.5,1.8,5.2,33.7%,41%,16%,10.9%,8.4%,"33.6%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Play Types,Off Screen,6.6%,5.8,5.5,0.949,65%,Very Good,3.1,2,5.1,39.1%,47.7%,4.1%,9.2%,8.2%,"39.8%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Play Types,Cut,5.6%,4.8,5.5,1.146,73%,Very Good,1.8,2.5,4.2,58.3%,58.3%,6.1%,9.8%,9.8%,"57.3%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Play Types,Offensive Rebounds (put backs),4.7%,4.1,4.4,1.057,52%,Good,1.5,1.6,3.1,50.9%,51.9%,10%,17.1%,14.3%,"52.9%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Play Types,Post-Up,3.3%,2.9,2.7,0.939,81%,Very Good,1.3,1.1,2.4,45%,45%,6.1%,12.2%,10.2%,"49%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Play Types,P&R Roll Man,2.9%,2.5,2.9,1.14,80%,Very Good,1.1,1,2.1,47.2%,56.9%,4.7%,11.6%,11.6%,"51.2%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Play Types,Hand Off,2.8%,2.5,1.9,0.786,53%,Good,1.4,0.7,2.1,33.3%,38.9%,7.1%,7.1%,7.1%,"33.3%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Play Types,Miscellaneous,6.3%,5.5,2.6,0.473,53%,Good,0.9,0.3,1.2,23.8%,23.8%,46.2%,32.3%,3.2%,"30.1%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Offense Including Passes,Isolations Including Passes,15.8%,13.7,11.4,0.828,57%,Good,6.4,3.9,10.2,37.9%,42.2%,13.7%,15.5%,13.3%,"39.5%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Offense Including Passes,Pick and Rolls Including Passes,13.8%,11.9,10.9,0.916,79%,Very Good,5.8,3.8,9.5,39.5%,48.1%,10.8%,10.8%,8.9%,"39.9%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Offense Including Passes,Post-Ups Including Passes,4.4%,3.8,3.3,0.862,51%,Good,1.9,1.2,3.1,39.6%,39.6%,4.6%,13.8%,12.3%,"46.2%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,During Pass Out Situations,ISO - Defense Commits,4%,3.5,2.5,0.712,22%,Below Average,2.2,1,3.2,31.5%,38%,6.8%,3.4%,3.4%,"30.5%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,During Pass Out Situations,P&R BH - Defense Commits,6.5%,5.6,5.6,1,94%,Excellent,2.3,2,4.3,46.6%,56.8%,15.6%,9.4%,8.3%,"42.7%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,During Pass Out Situations,Post-Up - Defense Commits,1.1%,0.9,0.6,0.625,5%,Poor,0.6,0.2,0.8,23.1%,23.1%,0%,18.8%,18.8%,"37.5%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,During Trapping Situations,P&R BH - Traps,0.1%,0.1,0.3,2.5,-,-,0,0.1,0.1,100%,125%,0%,0%,0%,"100%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,During Trapping Situations,Post-Up - Hard Double,0.5%,0.5,0.2,0.5,-,-,0.2,0.1,0.3,20%,20%,25%,12.5%,12.5%,"25%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Shot Attempt - Half Court,Jump Shots,59.5%,30.9,26,0.842,19%,Below Average,21.4,9.5,30.9,30.7%,41.9%,0%,0.4%,0.4%,"30.7%
"
Lakeland (WI) Muskies,2019-1-15,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,2.3%,1.2,0.7,0.6,46%,Average,0.9,0.2,1.2,20%,30%,0%,0%,0%,"20%
"
