Uploaded_Date,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score,Player_ID,Category_ID,Format_ID,Element_ID
12/23/2018,0.098,2.3,2,0.857,0.55,Good,1.3,0.7,2,0.333,0.444,0.048,0.095,0.048,0.33,60,2,2,2
12/23/2018,0.116,2.8,3.6,1.28,0.1,Poor,0.9,1.2,2.1,0.579,0.763,0.16,0.08,0.08,0.52,56,2,2,2
12/23/2018,0.093,2.5,2.5,1,0.35,Average,1.4,1,2.4,0.421,0.5,0.05,0.1,0.1,0.4,64,2,2,2
12/23/2018,0.084,1.6,2.2,1.333,0.07,Poor,0.8,0.7,1.5,0.471,0.647,0,0.056,0.056,0.5,54,2,2,2
12/23/2018,0.084,1.8,1.4,0.778,0.67,Very Good,1.1,0.5,1.6,0.313,0.406,0.056,0.056,0.056,0.33,67,2,2,2
12/23/2018,0.051,1.1,1.2,1.091,0.25,Below Average,0.5,0.4,0.9,0.444,0.5,0,0.182,0.091,0.55,65,2,2,2
12/23/2018,0.023,0.6,1,1.6,-,-,0.3,0.4,0.6,0.6,0.8,0,0,0,0.6,58,2,2,2
12/23/2018,0.028,1,0.7,0.667,-,-,0.5,0.3,0.8,0.4,0.4,0.167,0,0,0.33,61,2,2,2
12/23/2018,0.019,0.7,0.8,1.25,-,-,0.3,0.3,0.7,0.5,0.625,0,0,0,0.5,69,2,2,2
12/23/2018,0.005,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,71,2,2,2
12/23/2018,0.009,0.4,0.4,1,-,-,0.2,0,0.2,0,0,0,0.5,0,0.5,53,2,2,2
12/23/2018,0.005,0.3,0,0,-,-,0.3,0,0.3,0,0,0,0,0,0,62,2,2,2
12/23/2018,0.25,4,2.1,0.525,0.91,Excellent,3.1,0.7,3.8,0.184,0.25,0.025,0.05,0.05,0.2,41,2,2,2
12/23/2018,0.119,2.7,2.7,1,0.35,Average,1.4,0.9,2.3,0.375,0.469,0.053,0.105,0.053,0.42,46,2,2,2
12/23/2018,0.119,1.9,1.9,1,0.35,Average,1.2,0.7,1.9,0.368,0.5,0,0,0,0.37,39,2,2,2
12/23/2018,0.106,1.7,1.9,1.118,0.22,Below Average,0.4,0.5,0.9,0.556,0.722,0.294,0.235,0.176,0.47,48,2,2,2
12/23/2018,0.05,0.8,0.7,0.875,-,-,0.4,0.3,0.7,0.429,0.5,0.125,0,0,0.38,37,2,2,2
12/23/2018,0.088,1.4,1.6,1.143,0.2,Below Average,0.6,0.6,1.2,0.5,0.667,0.143,0,0,0.43,42,2,2,2
12/23/2018,0.031,0.5,0.6,1.2,-,-,0.1,0.2,0.3,0.667,1,0.4,0,0,0.4,40,2,2,2
12/23/2018,0.038,0.7,0.6,0.833,-,-,0.2,0.2,0.4,0.5,0.625,0.333,0,0,0.33,45,2,2,2
12/23/2018,0.019,0.4,0.3,0.667,-,-,0.3,0.1,0.4,0.333,0.333,0,0,0,0.33,52,2,2,2
12/23/2018,0.031,0.8,0.5,0.6,-,-,0.3,0.2,0.5,0.333,0.333,0.2,0.2,0.2,0.4,43,2,2,2
12/23/2018,0.038,1.5,2.5,1.667,-,-,0.5,0.8,1.3,0.6,0.8,0,0.167,0.167,0.67,38,2,2,2
12/23/2018,0.019,1,0.7,0.667,-,-,0.7,0.3,1,0.333,0.333,0,0,0,0.33,51,2,2,2
12/23/2018,0.013,0.4,0,0,-,-,0.4,0,0.4,0,0,0,0,0,0,49,2,2,2
12/23/2018,0.006,0.5,0,0,-,-,0.5,0,0.5,0,0,0,0,0,0,47,2,2,2
12/23/2018,0.006,1,1,1,-,-,0,0,0,-,-,0,1,1,1,44,2,2,2
12/23/2018,0.136,2.3,3.3,1.433,0.96,Excellent,1.1,1.1,2.2,0.5,0.732,0.033,0.067,0.067,0.5,190,2,1,2
12/23/2018,0.104,1.1,1.1,1,0.54,Good,0.5,0.2,0.8,0.3,0.45,0.071,0.214,0.143,0.43,190,2,1,2
12/23/2018,0.163,2.8,1.5,0.528,0.11,Poor,1.9,0.6,2.5,0.242,0.288,0.083,0,0,0.22,178,2,1,2
12/23/2018,0.23,2.4,2.7,1.129,0.7,Very Good,0.8,0.8,1.5,0.5,0.575,0.097,0.323,0.323,0.58,178,2,1,2
12/23/2018,0.158,2.7,3.3,1.229,0.87,Excellent,1.4,1.2,2.5,0.455,0.652,0.057,0,0,0.43,187,2,1,2
12/23/2018,0.133,1.4,2.1,1.5,0.96,Excellent,0.4,0.7,1.1,0.643,0.75,0.056,0.222,0.167,0.67,187,2,1,2
12/23/2018,0.041,0.7,0.4,0.556,-,-,0.5,0.2,0.6,0.25,0.313,0.111,0.111,0.111,0.22,193,2,1,2
12/23/2018,0.067,0.7,1,1.444,-,-,0,0.3,0.3,1,1,0.222,0.444,0.444,0.67,193,2,1,2
12/23/2018,0.086,2.4,2,0.842,0.44,Average,1.3,0.9,2.1,0.412,0.441,0.105,0.053,0.053,0.37,189,2,1,2
12/23/2018,0.156,2.6,2.1,0.81,0.27,Below Average,0.9,0.9,1.8,0.5,0.5,0.286,0.095,0.095,0.38,189,2,1,2
12/23/2018,0.086,1.7,1.5,0.842,0.44,Average,0.9,0.5,1.5,0.375,0.5,0.158,0,0,0.32,195,2,1,2
12/23/2018,0.044,0.5,0.8,1.5,-,-,0.1,0.3,0.4,0.75,0.75,0,0.333,0.167,0.83,195,2,1,2
12/23/2018,0.059,1,0.2,0.231,0.01,Poor,0.6,0.1,0.7,0.111,0.167,0.308,0,0,0.08,185,2,1,2
12/23/2018,0.022,0.2,0.2,0.667,-,-,0,0.1,0.1,1,1,0.667,0,0,0.33,185,2,1,2
12/23/2018,0.018,0.5,0.5,1,-,-,0.1,0.1,0.3,0.5,0.75,0.25,0.25,0,0.5,181,2,1,2
12/23/2018,0.059,1,0.6,0.625,-,-,0.1,0.3,0.4,0.667,0.667,0.5,0.125,0.125,0.38,181,2,1,2
12/23/2018,0.027,0.5,0.7,1.5,-,-,0.2,0.2,0.4,0.6,0.9,0.167,0,0,0.5,191,2,1,2
12/23/2018,0.007,0.1,0,0,-,-,0,0,0,-,-,1,0,0,0,191,2,1,2
12/23/2018,0.023,0.7,0,0,-,-,0.7,0,0.7,0,0,0,0,0,0,182,2,1,2
12/23/2018,0.022,0.4,0,0,-,-,0.1,0,0.1,0,0,0.667,0,0,0,182,2,1,2
12/23/2018,0.014,0.4,0,0,-,-,0.4,0,0.4,0,0,0,0,0,0,180,2,1,2
12/23/2018,0.023,1.7,2.7,1.6,-,-,0.7,1,1.7,0.6,0.8,0,0,0,0.6,183,2,1,2
12/23/2018,0.044,2,3.7,1.833,-,-,0.3,1.3,1.7,0.8,0.9,0,0.333,0.333,0.83,183,2,1,2
12/23/2018,0.05,1.2,0.9,0.727,0.29,Below Average,0.9,0.3,1.2,0.273,0.364,0,0,0,0.27,184,2,1,2
12/23/2018,0.015,0.2,0.2,1,-,-,0,0.1,0.1,1,1,0.5,0,0,0.5,184,2,1,2
12/23/2018,0.005,0.2,0.4,2,-,-,0,0,0,-,-,0,1,1,1,179,2,1,2
12/23/2018,0.005,0.3,0,0,-,-,0.3,0,0.3,0,0,0,0,0,0,186,2,1,2
12/23/2018,0.007,0.3,0.3,1,-,-,0,0,0,-,-,0,1,1,1,186,2,1,2
12/23/2018,0.009,0.7,2,3,-,-,0,0.7,0.7,1,1.5,0,0,0,1,192,2,1,2
12/23/2018,0.007,0.3,0,0,-,-,0,0,0,-,-,1,0,0,0,192,2,1,2
12/23/2018,0.005,0.3,0,0,-,-,0.3,0,0.3,0,0,0,0,0,0,196,2,1,2
12/23/2018,0.007,0.3,0,0,-,-,0.3,0,0.3,0,0,0,0,0,0,196,2,1,2
12/23/2018,0.11,2,2.4,1.182,0.84,Excellent,0.8,0.5,1.4,0.4,0.567,0.091,0.227,0.091,0.5,159,2,1,2
12/23/2018,0.175,2.2,2.9,1.333,0.9,Excellent,0.5,0.8,1.4,0.6,0.633,0.125,0.333,0.167,0.62,159,2,1,2
12/23/2018,0.075,0.7,1.2,1.625,-,-,0.2,0.5,0.7,0.75,0.75,0,0.25,0.25,0.75,159,2,1,2
12/23/2018,0.225,4.1,4.8,1.178,0.84,Excellent,2,1.7,3.7,0.463,0.634,0.067,0.044,0.022,0.42,166,2,1,2
12/23/2018,0.168,2.1,3.4,1.609,0.98,Excellent,0.6,1.3,1.9,0.667,0.833,0.043,0.043,0.043,0.65,166,2,1,2
12/23/2018,0.075,0.7,0.9,1.25,-,-,0.3,0.5,0.7,0.625,0.625,0,0,0,0.62,166,2,1,2
12/23/2018,0.115,2.1,2,0.957,0.6,Good,1.1,0.7,1.8,0.4,0.475,0.087,0.043,0.043,0.39,162,2,1,2
12/23/2018,0.212,2.6,2.5,0.966,0.49,Average,0.6,1.2,1.8,0.65,0.65,0.276,0.069,0.069,0.48,162,2,1,2
12/23/2018,0.075,0.7,0.6,0.875,-,-,0.2,0.3,0.5,0.6,0.6,0.125,0.25,0.125,0.5,162,2,1,2
12/23/2018,0.1,1.8,1.5,0.8,0.38,Average,1,0.5,1.5,0.353,0.412,0.1,0.05,0.05,0.35,175,2,1,2
12/23/2018,0.022,0.3,0.2,0.667,-,-,0.2,0.1,0.3,0.333,0.333,0,0,0,0.33,175,2,1,2
12/23/2018,0.179,1.7,2,1.158,0.57,Good,0.5,1,1.5,0.647,0.647,0.105,0.053,0.053,0.58,175,2,1,2
12/23/2018,0.09,1.6,1.8,1.111,0.78,Very Good,0.8,0.6,1.5,0.438,0.625,0.111,0.056,0.056,0.39,163,2,1,2
12/23/2018,0.066,0.8,0.8,1,-,-,0.4,0.3,0.6,0.429,0.5,0.111,0.111,0.111,0.44,163,2,1,2
12/23/2018,0.038,0.4,0,0,-,-,0.2,0,0.2,0,0,0.5,0,0,0,163,2,1,2
12/23/2018,0.1,1.8,1.4,0.75,0.31,Average,0.9,0.5,1.4,0.333,0.5,0.25,0,0,0.25,165,2,1,2
12/23/2018,0.073,0.9,1.5,1.7,0.99,Excellent,0.1,0.6,0.7,0.875,1,0.2,0.2,0.2,0.7,165,2,1,2
12/23/2018,0.057,0.5,1,1.833,-,-,0.1,0.3,0.4,0.75,0.75,0,0.5,0.333,0.83,165,2,1,2
12/23/2018,0.105,1.9,1.5,0.81,0.39,Average,0.6,0.6,1.3,0.5,0.536,0.286,0.095,0.048,0.38,164,2,1,2
12/23/2018,0.058,0.7,0.5,0.75,-,-,0.4,0.2,0.5,0.333,0.333,0.125,0.25,0.25,0.38,164,2,1,2
12/23/2018,0.066,0.6,0.4,0.571,-,-,0.3,0.2,0.5,0.4,0.4,0.143,0.143,0,0.29,164,2,1,2
12/23/2018,0.007,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,177,2,1,2
12/23/2018,0.066,0.6,0.7,1.143,-,-,0.3,0.3,0.5,0.5,0.5,0,0.429,0.429,0.43,177,2,1,2
12/23/2018,0.01,0.2,0.4,2,-,-,0,0.1,0.1,1,1.5,0,0.5,0.5,1,169,2,1,2
12/23/2018,0.022,0.3,0.4,1.333,-,-,0,0.2,0.2,1,1,0.333,0,0,0.67,169,2,1,2
12/23/2018,0.015,0.8,0.8,1,-,-,0.3,0.3,0.5,0.5,0.75,0.333,0,0,0.33,170,2,1,2
12/23/2018,0.007,0.3,0,0,-,-,0.3,0,0.3,0,0,0,0,0,0,170,2,1,2
12/23/2018,0.019,0.5,0.5,1,-,-,0.3,0.3,0.5,0.5,0.5,0,0,0,0.5,170,2,1,2
12/23/2018,0.005,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,176,2,1,2
12/23/2018,0.015,0.2,0.3,1.5,-,-,0,0.1,0.1,1,1,0,0.5,0.5,1,176,2,1,2
12/23/2018,0.066,0.8,1.1,1.429,-,-,0.2,0.6,0.8,0.714,0.714,0,0.143,0.143,0.71,176,2,1,2
12/23/2018,0.015,0.4,0,0,-,-,0.4,0,0.4,0,0,0,0,0,0,171,2,1,2
12/23/2018,0.029,0.5,0.3,0.5,-,-,0.1,0,0.1,0,0,0.5,0.25,0,0.25,171,2,1,2
12/23/2018,0.047,0.6,0.1,0.2,-,-,0.4,0,0.4,0,0,0.2,0.2,0.2,0.2,171,2,1,2
12/23/2018,0.005,0.3,0,0,-,-,0.3,0,0.3,0,0,0,0,0,0,158,2,1,2
12/23/2018,0.015,0.5,0.5,1,-,-,0,0.3,0.3,1,1,0.5,0,0,0.5,158,2,1,2
12/23/2018,0.009,0.3,0.5,2,-,-,0,0.3,0.3,1,1,0,0,0,1,158,2,1,2
12/23/2018,0.015,0.5,1,2,-,-,0,0.5,0.5,1,1,0,0,0,1,168,2,1,2
12/23/2018,0.01,0.5,0,0,-,-,0.5,0,0.5,0,0,0,0,0,0,173,2,1,2
12/23/2018,0.015,0.5,0,0,-,-,0.5,0,0.5,0,0,0,0,0,0,173,2,1,2
12/23/2018,0.005,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,167,2,1,2
12/23/2018,0.007,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,167,2,1,2
12/23/2018,0.009,0.2,0,0,-,-,0,0,0,-,-,1,0,0,0,167,2,1,2
12/23/2018,0.005,0.2,0,0,-,-,0,0,0,-,-,1,0,0,0,160,2,1,2
12/23/2018,0.019,0.3,0.3,1,-,-,0.2,0.2,0.3,0.5,0.5,0,0,0,0.5,160,2,1,2
12/23/2018,0.007,1,0,0,-,-,1,0,1,0,0,0,0,0,0,161,2,1,2
12/23/2018,0.114,1.8,1.3,0.714,0.27,Below Average,1.2,0.6,1.8,0.333,0.357,0,0,0,0.33,133,2,1,2
12/23/2018,0.158,2,2.8,1.417,0.94,Excellent,0.7,1.3,2,0.667,0.688,0,0.125,0.125,0.67,133,2,1,2
12/23/2018,0.086,1.5,1.8,1.25,0.89,Excellent,0.5,0.7,1.2,0.615,0.769,0.188,0,0,0.5,124,2,1,2
12/23/2018,0.237,3.3,3.7,1.139,0.72,Very Good,0.4,1.4,1.7,0.789,0.789,0.25,0.278,0.194,0.58,124,2,1,2
12/23/2018,0.043,0.7,0,0,-,-,0.5,0,0.5,0,0,0.25,0,0,0,134,2,1,2
12/23/2018,0.105,1.5,0.7,0.5,0.04,Poor,0.8,0.3,1.1,0.25,0.25,0.063,0.188,0.125,0.25,134,2,1,2
12/23/2018,0.227,3.5,3.1,0.881,0.49,Average,2,1.2,3.2,0.368,0.487,0.048,0.048,0.024,0.33,127,2,1,2
12/23/2018,0.197,2.5,2.3,0.933,0.45,Average,1.3,0.9,2.3,0.407,0.463,0.067,0.067,0.067,0.4,127,2,1,2
12/23/2018,0.081,1.5,1.2,0.8,0.38,Average,0.7,0.4,1.1,0.364,0.545,0.267,0,0,0.27,138,2,1,2
12/23/2018,0.059,0.9,0.2,0.222,-,-,0.7,0,0.7,0,0,0,0.222,0.222,0.22,138,2,1,2
12/23/2018,0.141,2.6,2.2,0.846,0.45,Average,1.9,0.7,2.6,0.269,0.404,0,0.038,0.038,0.27,128,2,1,2
12/23/2018,0.118,1.8,1.6,0.889,0.37,Average,0.9,0.6,1.5,0.4,0.533,0.167,0,0,0.33,128,2,1,2
12/23/2018,0.135,2.1,1.5,0.72,0.28,Below Average,1.3,0.6,1.9,0.304,0.391,0.08,0,0,0.28,136,2,1,2
12/23/2018,0.092,1.2,0.9,0.786,0.24,Below Average,0.5,0.3,0.8,0.4,0.5,0.214,0.071,0.071,0.36,136,2,1,2
12/23/2018,0.065,1,0.5,0.5,0.09,Poor,0.8,0.2,0.9,0.182,0.273,0.083,0,0,0.17,130,2,1,2
12/23/2018,0.013,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,130,2,1,2
12/23/2018,0.022,0.3,0.3,1,-,-,0.2,0.2,0.3,0.5,0.5,0,0,0,0.5,131,2,1,2
12/23/2018,0.027,0.5,0.2,0.4,-,-,0.4,0.1,0.5,0.2,0.2,0,0,0,0.2,142,2,1,2
12/23/2018,0.007,0.1,0.3,3,-,-,0,0.1,0.1,1,1.5,0,0,0,1,142,2,1,2
12/23/2018,0.005,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,140,2,1,2
12/23/2018,0.027,1.3,0.8,0.6,-,-,1,0.3,1.3,0.2,0.3,0,0,0,0.2,135,2,1,2
12/23/2018,0.007,0.3,0.5,2,-,-,0,0.3,0.3,1,1,0,0,0,1,135,2,1,2
12/23/2018,0.022,0.7,0.3,0.5,-,-,0.5,0.2,0.7,0.25,0.25,0,0,0,0.25,137,2,1,2
12/23/2018,0.005,0.3,0.8,3,-,-,0,0.3,0.3,1,1.5,0,0,0,1,132,2,1,2
12/23/2018,0.007,0.3,0.5,2,-,-,0,0.3,0.3,1,1,0,0,0,1,132,2,1,2
12/23/2018,0.18,3.9,4.3,1.085,0.75,Very Good,1.8,1.6,3.4,0.463,0.573,0.064,0.106,0.106,0.47,81,2,1,2
12/23/2018,0.204,3.9,3.9,1,0.54,Good,1.5,1.4,2.9,0.486,0.586,0.149,0.17,0.17,0.45,81,2,1,2
12/23/2018,0.119,2.6,2.6,1,0.66,Very Good,1.4,0.7,2.1,0.32,0.48,0.032,0.161,0.129,0.39,74,2,1,2
12/23/2018,0.109,2.1,2.4,1.16,0.74,Very Good,0.7,0.8,1.4,0.529,0.588,0.12,0.2,0.16,0.56,74,2,1,2
12/23/2018,0.096,2.1,1.8,0.88,0.49,Average,1,0.7,1.7,0.4,0.5,0.12,0.08,0.08,0.4,85,2,1,2
12/23/2018,0.039,0.8,1,1.333,-,-,0.3,0.5,0.8,0.667,0.667,0,0,0,0.67,85,2,1,2
12/23/2018,0.146,3.2,2.8,0.868,0.48,Average,1.6,0.9,2.5,0.367,0.467,0.132,0.105,0.105,0.37,75,2,1,2
12/23/2018,0.196,3.8,3.7,0.978,0.5,Average,1.2,1.4,2.6,0.548,0.581,0.156,0.2,0.133,0.49,75,2,1,2
12/23/2018,0.1,2.6,3,1.154,0.81,Very Good,1.3,1,2.3,0.435,0.609,0.077,0.038,0.038,0.42,82,2,1,2
12/23/2018,0.126,2.9,2.2,0.759,0.22,Below Average,1.2,0.8,2,0.4,0.45,0.207,0.103,0.069,0.38,82,2,1,2
12/23/2018,0.084,4.4,3.6,0.818,0.4,Average,2.4,1.2,3.6,0.333,0.444,0.136,0.045,0.045,0.32,76,2,1,2
12/23/2018,0.083,3.8,4.8,1.263,0.85,Excellent,1.4,1.6,3,0.533,0.667,0.105,0.158,0.053,0.53,76,2,1,2
12/23/2018,0.061,1.6,0.4,0.25,0.02,Poor,1.2,0.1,1.3,0.077,0.077,0.125,0.063,0,0.12,80,2,1,2
12/23/2018,0.117,2.7,1.8,0.667,0.14,Poor,0.9,0.4,1.3,0.308,0.308,0.185,0.333,0.259,0.41,80,2,1,2
12/23/2018,0.069,1.6,1.1,0.667,0.22,Below Average,1.1,0.3,1.4,0.2,0.3,0.056,0.111,0.056,0.28,86,2,1,2
12/23/2018,0.03,0.6,1.5,2.286,-,-,0.1,0.5,0.6,0.857,1.143,0,0,0,0.86,86,2,1,2
12/23/2018,0.061,2,1.1,0.563,0.13,Poor,1.6,0.4,2,0.188,0.281,0,0,0,0.19,78,2,1,2
12/23/2018,0.035,1,0.5,0.5,-,-,0.6,0.1,0.8,0.167,0.167,0,0.25,0.25,0.38,78,2,1,2
12/23/2018,0.027,1,0.4,0.429,-,-,0.9,0.1,1,0.143,0.214,0,0,0,0.14,83,2,1,2
12/23/2018,0.022,0.7,0.6,0.8,-,-,0.4,0.1,0.6,0.25,0.25,0,0.4,0.4,0.4,83,2,1,2
12/23/2018,0.05,1.6,1.1,0.692,0.25,Below Average,0.6,0.4,1,0.375,0.438,0.231,0.154,0.154,0.39,73,2,1,2
12/23/2018,0.013,0.4,0,0,-,-,0.4,0,0.4,0,0,0,0,0,0,73,2,1,2
12/23/2018,0.004,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,77,2,1,2
12/23/2018,0.013,0.5,0,0,-,-,0.3,0,0.3,0,0,0.333,0,0,0,77,2,1,2
12/23/2018,0.004,0.3,0,0,-,-,0.3,0,0.3,0,0,0,0,0,0,79,2,1,2
12/23/2018,0.009,0.5,0,0,-,-,0.5,0,0.5,0,0,0,0,0,0,79,2,1,2
12/23/2018,0.004,0.3,0.5,2,-,-,0,0,0,-,-,0,1,1,1,84,2,1,2
12/23/2018,0.178,3.8,3.7,0.98,0.62,Good,2.1,1.3,3.4,0.386,0.534,0.102,0.02,0.02,0.35,102,2,1,2
12/23/2018,0.213,2.8,3.1,1.081,0.64,Good,0.8,1,1.8,0.542,0.563,0.162,0.216,0.216,0.54,102,2,1,2
12/23/2018,0.196,4.2,4.6,1.111,0.78,Very Good,2.2,1.6,3.8,0.429,0.561,0.037,0.056,0.056,0.44,92,2,1,2
12/23/2018,0.184,2.5,2.2,0.906,0.4,Average,0.6,0.9,1.5,0.6,0.725,0.375,0,0,0.38,92,2,1,2
12/23/2018,0.17,3.6,2.8,0.766,0.33,Average,2.3,0.9,3.2,0.286,0.429,0.106,0,0,0.26,88,2,1,2
12/23/2018,0.184,2.5,2,0.813,0.28,Below Average,0.9,0.8,1.7,0.455,0.545,0.281,0.031,0.031,0.34,88,2,1,2
12/23/2018,0.094,2.4,2.9,1.231,0.87,Excellent,1.2,0.8,2,0.409,0.591,0.077,0.077,0.077,0.42,96,2,1,2
12/23/2018,0.08,1.3,1.4,1.071,0.63,Good,0.5,0.5,1,0.455,0.636,0.143,0.071,0.071,0.43,96,2,1,2
12/23/2018,0.058,1.2,0.9,0.75,0.31,Average,0.8,0.3,1.1,0.286,0.357,0.063,0.063,0.063,0.31,87,2,1,2
12/23/2018,0.04,0.5,0.3,0.571,-,-,0.4,0.2,0.5,0.286,0.286,0,0,0,0.29,87,2,1,2
12/23/2018,0.025,0.5,0.5,1,-,-,0.3,0.2,0.5,0.429,0.5,0,0,0,0.43,95,2,1,2
12/23/2018,0.04,0.5,0.4,0.714,-,-,0.2,0.2,0.4,0.4,0.4,0,0.429,0.429,0.43,95,2,1,2
12/23/2018,0.091,1.9,1.8,0.96,0.6,Good,1.1,0.6,1.7,0.364,0.432,0,0.16,0.16,0.44,91,2,1,2
12/23/2018,0.069,0.9,0.7,0.75,0.21,Below Average,0.5,0.3,0.8,0.364,0.364,0.083,0.083,0.083,0.33,91,2,1,2
12/23/2018,0.036,0.8,0.8,1,0.66,Very Good,0.3,0.2,0.5,0.429,0.5,0.1,0.2,0.2,0.5,99,2,1,2
12/23/2018,0.063,0.8,0.4,0.455,0.03,Poor,0.5,0.2,0.6,0.25,0.313,0.182,0.091,0.091,0.18,99,2,1,2
12/23/2018,0.025,0.5,0.6,1.143,-,-,0.2,0.2,0.5,0.5,0.5,0,0.143,0.143,0.57,101,2,1,2
12/23/2018,0.025,0.8,0.8,1,-,-,0.4,0.3,0.8,0.429,0.5,0,0,0,0.43,89,2,1,2
12/23/2018,0.017,0.3,0.2,0.667,-,-,0.1,0.1,0.2,0.5,0.5,0.333,0,0,0.33,89,2,1,2
12/23/2018,0.014,0.4,0,0,-,-,0.4,0,0.4,0,0,0,0,0,0,103,2,1,2
12/23/2018,0.023,0.4,0.2,0.5,-,-,0.1,0.1,0.2,0.5,0.5,0.5,0.25,0.25,0.25,103,2,1,2
12/23/2018,0.011,0.5,0,0,-,-,0.3,0,0.3,0,0,0.333,0,0,0,100,2,1,2
12/23/2018,0.011,0.3,0,0,-,-,0.2,0,0.2,0,0,0.5,0,0,0,100,2,1,2
12/23/2018,0.006,0.2,0.4,2,-,-,0,0.2,0.2,1,1,0,0,0,1,104,2,1,2
12/23/2018,0.011,0.6,0,0,-,-,0.6,0,0.6,0,0,0,0,0,0,90,2,1,2
12/23/2018,0.006,0.2,0,0,-,-,0,0,0,-,-,1,0,0,0,90,2,1,2
12/23/2018,0.004,0.2,0.5,3,-,-,0,0.2,0.2,1,1.5,0,0,0,1,93,2,1,2
12/23/2018,0.007,0.5,0,0,-,-,0.5,0,0.5,0,0,0,0,0,0,97,2,1,2
12/23/2018,0.004,0.3,0.5,2,-,-,0,0.3,0.3,1,1,0,0,0,1,106,2,1,2
12/23/2018,0.004,0.3,0,0,-,-,0,0,0,-,-,1,0,0,0,98,2,1,2
12/23/2018,0.198,2.9,2.5,0.87,0.48,Average,1.8,1,2.8,0.364,0.455,0.043,0,0,0.35,34,2,1,2
12/23/2018,0.171,2.3,1.1,0.5,0.04,Poor,1.3,0.4,1.6,0.231,0.269,0.222,0.056,0.056,0.22,34,2,1,2
12/23/2018,0.009,0.1,0.4,3,-,-,0,0.1,0.1,1,1.5,0,0,0,1,33,2,1,2
12/23/2018,0.057,0.8,1.4,1.833,-,-,0,0.6,0.6,1,1,0,0.167,0.167,1,33,2,1,2
12/23/2018,0.155,2.3,2.8,1.222,0.87,Excellent,1.3,1,2.3,0.444,0.611,0,0,0,0.44,36,2,1,2
12/23/2018,0.171,2.3,2.5,1.111,0.68,Very Good,1,1,2,0.5,0.594,0.111,0.056,0.056,0.44,36,2,1,2
12/23/2018,0.138,2,1.1,0.563,0.13,Poor,0.8,0.5,1.3,0.4,0.45,0.313,0.063,0.063,0.25,26,2,1,2
12/23/2018,0.19,2.5,2.3,0.9,0.39,Average,0.9,0.9,1.8,0.5,0.5,0.2,0.2,0.2,0.45,26,2,1,2
12/23/2018,0.198,2.9,4.6,1.609,0.99,Excellent,0.8,1.5,2.3,0.667,1,0.217,0.043,0.043,0.52,25,2,1,2
12/23/2018,0.076,1,1.4,1.375,-,-,0.4,0.5,0.9,0.571,0.714,0,0.125,0.125,0.62,25,2,1,2
12/23/2018,0.069,1,0.8,0.75,-,-,0.4,0.3,0.6,0.4,0.5,0.25,0.125,0,0.38,24,2,1,2
12/23/2018,0.019,0.3,0.3,1,-,-,0,0.1,0.1,1,1,0.5,0,0,0.5,24,2,1,2
12/23/2018,0.069,1,0,0,-,-,0.9,0,0.9,0,0,0.125,0,0,0,29,2,1,2
12/23/2018,0.114,1.5,2.4,1.583,0.98,Excellent,0.3,1,1.3,0.8,0.9,0.083,0.083,0.083,0.75,29,2,1,2
12/23/2018,0.129,1.9,1.8,0.933,0.56,Good,1.1,0.6,1.8,0.357,0.5,0.067,0,0,0.33,22,2,1,2
12/23/2018,0.067,0.9,1,1.143,-,-,0.4,0.4,0.8,0.5,0.5,0,0.143,0,0.57,22,2,1,2
12/23/2018,0.029,0.4,0.5,1.333,-,-,0,0.3,0.3,1,1,0,0.333,0.333,0.67,31,2,1,2
12/23/2018,0.009,0.2,0,0,-,-,0,0,0,-,-,1,0,0,0,23,2,1,2
12/23/2018,0.076,1.3,1,0.75,-,-,0.7,0.3,1,0.333,0.333,0.125,0.25,0.25,0.38,23,2,1,2
12/23/2018,0.026,0.6,0,0,-,-,0.4,0,0.4,0,0,0.333,0,0,0,30,2,1,2
12/23/2018,0.019,0.4,0.4,1,-,-,0,0.2,0.2,1,1,0.5,0,0,0.5,30,2,1,2
12/23/2018,0.01,0.5,0,0,-,-,0.5,0,0.5,0,0,0,0,0,0,27,2,1,2
12/23/2018,0.149,2.5,2.2,0.889,0.5,Average,1.1,0.9,2,0.455,0.545,0.185,0,0,0.37,17,2,1,2
12/23/2018,0.114,1.7,2.5,1.474,0.95,Excellent,0.5,0.8,1.4,0.6,0.767,0.053,0.158,0.053,0.63,17,2,1,2
12/23/2018,0.149,2.5,2.1,0.852,0.46,Average,1.6,0.6,2.3,0.28,0.42,0.037,0.037,0.037,0.3,4,2,1,2
12/23/2018,0.192,2.9,2.2,0.75,0.21,Below Average,1.1,0.7,1.8,0.4,0.5,0.281,0.094,0.094,0.34,4,2,1,2
