Game_ID,Score_Dif,Session_num,Time
3,1,1,19.8
3,3,1,19.7
3,5,1,18.15
3,7,1,16.716666666666665
3,9,1,16.116666666666667
3,13,1,15.2
3,12,1,14.833333333333334
3,9,1,13.9
3,11,1,13.45
3,10,1,12.533333333333333
3,8,1,11.983333333333333
3,6,1,11.15
3,8,1,10.383333333333333
3,6,1,9.85
3,8,1,9.433333333333334
3,10,1,8.9
3,13,1,7.916666666666667
3,15,1,7.133333333333334
3,17,1,6.166666666666667
3,15,1,5.483333333333333
3,12,1,4.95
3,14,1,4.516666666666667
3,12,1,4.383333333333334
3,9,1,3.4333333333333336
3,11,1,3.1166666666666667
3,8,1,2.3833333333333333
3,11,1,2.033333333333333
3,14,1,1.2666666666666666
3,12,1,0.9666666666666667
3,10,1,0.36666666666666664
3,12,1,0.11666666666666667
3,10,2,19.033333333333335
3,13,2,18.716666666666665
3,15,2,18.066666666666666
3,12,2,17.8
3,14,2,17.383333333333333
3,16,2,16.85
3,14,2,15.916666666666666
3,16,2,15.583333333333334
3,14,2,14.95
3,16,2,14.466666666666667
3,18,2,13.3
3,15,2,13.0
3,18,2,12.15
3,15,2,9.183333333333334
3,17,2,8.8
3,18,2,8.25
3,20,2,7.683333333333334
3,22,2,6.883333333333333
3,24,2,6.183333333333334
3,23,2,5.95
3,20,2,5.516666666666667
3,18,2,4.7
3,21,2,3.8
3,19,2,3.5833333333333335
3,17,2,1.2333333333333334
