Team_Name,Uploaded_Date,Format_Name,Category_Name,Element_Name,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score
Wisconsin Lutheran Warriors,2019-01-26,Defensive,During Pass Out Situations,P&R BH - Defense Commits,0.12,10.4,8.1,0.78,0.59,Good,4.3,2.9,7.1,0.4,0.48,0.24,0.1,0.05,0.35
Wisconsin Lutheran Warriors,2019-01-26,Defensive,During Pass Out Situations,Post-Up - Defense Commits,0.02,2,2.3,1.18,0.28,Below Average,1,0.9,1.8,0.47,0.61,0.05,0.03,0.03,0.46
Wisconsin Lutheran Warriors,2019-01-26,Defensive,During Trapping Situations,P&R BH - Traps,0.01,0.5,0.8,1.5,0.03,Poor,0.2,0.3,0.5,0.56,0.61,0,0.3,0.2,0.6
Wisconsin Lutheran Warriors,2019-01-26,Defensive,During Trapping Situations,Post-Up - Hard Double,0.02,2,1.6,0.78,0.57,Good,0.8,0.6,1.4,0.43,0.54,0.25,0.05,0.05,0.33
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Shot Attempt - Half Court,Jump Shots,0.54,28.2,27.7,0.98,0.29,Below Average,18,10.2,28.2,0.36,0.49,0,0.01,0.01,0.36
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,0.03,1.6,1,0.59,0.57,Good,1.3,0.4,1.6,0.22,0.3,0,0,0,0.22
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Shot Attempt - Half Court,Runner,0.05,2.7,1.8,0.68,0.64,Good,1.8,0.9,2.7,0.32,0.32,0,0.08,0.08,0.32
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),0.33,17.2,20.4,1.19,0.24,Below Average,7.4,9.8,17.2,0.57,0.57,0,0.08,0.08,0.57
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Shot Attempt - Half Court,Post-Ups,0.08,4,4.2,1.05,0.31,Average,2,2.1,4,0.51,0.51,0,0.05,0.05,0.51
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0,0.2,0.3,2,-,-,0,0.2,0.2,1,1,0,0,0,1
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Catch and Shoot - Half Court,Catch and Shoot,0.39,20.2,21,1.04,0.43,Average,12.9,7.3,20.2,0.36,0.52,0,0,0,0.36
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Catch and Shoot - Half Court,Guarded,0.53,10.6,8.9,0.84,0.84,Excellent,7.5,3.1,10.6,0.29,0.42,0,0,0,0.29
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Catch and Shoot - Half Court,Unguarded,0.47,9.6,12.1,1.26,0.12,Poor,5.4,4.2,9.6,0.44,0.63,0,0,0,0.44
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,0.13,6.8,5.6,0.82,0.35,Average,4.3,2.5,6.8,0.37,0.4,0,0.02,0.02,0.37
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Jump Shot Range - half court,Short (<17'),0.14,3.9,2.8,0.72,0.61,Good,2.6,1.4,3.9,0.35,0.35,0,0.03,0.03,0.35
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),0.12,3.4,3.4,1.02,0.03,Poor,1.7,1.7,3.4,0.51,0.51,0,0,0,0.51
Wisconsin Lutheran Warriors,2019-01-26,Defensive,Jump Shot Range - half court,Long (3 point jump shots),0.74,20.9,21.5,1.03,0.45,Average,13.8,7.2,20.9,0.34,0.51,0,0,0,0.34
Aurora University,2019-01-26,Offensive,Overall Offense,Overall,1,86.2,85.6,0.99,0.94,Excellent,35,30.3,65.3,0.46,0.55,0.14,0.12,0.09,0.44
Aurora University,2019-01-26,Offensive,Overall Offense,Transition,0.2,16.8,18.7,1.11,0.92,Excellent,6.9,6.7,13.6,0.49,0.59,0.11,0.12,0.1,0.48
Aurora University,2019-01-26,Offensive,Overall Offense,Overall Half Court,0.81,69.3,66.9,0.97,0.93,Excellent,28.1,23.6,51.7,0.46,0.54,0.15,0.13,0.09,0.43
Aurora University,2019-01-26,Offensive,Overall Offense,Short Shot Clock <4 Seconds,0.04,3.3,3.1,0.95,0.95,Excellent,1.7,1.1,2.7,0.39,0.47,0.09,0.1,0.07,0.41
Aurora University,2019-01-26,Offensive,Overall Offense,Out of Bounds (End),0.07,4.7,4.2,0.89,0.68,Very Good,2.1,1.5,3.6,0.42,0.49,0.13,0.12,0.12,0.39
Aurora University,2019-01-26,Offensive,Overall Offense,Out of Bounds (Side),0.04,2.6,3.1,1.17,0.97,Excellent,1,1.1,2.1,0.53,0.65,0.13,0.11,0.11,0.49
Aurora University,2019-01-26,Offensive,Overall Offense,After Time Outs,0.14,9.4,9.1,0.96,0.85,Excellent,3.9,3,6.9,0.44,0.51,0.14,0.15,0.14,0.45
Aurora University,2019-01-26,Offensive,Overall Offense,Against Man,0.95,65.9,62.6,0.95,0.92,Excellent,26.9,22,48.9,0.45,0.53,0.15,0.13,0.09,0.43
Aurora University,2019-01-26,Offensive,Overall Offense,Against Zone,0.05,3.4,4.3,1.28,0.97,Excellent,1.2,1.6,2.8,0.58,0.75,0.16,0.05,0.05,0.49
Aurora University,2019-01-26,Offensive,Overall Offense,Press Offense,0.04,2.9,2.2,0.76,0.33,Average,1.3,0.7,1.9,0.34,0.43,0.23,0.13,0.02,0.32
Aurora University,2019-01-26,Offensive,Play Types,Spot Up,0.3,25.9,27.3,1.05,0.92,Excellent,12.8,9.3,22.1,0.42,0.56,0.08,0.08,0.06,0.42
Aurora University,2019-01-26,Offensive,Play Types,Transition,0.2,16.8,18.7,1.11,0.92,Excellent,6.9,6.7,13.6,0.49,0.59,0.11,0.12,0.1,0.48
Aurora University,2019-01-26,Offensive,Play Types,P&R Ball Handler,0.08,7.3,6.2,0.85,0.8,Very Good,3.3,2.4,5.7,0.42,0.46,0.15,0.09,0.08,0.4
Aurora University,2019-01-26,Offensive,Play Types,Isolation,0.08,7,5.5,0.79,0.53,Good,3.1,2,5.1,0.4,0.4,0.14,0.17,0.14,0.39
Aurora University,2019-01-26,Offensive,Play Types,Cut,0.07,5.6,7.4,1.33,0.97,Excellent,1.4,3.1,4.4,0.69,0.69,0.05,0.21,0.21,0.68
Aurora University,2019-01-26,Offensive,Play Types,Off Screen,0.06,5.6,5.2,0.94,0.65,Very Good,2.8,1.9,4.8,0.41,0.52,0.11,0.03,0.02,0.37
Aurora University,2019-01-26,Offensive,Play Types,Offensive Rebounds (put backs),0.06,4.8,6,1.26,0.94,Excellent,1.2,2.2,3.4,0.65,0.65,0.07,0.24,0.21,0.65
Aurora University,2019-01-26,Offensive,Play Types,Post-Up,0.04,3.6,2.7,0.77,0.36,Average,1.4,1.1,2.5,0.42,0.42,0.2,0.13,0.13,0.38
Aurora University,2019-01-26,Offensive,Play Types,P&R Roll Man,0.01,1.2,1.1,0.95,0.5,Average,0.5,0.4,0.9,0.47,0.59,0.19,0,0,0.38
Aurora University,2019-01-26,Offensive,Play Types,Hand Off,0.01,1.1,1.2,1.16,0.95,Excellent,0.6,0.4,1,0.44,0.58,0.05,0.05,0.05,0.42
Aurora University,2019-01-26,Offensive,Play Types,Miscellaneous,0.09,7.4,4.2,0.57,0.82,Very Good,0.9,0.8,1.7,0.45,0.48,0.53,0.26,0.05,0.3
Aurora University,2019-01-26,Offensive,Offense Including Passes,Isolations Including Passes,0.13,11.1,8.9,0.8,0.46,Average,5.2,3.1,8.3,0.38,0.42,0.12,0.16,0.14,0.38
Aurora University,2019-01-26,Offensive,Offense Including Passes,Pick and Rolls Including Passes,0.15,12.6,11.7,0.93,0.82,Very Good,5.7,4.5,10.2,0.44,0.51,0.13,0.07,0.06,0.41
Aurora University,2019-01-26,Offensive,Offense Including Passes,Post-Ups Including Passes,0.06,4.9,4.1,0.84,0.43,Average,2.1,1.6,3.7,0.43,0.46,0.16,0.1,0.1,0.4
Aurora University,2019-01-26,Offensive,During Pass Out Situations,ISO - Defense Commits,0.05,4.1,3.4,0.84,0.34,Average,2.1,1.1,3.2,0.35,0.45,0.08,0.14,0.12,0.37
Aurora University,2019-01-26,Offensive,During Pass Out Situations,P&R BH - Defense Commits,0.07,6.1,5.6,0.92,0.84,Excellent,2.4,2.1,4.6,0.46,0.58,0.22,0.05,0.02,0.37
Aurora University,2019-01-26,Offensive,During Pass Out Situations,Post-Up - Defense Commits,0.02,1.3,1.4,1.04,0.53,Good,0.7,0.6,1.2,0.46,0.52,0.04,0.04,0.04,0.46
Aurora University,2019-01-26,Offensive,During Trapping Situations,P&R BH - Traps,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aurora University,2019-01-26,Offensive,During Trapping Situations,Post-Up - Hard Double,0.01,0.5,0.3,0.67,-,-,0.2,0.1,0.3,0.4,0.4,0.33,0.11,0.11,0.33
Aurora University,2019-01-26,Offensive,Shot Attempt - Half Court,Jump Shots,0.55,28.4,29.8,1.05,0.88,Excellent,17.8,10.6,28.4,0.37,0.52,0,0,0,0.37
Aurora University,2019-01-26,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,0.03,1.6,1.6,1,0.95,Excellent,1,0.6,1.6,0.36,0.5,0,0,0,0.36
Aurora University,2019-01-26,Offensive,Shot Attempt - Half Court,Runner,0.03,1.7,1.2,0.71,0.49,Average,1.1,0.6,1.7,0.36,0.36,0,0,0,0.36
Aurora University,2019-01-26,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0,0.2,0.1,0.67,-,-,0.1,0.1,0.2,0.33,0.33,0,0,0,0.33
Aurora University,2019-01-26,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),0.37,19.1,23.6,1.24,0.92,Excellent,7.7,11.3,19.1,0.6,0.6,0,0.06,0.06,0.6
Aurora University,2019-01-26,Offensive,Shot Attempt - Half Court,Post-Ups,0.05,2.5,2.2,0.89,0.37,Average,1.4,1.1,2.5,0.42,0.42,0,0.04,0.04,0.42
Aurora University,2019-01-26,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0
Aurora University,2019-01-26,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aurora University,2019-01-26,Offensive,Catch and Shoot - Half Court,Catch and Shoot,0.4,20.6,23.3,1.14,0.85,Excellent,12.7,7.9,20.6,0.38,0.57,0,0,0,0.38
Aurora University,2019-01-26,Offensive,Catch and Shoot - Half Court,Guarded,0.65,13.3,13.3,1,0.66,Very Good,8.8,4.5,13.3,0.34,0.5,0,0,0,0.34
Aurora University,2019-01-26,Offensive,Catch and Shoot - Half Court,Unguarded,0.35,7.3,10,1.37,0.97,Excellent,3.9,3.4,7.3,0.47,0.69,0,0,0,0.47
Aurora University,2019-01-26,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,0.12,6,5.3,0.88,0.8,Very Good,3.8,2.2,6,0.37,0.44,0,0,0,0.37
Aurora University,2019-01-26,Offensive,Jump Shot Range - half court,Short (<17'),0.1,2.8,2,0.71,0.4,Average,1.8,1,2.8,0.35,0.35,0,0,0,0.35
Aurora University,2019-01-26,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),0.11,3.2,2.2,0.7,0.5,Average,2.1,1.1,3.2,0.35,0.35,0,0,0,0.35
Aurora University,2019-01-26,Offensive,Jump Shot Range - half court,Long (3 point jump shots),0.79,22.4,25.6,1.14,0.9,Excellent,13.9,8.5,22.4,0.38,0.57,0,0,0,0.38
Edgewood College (WI) Eagles,2019-01-26,Defensive,Overall Defense,Overall,1,80,74.1,0.93,0.22,Below Average,34.4,27.2,61.6,0.44,0.5,0.13,0.13,0.09,0.43
Edgewood College (WI) Eagles,2019-01-26,Defensive,Overall Defense,Transition,0.15,11.9,13.1,1.1,0.09,Poor,4.2,4.6,8.8,0.52,0.59,0.13,0.16,0.15,0.51
Edgewood College (WI) Eagles,2019-01-26,Defensive,Overall Defense,Overall Half Court,0.85,68.1,61,0.9,0.27,Below Average,30.2,22.6,52.8,0.43,0.48,0.13,0.12,0.09,0.42
Edgewood College (WI) Eagles,2019-01-26,Defensive,Overall Defense,Short Shot Clock <4 Seconds,0.04,2.9,1.9,0.66,0.62,Good,1.6,0.7,2.3,0.3,0.35,0.15,0.07,0.06,0.31
Edgewood College (WI) Eagles,2019-01-26,Defensive,Overall Defense,Out of Bounds (End),0.07,4.9,5.9,1.2,0.01,Poor,1.7,2.1,3.7,0.55,0.63,0.09,0.18,0.13,0.55
Edgewood College (WI) Eagles,2019-01-26,Defensive,Overall Defense,Out of Bounds (Side),0.03,2.2,1.7,0.81,0.49,Average,1,0.7,1.7,0.42,0.44,0.12,0.07,0.05,0.39
Edgewood College (WI) Eagles,2019-01-26,Defensive,Overall Defense,After Time Outs,0.12,8.3,7.8,0.94,0.2,Below Average,3.6,3.2,6.8,0.47,0.51,0.13,0.08,0.06,0.44
Edgewood College (WI) Eagles,2019-01-26,Defensive,Overall Defense,Man Defense,1,68.1,61,0.9,0.25,Below Average,30.2,22.6,52.8,0.43,0.48,0.13,0.12,0.09,0.42
Edgewood College (WI) Eagles,2019-01-26,Defensive,Overall Defense,Zone Defense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Edgewood College (WI) Eagles,2019-01-26,Defensive,Overall Defense,Press Defense,0.01,0.6,0.6,0.92,0.3,Below Average,0.2,0.1,0.2,0.25,0.25,0.17,0.5,0,0.58
Edgewood College (WI) Eagles,2019-01-26,Defensive,Play Types,Spot Up,0.23,18,17.2,0.96,0.27,Below Average,9.8,6.2,16,0.39,0.49,0.06,0.06,0.04,0.39
Edgewood College (WI) Eagles,2019-01-26,Defensive,Play Types,Transition,0.15,11.9,13.1,1.1,0.09,Poor,4.2,4.6,8.8,0.52,0.59,0.13,0.16,0.15,0.51
Edgewood College (WI) Eagles,2019-01-26,Defensive,Play Types,P&R Ball Handler,0.13,10.4,7.1,0.68,0.73,Very Good,5,2.8,7.8,0.36,0.38,0.19,0.09,0.07,0.33
Edgewood College (WI) Eagles,2019-01-26,Defensive,Play Types,Post-Up,0.13,10.2,8.9,0.88,0.38,Average,4.2,3.6,7.8,0.46,0.46,0.11,0.13,0.1,0.46
Edgewood College (WI) Eagles,2019-01-26,Defensive,Play Types,Off Screen,0.07,5.3,5.4,1.02,0.2,Below Average,2.6,1.8,4.4,0.42,0.52,0.08,0.13,0.1,0.41
Edgewood College (WI) Eagles,2019-01-26,Defensive,Play Types,Cut,0.06,5.2,6.6,1.28,0.07,Poor,1.3,2.9,4.2,0.69,0.69,0.09,0.16,0.15,0.64
Edgewood College (WI) Eagles,2019-01-26,Defensive,Play Types,Offensive Rebounds (put backs),0.05,3.9,4.5,1.15,0.24,Below Average,1.3,1.9,3.2,0.6,0.6,0.11,0.16,0.13,0.57
Edgewood College (WI) Eagles,2019-01-26,Defensive,Play Types,Isolation,0.05,3.9,3.7,0.95,0.09,Poor,1.9,1.3,3.3,0.4,0.46,0.07,0.11,0.1,0.43
Edgewood College (WI) Eagles,2019-01-26,Defensive,Play Types,P&R Roll Man,0.05,3.6,3.6,0.99,0.48,Average,1.6,1.2,2.7,0.42,0.46,0.04,0.25,0.2,0.49
Edgewood College (WI) Eagles,2019-01-26,Defensive,Play Types,Hand Off,0.04,3.4,1.7,0.51,0.97,Excellent,2.2,0.7,2.8,0.24,0.27,0.12,0.05,0.05,0.23
Edgewood College (WI) Eagles,2019-01-26,Defensive,Play Types,Miscellaneous,0.05,4.1,2.3,0.55,0.19,Below Average,0.3,0.3,0.6,0.46,0.46,0.56,0.31,0.05,0.31
Edgewood College (WI) Eagles,2019-01-26,Defensive,Offense Including Passes,Isolations Including Passes,0.06,4.6,4.1,0.89,0.31,Average,2.4,1.5,3.8,0.38,0.45,0.09,0.09,0.08,0.4
Edgewood College (WI) Eagles,2019-01-26,Defensive,Offense Including Passes,Pick and Rolls Including Passes,0.25,20.3,17.5,0.87,0.42,Average,9.5,6.5,16,0.41,0.46,0.12,0.13,0.1,0.41
Edgewood College (WI) Eagles,2019-01-26,Defensive,Offense Including Passes,Post-Ups Including Passes,0.16,12.6,11.7,0.93,0.34,Average,5.3,4.6,9.9,0.47,0.49,0.11,0.12,0.08,0.46
Edgewood College (WI) Eagles,2019-01-26,Defensive,During Pass Out Situations,ISO - Defense Commits,0.01,0.7,0.4,0.57,0.95,Excellent,0.4,0.2,0.6,0.27,0.36,0.21,0,0,0.21
Edgewood College (WI) Eagles,2019-01-26,Defensive,During Pass Out Situations,P&R BH - Defense Commits,0.14,11.5,10.5,0.91,0.18,Below Average,4.5,3.7,8.2,0.45,0.54,0.17,0.15,0.11,0.42
Edgewood College (WI) Eagles,2019-01-26,Defensive,During Pass Out Situations,Post-Up - Defense Commits,0.03,2.4,2.7,1.16,0.32,Average,1.1,1.1,2.2,0.49,0.6,0.07,0.04,0.02,0.47
Edgewood College (WI) Eagles,2019-01-26,Defensive,During Trapping Situations,P&R BH - Traps,0,0.3,0.2,0.8,-,-,0.1,0.1,0.1,0.5,0.75,0.4,0.2,0,0.4
Edgewood College (WI) Eagles,2019-01-26,Defensive,During Trapping Situations,Post-Up - Hard Double,0.02,1.2,1.1,0.91,0.36,Average,0.5,0.3,0.8,0.4,0.5,0.17,0.17,0.13,0.44
Edgewood College (WI) Eagles,2019-01-26,Defensive,Shot Attempt - Half Court,Jump Shots,0.48,25.5,21.4,0.84,0.9,Excellent,17.6,7.9,25.5,0.31,0.42,0,0,0,0.31
Edgewood College (WI) Eagles,2019-01-26,Defensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,0.03,1.3,0.9,0.72,0.38,Average,0.9,0.4,1.3,0.28,0.36,0,0,0,0.28
Edgewood College (WI) Eagles,2019-01-26,Defensive,Shot Attempt - Half Court,Runner,0.05,2.8,2.4,0.87,0.19,Below Average,1.6,1.2,2.8,0.43,0.43,0,0.02,0.02,0.43
Edgewood College (WI) Eagles,2019-01-26,Defensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0,0.1,0.1,1,-,-,0.1,0.1,0.1,0.5,0.5,0,0,0,0.5
Edgewood College (WI) Eagles,2019-01-26,Defensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),0.32,16.7,20.8,1.25,0.11,Poor,6.8,9.9,16.7,0.59,0.59,0,0.09,0.09,0.59
Edgewood College (WI) Eagles,2019-01-26,Defensive,Shot Attempt - Half Court,Post-Ups,0.15,7.8,7.2,0.93,0.68,Very Good,4.2,3.6,7.8,0.46,0.46,0,0.01,0.01,0.46
Edgewood College (WI) Eagles,2019-01-26,Defensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.01,0.3,0.3,1.2,-,-,0.1,0.2,0.3,0.6,0.6,0,0,0,0.6
Edgewood College (WI) Eagles,2019-01-26,Defensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Edgewood College (WI) Eagles,2019-01-26,Defensive,Catch and Shoot - Half Court,Catch and Shoot,0.28,14.7,14,0.95,0.77,Very Good,9.9,4.8,14.7,0.33,0.47,0,0,0,0.33
Edgewood College (WI) Eagles,2019-01-26,Defensive,Catch and Shoot - Half Court,Guarded,0.66,9.7,9.3,0.95,0.52,Good,6.5,3.2,9.7,0.33,0.47,0,0.01,0.01,0.33
Edgewood College (WI) Eagles,2019-01-26,Defensive,Catch and Shoot - Half Court,Unguarded,0.34,5,4.7,0.95,0.87,Excellent,3.4,1.6,5,0.32,0.47,0,0,0,0.32
Edgewood College (WI) Eagles,2019-01-26,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,0.17,8.8,5.7,0.64,0.9,Excellent,6.4,2.5,8.8,0.28,0.32,0,0.01,0.01,0.28
Edgewood College (WI) Eagles,2019-01-26,Defensive,Jump Shot Range - half court,Short (<17'),0.16,4,3,0.75,0.5,Average,2.5,1.5,4,0.37,0.37,0,0.01,0.01,0.37
Edgewood College (WI) Eagles,2019-01-26,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),0.12,3.1,1.9,0.61,0.74,Very Good,2.2,0.9,3.1,0.31,0.31,0,0,0,0.31
Edgewood College (WI) Eagles,2019-01-26,Defensive,Jump Shot Range - half court,Long (3 point jump shots),0.72,18.4,16.5,0.89,0.9,Excellent,12.9,5.5,18.4,0.3,0.45,0,0,0,0.3
Aurora University,2019-01-26,Defensive,Overall Defense,Overall,1,87.2,84,0.96,0.08,Poor,32.8,29.3,62.1,0.47,0.55,0.18,0.13,0.08,0.44
Aurora University,2019-01-26,Defensive,Overall Defense,Transition,0.21,18.6,19.1,1.03,0.27,Below Average,6.3,6.7,13.1,0.52,0.59,0.18,0.14,0.09,0.47
Aurora University,2019-01-26,Defensive,Overall Defense,Overall Half Court,0.79,68.7,64.9,0.95,0.07,Poor,26.4,22.6,49.1,0.46,0.54,0.18,0.13,0.07,0.43
Aurora University,2019-01-26,Defensive,Overall Defense,Short Shot Clock <4 Seconds,0.03,2.6,2.1,0.8,0.24,Below Average,1.4,0.8,2.2,0.36,0.45,0.11,0.04,0.02,0.33
Aurora University,2019-01-26,Defensive,Overall Defense,Out of Bounds (End),0.09,6.1,7.4,1.21,0,Poor,2.3,2.7,5,0.54,0.63,0.09,0.09,0.07,0.54
Aurora University,2019-01-26,Defensive,Overall Defense,Out of Bounds (Side),0.03,2.2,1.9,0.87,0.35,Average,1.1,0.7,1.8,0.38,0.45,0.13,0.08,0.03,0.36
Aurora University,2019-01-26,Defensive,Overall Defense,After Time Outs,0.13,8.6,7.8,0.91,0.3,Below Average,3.5,2.7,6.2,0.44,0.49,0.16,0.14,0.07,0.43
Aurora University,2019-01-26,Defensive,Overall Defense,Man Defense,0.93,63.9,60.4,0.94,0.07,Poor,24.6,21,45.6,0.46,0.53,0.18,0.13,0.07,0.43
Aurora University,2019-01-26,Defensive,Overall Defense,Zone Defense,0.07,4.7,4.6,0.97,0.32,Average,1.8,1.6,3.4,0.47,0.57,0.18,0.09,0.08,0.41
Aurora University,2019-01-26,Defensive,Overall Defense,Press Defense,0.13,8.7,8.2,0.94,0.24,Below Average,2.3,2.3,4.6,0.51,0.61,0.29,0.19,0.05,0.43
Aurora University,2019-01-26,Defensive,Play Types,Spot Up,0.24,20.5,20.6,1.01,0.13,Poor,10.7,7.3,18,0.4,0.54,0.08,0.05,0.04,0.39
Aurora University,2019-01-26,Defensive,Play Types,Transition,0.21,18.6,19.1,1.03,0.27,Below Average,6.3,6.7,13.1,0.52,0.59,0.18,0.14,0.09,0.47
Aurora University,2019-01-26,Defensive,Play Types,Post-Up,0.09,7.6,6.1,0.8,0.65,Very Good,2.7,2.3,5,0.46,0.46,0.21,0.16,0.1,0.42
Aurora University,2019-01-26,Defensive,Play Types,P&R Ball Handler,0.09,7.4,6.9,0.94,0.07,Poor,2.9,2.7,5.6,0.48,0.54,0.17,0.09,0.07,0.43
Aurora University,2019-01-26,Defensive,Play Types,Off Screen,0.08,6.5,6.9,1.06,0.14,Poor,3.1,2.3,5.4,0.43,0.54,0.1,0.08,0.07,0.43
Aurora University,2019-01-26,Defensive,Play Types,Cut,0.07,6.3,7.8,1.24,0.11,Poor,1.4,3.2,4.7,0.69,0.69,0.14,0.14,0.12,0.62
Aurora University,2019-01-26,Defensive,Play Types,Offensive Rebounds (put backs),0.06,5.1,5.6,1.09,0.38,Average,1.6,2.2,3.8,0.57,0.57,0.12,0.17,0.16,0.55
Aurora University,2019-01-26,Defensive,Play Types,Isolation,0.04,3.5,3.2,0.91,0.17,Below Average,1.3,1.1,2.3,0.45,0.5,0.16,0.19,0.14,0.46
Aurora University,2019-01-26,Defensive,Play Types,Hand Off,0.03,2.2,1.4,0.65,0.83,Excellent,1.3,0.5,1.8,0.27,0.33,0.15,0.08,0.05,0.25
Aurora University,2019-01-26,Defensive,Play Types,P&R Roll Man,0.02,1.8,2,1.09,0.28,Below Average,0.8,0.8,1.6,0.5,0.55,0.03,0.12,0.06,0.52
Aurora University,2019-01-26,Defensive,Play Types,Miscellaneous,0.09,7.7,4.4,0.57,0.13,Poor,0.6,0.3,0.9,0.35,0.38,0.57,0.31,0.01,0.3
Aurora University,2019-01-26,Defensive,Offense Including Passes,Isolations Including Passes,0.06,4.9,4.7,0.97,0.13,Poor,1.7,1.7,3.4,0.49,0.57,0.16,0.16,0.11,0.46
Aurora University,2019-01-26,Defensive,Offense Including Passes,Pick and Rolls Including Passes,0.14,12.6,12.6,1,0.05,Poor,5.3,4.8,10.2,0.48,0.55,0.12,0.08,0.06,0.45
Aurora University,2019-01-26,Defensive,Offense Including Passes,Post-Ups Including Passes,0.13,11.1,10.2,0.92,0.37,Average,4.3,3.8,8.1,0.47,0.52,0.17,0.13,0.09,0.44
Aurora University,2019-01-26,Defensive,During Pass Out Situations,ISO - Defense Commits,0.02,1.4,1.6,1.12,0.25,Below Average,0.4,0.6,1.1,0.58,0.74,0.16,0.08,0.04,0.44
Aurora University,2019-01-26,Defensive,During Pass Out Situations,P&R BH - Defense Commits,0.07,6.3,5.7,0.91,0.18,Below Average,2.4,2.2,4.6,0.47,0.55,0.2,0.08,0.04,0.4
Aurora University,2019-01-26,Defensive,During Pass Out Situations,Post-Up - Defense Commits,0.04,3.5,4.1,1.18,0.29,Below Average,1.6,1.5,3.1,0.49,0.63,0.08,0.05,0.05,0.48
Aurora University,2019-01-26,Defensive,During Trapping Situations,P&R BH - Traps,0,0.1,0.1,2,-,-,0,0.1,0.1,1,1,0,0,0,1
Aurora University,2019-01-26,Defensive,During Trapping Situations,Post-Up - Hard Double,0.03,2.9,2.6,0.87,0.43,Average,0.9,0.9,1.9,0.5,0.57,0.25,0.11,0.09,0.42
Aurora University,2019-01-26,Defensive,Shot Attempt - Half Court,Jump Shots,0.6,29.2,30.2,1.03,0.13,Poor,17.8,11.4,29.2,0.39,0.51,0,0,0,0.39
Aurora University,2019-01-26,Defensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,0.03,1.6,1.5,0.93,0.12,Poor,1.1,0.6,1.6,0.35,0.47,0,0,0,0.35
Aurora University,2019-01-26,Defensive,Shot Attempt - Half Court,Runner,0.04,2.1,1.5,0.73,0.51,Good,1.3,0.7,2.1,0.35,0.35,0,0.03,0.03,0.35
Aurora University,2019-01-26,Defensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0
Aurora University,2019-01-26,Defensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),0.26,12.8,16.9,1.33,0.02,Poor,4.6,8.2,12.8,0.64,0.64,0,0.05,0.05,0.64
Aurora University,2019-01-26,Defensive,Shot Attempt - Half Court,Post-Ups,0.1,5,4.7,0.94,0.64,Good,2.7,2.3,5,0.46,0.46,0,0.04,0.04,0.46
Aurora University,2019-01-26,Defensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.01,0.2,0.2,1,-,-,0.1,0.1,0.2,0.5,0.5,0,0,0,0.5
