Team_Name,Uploaded_Date,Format_Name,Category_Name,Element_Name,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score
Aurora University,2019-01-26,Defensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aurora University,2019-01-26,Defensive,Catch and Shoot - Half Court,Catch and Shoot,0.37,18.2,19.3,1.06,0.3,Below Average,11.6,6.6,18.2,0.36,0.53,0,0,0,0.36
Aurora University,2019-01-26,Defensive,Catch and Shoot - Half Court,Guarded,0.54,9.8,9.9,1.01,0.33,Average,6.4,3.4,9.8,0.35,0.51,0,0,0,0.35
Aurora University,2019-01-26,Defensive,Catch and Shoot - Half Court,Unguarded,0.46,8.4,9.4,1.13,0.42,Average,5.2,3.2,8.4,0.38,0.56,0,0,0,0.38
Aurora University,2019-01-26,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,0.19,9.1,8.9,0.98,0.04,Poor,5.1,4,9.1,0.44,0.49,0,0.01,0.01,0.44
Aurora University,2019-01-26,Defensive,Jump Shot Range - half court,Short (<17'),0.16,4.7,5.1,1.08,0,Poor,2.2,2.5,4.7,0.53,0.53,0,0.02,0.02,0.53
Aurora University,2019-01-26,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),0.14,4.1,3.2,0.8,0.25,Below Average,2.4,1.6,4.1,0.4,0.4,0,0,0,0.4
Aurora University,2019-01-26,Defensive,Jump Shot Range - half court,Long (3 point jump shots),0.7,20.4,21.8,1.07,0.26,Below Average,13.2,7.3,20.4,0.36,0.53,0,0,0,0.36
Dominican (IL) Stars,2019-01-26,Defensive,Overall Defense,Overall,1,88.9,86.7,0.98,0.05,Poor,33.7,31.3,64.9,0.48,0.54,0.16,0.15,0.11,0.45
Dominican (IL) Stars,2019-01-26,Defensive,Overall Defense,Transition,0.2,17.4,16.9,0.97,0.52,Good,6.9,5.9,12.9,0.46,0.52,0.14,0.16,0.15,0.45
Dominican (IL) Stars,2019-01-26,Defensive,Overall Defense,Overall Half Court,0.8,71.5,69.8,0.98,0.02,Poor,26.7,25.3,52.1,0.49,0.55,0.16,0.14,0.1,0.46
Dominican (IL) Stars,2019-01-26,Defensive,Overall Defense,Short Shot Clock <4 Seconds,0.03,2.7,2.3,0.84,0.18,Below Average,1.2,0.8,2,0.39,0.43,0.12,0.18,0.18,0.41
Dominican (IL) Stars,2019-01-26,Defensive,Overall Defense,Out of Bounds (End),0.09,6.2,5.9,0.96,0.18,Below Average,2.7,2.3,5.1,0.46,0.52,0.11,0.13,0.12,0.45
Dominican (IL) Stars,2019-01-26,Defensive,Overall Defense,Out of Bounds (Side),0.05,3.4,3.7,1.07,0.05,Poor,1.3,1.2,2.4,0.48,0.55,0.11,0.19,0.15,0.5
Dominican (IL) Stars,2019-01-26,Defensive,Overall Defense,After Time Outs,0.12,8.2,8.7,1.05,0.02,Poor,2.3,2.9,5.3,0.56,0.62,0.19,0.18,0.14,0.53
Dominican (IL) Stars,2019-01-26,Defensive,Overall Defense,Man Defense,0.92,66,63.8,0.97,0.03,Poor,24.8,23,47.8,0.48,0.54,0.16,0.15,0.1,0.45
Dominican (IL) Stars,2019-01-26,Defensive,Overall Defense,Zone Defense,0.08,5.5,6.1,1.1,0.12,Poor,1.9,2.3,4.3,0.55,0.64,0.17,0.09,0.07,0.47
Dominican (IL) Stars,2019-01-26,Defensive,Overall Defense,Press Defense,0.08,5.4,5.5,1.01,0.17,Below Average,1.4,1.7,3.1,0.55,0.66,0.29,0.15,0.06,0.45
Dominican (IL) Stars,2019-01-26,Defensive,Play Types,Spot Up,0.2,17.4,17.2,0.99,0.16,Below Average,8.7,6,14.7,0.41,0.52,0.08,0.1,0.08,0.41
Dominican (IL) Stars,2019-01-26,Defensive,Play Types,Transition,0.2,17.4,16.9,0.97,0.52,Good,6.9,5.9,12.9,0.46,0.52,0.14,0.16,0.15,0.45
Dominican (IL) Stars,2019-01-26,Defensive,Play Types,P&R Ball Handler,0.11,10.2,9.9,0.98,0.04,Poor,3.9,3.9,7.8,0.5,0.54,0.15,0.11,0.09,0.45
Dominican (IL) Stars,2019-01-26,Defensive,Play Types,Cut,0.09,8.1,9.8,1.21,0.17,Below Average,2.1,3.9,6.1,0.65,0.65,0.12,0.19,0.17,0.61
Dominican (IL) Stars,2019-01-26,Defensive,Play Types,Post-Up,0.08,7.5,7.2,0.96,0.16,Below Average,2.4,2.8,5.3,0.54,0.54,0.19,0.15,0.11,0.47
Dominican (IL) Stars,2019-01-26,Defensive,Play Types,Offensive Rebounds (put backs),0.07,6.3,6.5,1.04,0.57,Good,2.2,2.6,4.7,0.54,0.55,0.1,0.2,0.15,0.55
Dominican (IL) Stars,2019-01-26,Defensive,Play Types,Isolation,0.06,5.3,4.5,0.85,0.29,Below Average,2.2,1.6,3.8,0.43,0.46,0.15,0.16,0.11,0.42
Dominican (IL) Stars,2019-01-26,Defensive,Play Types,Off Screen,0.06,5,4.6,0.91,0.43,Average,2.7,1.6,4.2,0.37,0.47,0.08,0.09,0.09,0.39
Dominican (IL) Stars,2019-01-26,Defensive,Play Types,Hand Off,0.03,2.9,3,1.04,0.09,Poor,1.3,1,2.3,0.43,0.51,0.04,0.21,0.17,0.46
Dominican (IL) Stars,2019-01-26,Defensive,Play Types,P&R Roll Man,0.02,2.1,3,1.46,0.01,Poor,0.5,1.1,1.6,0.69,0.85,0.14,0.08,0.08,0.62
Dominican (IL) Stars,2019-01-26,Defensive,Play Types,Miscellaneous,0.08,6.8,4.1,0.6,0.1,Poor,0.7,0.8,1.6,0.54,0.55,0.56,0.22,0.02,0.32
Dominican (IL) Stars,2019-01-26,Defensive,Offense Including Passes,Isolations Including Passes,0.08,7,5.9,0.85,0.43,Average,3.1,2.1,5.2,0.41,0.45,0.13,0.16,0.11,0.41
Dominican (IL) Stars,2019-01-26,Defensive,Offense Including Passes,Pick and Rolls Including Passes,0.18,16.1,17.3,1.08,0.01,Poor,6,6.7,12.7,0.53,0.6,0.14,0.1,0.08,0.48
Dominican (IL) Stars,2019-01-26,Defensive,Offense Including Passes,Post-Ups Including Passes,0.11,10.2,10.4,1.02,0.13,Poor,3.6,4.1,7.7,0.53,0.56,0.14,0.14,0.1,0.48
Dominican (IL) Stars,2019-01-26,Defensive,During Pass Out Situations,ISO - Defense Commits,0.02,1.7,1.4,0.84,0.67,Very Good,0.9,0.5,1.4,0.36,0.42,0.07,0.16,0.13,0.39
Dominican (IL) Stars,2019-01-26,Defensive,During Pass Out Situations,P&R BH - Defense Commits,0.08,7.2,7.6,1.05,0.02,Poor,2.1,2.8,4.9,0.58,0.69,0.24,0.09,0.05,0.46
Dominican (IL) Stars,2019-01-26,Defensive,During Pass Out Situations,Post-Up - Defense Commits,0.03,2.7,3.2,1.21,0.24,Below Average,1.2,1.3,2.4,0.52,0.61,0.02,0.1,0.08,0.52
Dominican (IL) Stars,2019-01-26,Defensive,During Trapping Situations,P&R BH - Traps,0,0.2,0.3,1.25,-,-,0.1,0.1,0.2,0.67,0.83,0.25,0,0,0.5
Dominican (IL) Stars,2019-01-26,Defensive,During Trapping Situations,Post-Up - Hard Double,0.01,1.3,1.6,1.22,0.07,Poor,0.4,0.5,0.9,0.53,0.71,0.17,0.13,0.09,0.48
Dominican (IL) Stars,2019-01-26,Defensive,Shot Attempt - Half Court,Jump Shots,0.46,23.9,25.1,1.05,0.09,Poor,14.4,9.5,23.9,0.4,0.52,0,0.01,0.01,0.4
Dominican (IL) Stars,2019-01-26,Defensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,0.02,0.9,0.6,0.59,0.58,Good,0.7,0.2,0.9,0.24,0.29,0,0,0,0.24
Dominican (IL) Stars,2019-01-26,Defensive,Shot Attempt - Half Court,Runner,0.06,3.1,2.1,0.68,0.64,Good,2.1,1.1,3.1,0.34,0.34,0,0.02,0.02,0.34
Dominican (IL) Stars,2019-01-26,Defensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0,0.2,0.2,1.33,-,-,0.1,0.1,0.2,0.67,0.67,0,0,0,0.67
Dominican (IL) Stars,2019-01-26,Defensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),0.38,19.7,24.9,1.27,0.08,Poor,7.8,11.9,19.7,0.61,0.61,0,0.09,0.09,0.61
Dominican (IL) Stars,2019-01-26,Defensive,Shot Attempt - Half Court,Post-Ups,0.1,5.3,5.9,1.13,0.15,Below Average,2.4,2.8,5.3,0.54,0.54,0,0.05,0.05,0.54
Dominican (IL) Stars,2019-01-26,Defensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0,0.2,0.3,1.67,-,-,0.1,0.1,0.2,0.67,0.67,0,0.33,0.33,0.67
Dominican (IL) Stars,2019-01-26,Defensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dominican (IL) Stars,2019-01-26,Defensive,Catch and Shoot - Half Court,Catch and Shoot,0.26,13.4,14.9,1.12,0.14,Poor,8.3,5.1,13.4,0.38,0.56,0,0,0,0.38
Dominican (IL) Stars,2019-01-26,Defensive,Catch and Shoot - Half Court,Guarded,0.62,8.3,8.8,1.06,0.19,Below Average,5.3,3.1,8.3,0.37,0.53,0,0.01,0.01,0.37
Dominican (IL) Stars,2019-01-26,Defensive,Catch and Shoot - Half Court,Unguarded,0.38,5.1,6.1,1.21,0.19,Below Average,3,2.1,5.1,0.41,0.6,0,0,0,0.41
Dominican (IL) Stars,2019-01-26,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,0.18,9.2,9,0.98,0.03,Poor,5.3,3.9,9.2,0.42,0.49,0,0,0,0.42
Dominican (IL) Stars,2019-01-26,Defensive,Jump Shot Range - half court,Short (<17'),0.24,5.7,4.2,0.74,0.54,Good,3.6,2.1,5.7,0.37,0.37,0,0.01,0.01,0.37
Dominican (IL) Stars,2019-01-26,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),0.14,3.4,2.7,0.79,0.28,Below Average,2.1,1.3,3.4,0.39,0.39,0,0,0,0.39
Dominican (IL) Stars,2019-01-26,Defensive,Jump Shot Range - half court,Long (3 point jump shots),0.62,14.8,18.2,1.23,0.01,Poor,8.8,6.1,14.8,0.41,0.61,0,0,0,0.41
Concordia (WI) Falcons,2019-01-26,Defensive,Overall Defense,Overall,1,85.7,74.9,0.87,0.56,Good,36.4,27.4,63.9,0.43,0.5,0.17,0.11,0.08,0.4
Concordia (WI) Falcons,2019-01-26,Defensive,Overall Defense,Transition,0.19,16.1,17.3,1.08,0.12,Poor,5.6,6.8,12.4,0.55,0.61,0.14,0.11,0.1,0.5
Concordia (WI) Falcons,2019-01-26,Defensive,Overall Defense,Overall Half Court,0.81,69.6,57.6,0.83,0.71,Very Good,30.8,20.6,51.4,0.4,0.47,0.17,0.11,0.07,0.37
Concordia (WI) Falcons,2019-01-26,Defensive,Overall Defense,Short Shot Clock <4 Seconds,0.02,1.7,1.1,0.67,0.58,Good,1.1,0.4,1.5,0.25,0.31,0.04,0.07,0.04,0.3
Concordia (WI) Falcons,2019-01-26,Defensive,Overall Defense,Out of Bounds (End),0.07,4.9,3.3,0.68,0.9,Excellent,2.6,1.3,3.9,0.34,0.41,0.18,0.04,0.01,0.28
Concordia (WI) Falcons,2019-01-26,Defensive,Overall Defense,Out of Bounds (Side),0.06,3.8,2.3,0.59,0.91,Excellent,2.3,0.9,3.2,0.28,0.31,0.15,0.07,0.07,0.25
Concordia (WI) Falcons,2019-01-26,Defensive,Overall Defense,After Time Outs,0.12,8.1,6.3,0.78,0.77,Very Good,4.1,2.3,6.4,0.35,0.42,0.13,0.1,0.08,0.35
Concordia (WI) Falcons,2019-01-26,Defensive,Overall Defense,Man Defense,0.93,64.6,54.1,0.84,0.61,Good,28.3,19.4,47.7,0.41,0.48,0.17,0.11,0.07,0.37
Concordia (WI) Falcons,2019-01-26,Defensive,Overall Defense,Zone Defense,0.07,5,3.5,0.7,0.95,Excellent,2.5,1.3,3.8,0.33,0.38,0.15,0.1,0.06,0.31
Concordia (WI) Falcons,2019-01-26,Defensive,Overall Defense,Press Defense,0.04,2.9,2.7,0.94,0.26,Below Average,0.4,0.8,1.2,0.63,0.71,0.33,0.26,0.11,0.44
Concordia (WI) Falcons,2019-01-26,Defensive,Play Types,Spot Up,0.3,25.9,23,0.89,0.61,Good,14.7,7.8,22.4,0.35,0.47,0.09,0.05,0.04,0.35
Concordia (WI) Falcons,2019-01-26,Defensive,Play Types,Transition,0.19,16.1,17.3,1.08,0.12,Poor,5.6,6.8,12.4,0.55,0.61,0.14,0.11,0.1,0.5
Concordia (WI) Falcons,2019-01-26,Defensive,Play Types,Cut,0.09,8.1,9,1.12,0.41,Average,2.9,3.7,6.6,0.56,0.56,0.05,0.18,0.17,0.57
Concordia (WI) Falcons,2019-01-26,Defensive,Play Types,Isolation,0.09,7.4,5.6,0.75,0.62,Good,3.8,2.1,5.8,0.36,0.39,0.13,0.13,0.1,0.35
Concordia (WI) Falcons,2019-01-26,Defensive,Play Types,P&R Ball Handler,0.08,6.4,5.2,0.81,0.36,Average,2.5,1.7,4.2,0.4,0.46,0.23,0.15,0.09,0.36
Concordia (WI) Falcons,2019-01-26,Defensive,Play Types,Offensive Rebounds (put backs),0.06,5,4.9,0.98,0.74,Very Good,1.6,2.1,3.7,0.56,0.56,0.11,0.18,0.14,0.51
Concordia (WI) Falcons,2019-01-26,Defensive,Play Types,Post-Up,0.05,4.1,3,0.73,0.85,Excellent,1.6,1.3,2.9,0.44,0.44,0.24,0.09,0.06,0.36
Concordia (WI) Falcons,2019-01-26,Defensive,Play Types,Hand Off,0.03,2.3,1.9,0.86,0.37,Average,1.2,0.8,2,0.41,0.48,0.11,0,0,0.36
Concordia (WI) Falcons,2019-01-26,Defensive,Play Types,Off Screen,0.02,1.9,1.3,0.7,0.87,Excellent,1.3,0.5,1.8,0.28,0.36,0.03,0,0,0.27
Concordia (WI) Falcons,2019-01-26,Defensive,Play Types,P&R Roll Man,0.02,1.4,1.4,0.96,0.52,Good,0.5,0.4,0.9,0.47,0.57,0.22,0.13,0.13,0.44
Concordia (WI) Falcons,2019-01-26,Defensive,Play Types,Miscellaneous,0.08,7.1,2.3,0.33,0.93,Excellent,0.8,0.4,1.1,0.33,0.33,0.67,0.18,0,0.18
Concordia (WI) Falcons,2019-01-26,Defensive,Offense Including Passes,Isolations Including Passes,0.13,11.3,9.9,0.88,0.34,Average,5.7,3.6,9.3,0.39,0.46,0.09,0.12,0.1,0.39
Concordia (WI) Falcons,2019-01-26,Defensive,Offense Including Passes,Pick and Rolls Including Passes,0.16,13.4,11.5,0.86,0.46,Average,5.9,3.9,9.9,0.4,0.48,0.18,0.11,0.08,0.37
Concordia (WI) Falcons,2019-01-26,Defensive,Offense Including Passes,Post-Ups Including Passes,0.07,6.3,5.3,0.84,0.66,Very Good,2.5,2.1,4.6,0.45,0.49,0.19,0.11,0.08,0.42
Concordia (WI) Falcons,2019-01-26,Defensive,During Pass Out Situations,ISO - Defense Commits,0.05,3.9,4.4,1.13,0.23,Below Average,1.9,1.5,3.4,0.44,0.58,0.03,0.11,0.1,0.47
Concordia (WI) Falcons,2019-01-26,Defensive,During Pass Out Situations,P&R BH - Defense Commits,0.1,8.3,6.4,0.78,0.61,Good,3.4,2.3,5.7,0.4,0.5,0.25,0.07,0.06,0.33
Concordia (WI) Falcons,2019-01-26,Defensive,During Pass Out Situations,Post-Up - Defense Commits,0.03,2.2,2.3,1.06,0.47,Average,0.9,0.8,1.7,0.48,0.57,0.09,0.14,0.11,0.51
Concordia (WI) Falcons,2019-01-26,Defensive,During Trapping Situations,P&R BH - Traps,0,0.3,0,0,-,-,0.1,0,0.1,0,0,0.5,0,0,0
Concordia (WI) Falcons,2019-01-26,Defensive,During Trapping Situations,Post-Up - Hard Double,0.02,1.8,1.4,0.79,0.55,Good,0.7,0.5,1.2,0.42,0.47,0.21,0.14,0.14,0.39
Concordia (WI) Falcons,2019-01-26,Defensive,Shot Attempt - Half Court,Jump Shots,0.56,28.6,25.7,0.9,0.72,Very Good,19.3,9.3,28.6,0.33,0.45,0,0,0,0.33
Concordia (WI) Falcons,2019-01-26,Defensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,0.02,1.2,0.6,0.47,0.79,Very Good,1,0.2,1.2,0.16,0.24,0,0,0,0.16
Concordia (WI) Falcons,2019-01-26,Defensive,Shot Attempt - Half Court,Runner,0.04,2.2,1.9,0.86,0.21,Below Average,1.3,0.9,2.2,0.43,0.43,0,0.03,0.03,0.43
Concordia (WI) Falcons,2019-01-26,Defensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0,0.2,0.1,0.67,-,-,0.1,0.1,0.2,0.33,0.33,0,0,0,0.33
Concordia (WI) Falcons,2019-01-26,Defensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),0.35,17.8,18.9,1.06,0.71,Very Good,8.7,9.1,17.8,0.51,0.51,0,0.05,0.05,0.51
Concordia (WI) Falcons,2019-01-26,Defensive,Shot Attempt - Half Court,Post-Ups,0.06,2.9,2.6,0.89,0.75,Very Good,1.6,1.3,2.9,0.44,0.44,0,0.04,0.04,0.44
Concordia (WI) Falcons,2019-01-26,Defensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Concordia (WI) Falcons,2019-01-26,Defensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Concordia (WI) Falcons,2019-01-26,Defensive,Catch and Shoot - Half Court,Catch and Shoot,0.39,19.9,19.3,0.97,0.68,Very Good,13.2,6.7,19.9,0.34,0.49,0,0,0,0.34
Concordia (WI) Falcons,2019-01-26,Defensive,Catch and Shoot - Half Court,Guarded,0.58,11.4,10.4,0.91,0.65,Very Good,7.9,3.6,11.4,0.31,0.45,0,0.01,0.01,0.31
Concordia (WI) Falcons,2019-01-26,Defensive,Catch and Shoot - Half Court,Unguarded,0.43,8.4,8.9,1.06,0.62,Good,5.3,3.1,8.4,0.37,0.53,0,0,0,0.37
Concordia (WI) Falcons,2019-01-26,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,0.13,6.5,4.4,0.68,0.82,Very Good,4.6,1.9,6.5,0.3,0.34,0,0,0,0.3
Concordia (WI) Falcons,2019-01-26,Defensive,Jump Shot Range - half court,Short (<17'),0.11,3.1,2.1,0.68,0.7,Very Good,2.1,1.1,3.1,0.34,0.34,0,0,0,0.34
Concordia (WI) Falcons,2019-01-26,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),0.13,3.6,2.4,0.66,0.62,Good,2.4,1.2,3.6,0.33,0.33,0,0,0,0.33
Concordia (WI) Falcons,2019-01-26,Defensive,Jump Shot Range - half court,Long (3 point jump shots),0.76,21.8,21.2,0.97,0.69,Very Good,14.8,7.1,21.8,0.32,0.49,0,0,0,0.32
Edgewood College (WI) Eagles,2019-01-26,Offensive,Overall Offense,Overall,1,78.2,73,0.93,0.79,Very Good,31.3,25.4,56.6,0.45,0.51,0.16,0.14,0.09,0.43
Edgewood College (WI) Eagles,2019-01-26,Offensive,Overall Offense,Transition,0.08,6.4,7.3,1.14,0.95,Excellent,2,2.1,4.1,0.51,0.63,0.17,0.24,0.19,0.51
Edgewood College (WI) Eagles,2019-01-26,Offensive,Overall Offense,Overall Half Court,0.92,71.8,65.7,0.92,0.8,Very Good,29.3,23.3,52.5,0.44,0.5,0.16,0.13,0.08,0.42
Edgewood College (WI) Eagles,2019-01-26,Offensive,Overall Offense,Short Shot Clock <4 Seconds,0.04,3.1,2.7,0.86,0.86,Excellent,1.4,0.9,2.3,0.39,0.49,0.19,0.07,0.07,0.36
Edgewood College (WI) Eagles,2019-01-26,Offensive,Overall Offense,Out of Bounds (End),0.07,5.2,4.5,0.87,0.62,Good,2.3,1.8,4.1,0.44,0.49,0.14,0.1,0.07,0.39
Edgewood College (WI) Eagles,2019-01-26,Offensive,Overall Offense,Out of Bounds (Side),0.04,2.6,2.2,0.84,0.61,Good,1.3,0.8,2.2,0.39,0.45,0.12,0.06,0.06,0.38
Edgewood College (WI) Eagles,2019-01-26,Offensive,Overall Offense,After Time Outs,0.11,7.7,6.9,0.89,0.66,Very Good,3.5,2.6,6.2,0.43,0.48,0.14,0.08,0.06,0.4
Edgewood College (WI) Eagles,2019-01-26,Offensive,Overall Offense,Against Man,0.99,70.8,63.8,0.9,0.76,Very Good,29.1,22.6,51.6,0.44,0.5,0.16,0.13,0.08,0.42
Edgewood College (WI) Eagles,2019-01-26,Offensive,Overall Offense,Against Zone,0.01,1,1.9,1.9,1,Excellent,0.2,0.7,0.9,0.77,0.97,0,0.16,0.11,0.79
Edgewood College (WI) Eagles,2019-01-26,Offensive,Overall Offense,Press Offense,0.05,3.7,3.5,0.94,0.79,Very Good,1.3,0.7,2,0.37,0.45,0.17,0.31,0.1,0.47
Edgewood College (WI) Eagles,2019-01-26,Offensive,Play Types,Spot Up,0.29,22.9,21.4,0.94,0.63,Good,12.2,7.6,19.8,0.39,0.5,0.08,0.06,0.04,0.38
Edgewood College (WI) Eagles,2019-01-26,Offensive,Play Types,P&R Ball Handler,0.14,11.1,9.4,0.85,0.8,Very Good,3.8,3.1,6.9,0.44,0.49,0.23,0.18,0.13,0.41
Edgewood College (WI) Eagles,2019-01-26,Offensive,Play Types,Cut,0.1,7.9,8.9,1.13,0.68,Very Good,2.8,3.9,6.8,0.58,0.58,0.08,0.11,0.11,0.55
Edgewood College (WI) Eagles,2019-01-26,Offensive,Play Types,Post-Up,0.09,6.9,4.6,0.67,0.15,Below Average,3.1,1.9,5,0.38,0.38,0.2,0.08,0.05,0.34
Edgewood College (WI) Eagles,2019-01-26,Offensive,Play Types,Transition,0.08,6.4,7.3,1.14,0.95,Excellent,2,2.1,4.1,0.51,0.63,0.17,0.24,0.19,0.51
Edgewood College (WI) Eagles,2019-01-26,Offensive,Play Types,Isolation,0.06,4.7,4.9,1.05,0.98,Excellent,1.7,1.4,3.1,0.45,0.49,0.14,0.27,0.18,0.51
Edgewood College (WI) Eagles,2019-01-26,Offensive,Play Types,P&R Roll Man,0.05,4.1,4.1,1.01,0.63,Good,1.9,1.8,3.7,0.49,0.55,0.08,0.05,0.05,0.44
Edgewood College (WI) Eagles,2019-01-26,Offensive,Play Types,Off Screen,0.04,3.3,2.8,0.86,0.46,Average,1.7,0.9,2.6,0.36,0.42,0.08,0.16,0.1,0.4
Edgewood College (WI) Eagles,2019-01-26,Offensive,Play Types,Offensive Rebounds (put backs),0.04,2.8,3.5,1.22,0.9,Excellent,0.6,1.4,2,0.71,0.71,0.15,0.17,0.11,0.63
Edgewood College (WI) Eagles,2019-01-26,Offensive,Play Types,Hand Off,0.03,2.3,2.1,0.93,0.74,Very Good,1.2,0.7,1.9,0.39,0.49,0.09,0.09,0.09,0.4
Edgewood College (WI) Eagles,2019-01-26,Offensive,Play Types,Miscellaneous,0.08,5.9,3.9,0.67,0.93,Excellent,0.3,0.5,0.8,0.6,0.6,0.53,0.34,0.02,0.38
Edgewood College (WI) Eagles,2019-01-26,Offensive,Offense Including Passes,Isolations Including Passes,0.1,7.7,7.5,0.97,0.89,Excellent,3.5,2.4,5.9,0.41,0.46,0.1,0.17,0.12,0.45
Edgewood College (WI) Eagles,2019-01-26,Offensive,Offense Including Passes,Pick and Rolls Including Passes,0.3,23.6,22.1,0.94,0.84,Excellent,9.8,7.8,17.6,0.45,0.52,0.16,0.13,0.1,0.42
Edgewood College (WI) Eagles,2019-01-26,Offensive,Offense Including Passes,Post-Ups Including Passes,0.13,10.1,8.4,0.83,0.4,Average,4.5,3.4,7.9,0.43,0.47,0.15,0.08,0.04,0.39
Edgewood College (WI) Eagles,2019-01-26,Offensive,During Pass Out Situations,ISO - Defense Commits,0.04,3.1,2.6,0.85,0.34,Average,1.8,1.1,2.8,0.37,0.44,0.05,0.02,0.02,0.36
Edgewood College (WI) Eagles,2019-01-26,Offensive,During Pass Out Situations,P&R BH - Defense Commits,0.19,14.9,13,0.87,0.71,Very Good,5.9,4.8,10.7,0.45,0.54,0.23,0.08,0.06,0.37
Edgewood College (WI) Eagles,2019-01-26,Offensive,During Pass Out Situations,Post-Up - Defense Commits,0.04,3.2,3.7,1.16,0.75,Very Good,1.4,1.5,2.9,0.51,0.62,0.05,0.08,0.03,0.48
Edgewood College (WI) Eagles,2019-01-26,Offensive,During Trapping Situations,P&R BH - Traps,0.01,1,1.1,1.05,0.76,Very Good,0.4,0.3,0.7,0.43,0.57,0.16,0.11,0.05,0.42
Edgewood College (WI) Eagles,2019-01-26,Offensive,During Trapping Situations,Post-Up - Hard Double,0.02,1.6,1.7,1.03,0.83,Excellent,0.6,0.7,1.3,0.52,0.64,0.13,0.07,0,0.42
Edgewood College (WI) Eagles,2019-01-26,Offensive,Shot Attempt - Half Court,Jump Shots,0.51,26.8,25.9,0.97,0.63,Good,17.1,9.8,26.8,0.37,0.48,0,0,0,0.37
Edgewood College (WI) Eagles,2019-01-26,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,0.04,1.8,1.5,0.83,0.77,Very Good,1.3,0.5,1.8,0.29,0.41,0,0,0,0.29
Edgewood College (WI) Eagles,2019-01-26,Offensive,Shot Attempt - Half Court,Runner,0.03,1.7,1.6,0.94,0.88,Excellent,1,0.7,1.7,0.42,0.42,0,0.09,0.09,0.42
Edgewood College (WI) Eagles,2019-01-26,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0,0.1,0.1,2,-,-,0,0.1,0.1,1,1,0,0,0,1
Edgewood College (WI) Eagles,2019-01-26,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),0.36,18.9,22.7,1.2,0.84,Excellent,8.1,10.8,18.9,0.57,0.57,0,0.07,0.07,0.57
Edgewood College (WI) Eagles,2019-01-26,Offensive,Shot Attempt - Half Court,Post-Ups,0.1,5,3.8,0.76,0.16,Below Average,3.1,1.9,5,0.38,0.38,0,0,0,0.38
Edgewood College (WI) Eagles,2019-01-26,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Edgewood College (WI) Eagles,2019-01-26,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Edgewood College (WI) Eagles,2019-01-26,Offensive,Catch and Shoot - Half Court,Catch and Shoot,0.39,20.5,20.1,0.98,0.4,Average,13,7.5,20.5,0.37,0.49,0,0,0,0.37
Edgewood College (WI) Eagles,2019-01-26,Offensive,Catch and Shoot - Half Court,Guarded,0.48,9.8,8.5,0.87,0.26,Below Average,6.5,3.3,9.8,0.34,0.43,0,0,0,0.34
Edgewood College (WI) Eagles,2019-01-26,Offensive,Catch and Shoot - Half Court,Unguarded,0.52,10.7,11.6,1.09,0.48,Average,6.5,4.2,10.7,0.39,0.54,0,0,0,0.39
Edgewood College (WI) Eagles,2019-01-26,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,0.09,4.5,4.3,0.97,0.94,Excellent,2.7,1.8,4.5,0.4,0.48,0,0,0,0.4
Edgewood College (WI) Eagles,2019-01-26,Offensive,Jump Shot Range - half court,Short (<17'),0.1,2.7,2.1,0.77,0.58,Good,1.7,1.1,2.7,0.39,0.39,0,0,0,0.39
