Game_ID,Score_Dif,Session_num,Time
20,2,1,19.7
20,0,1,18.9
20,2,1,18.65
20,0,1,18.15
20,3,1,17.866666666666667
20,1,1,17.633333333333333
20,3,1,16.9
20,6,1,16.266666666666666
20,8,1,14.566666666666666
20,6,1,13.533333333333333
20,4,1,12.416666666666666
20,2,1,12.033333333333333
20,0,1,11.566666666666666
20,2,1,10.716666666666667
20,0,1,10.45
20,2,1,8.166666666666666
20,2,1,7.283333333333333
20,-1,1,6.55
20,-3,1,5.85
20,-1,1,5.5
20,-3,1,5.05
20,-1,1,4.666666666666667
20,-2,1,3.8166666666666664
20,1,1,3.6166666666666667
20,3,1,3.1666666666666665
20,1,1,2.8333333333333335
20,-2,1,1.25
20,0,1,0.48333333333333334
20,5,1,0.06666666666666667
20,7,2,18.833333333333332
20,5,2,18.466666666666665
20,3,2,17.016666666666666
20,6,2,16.666666666666668
20,3,2,16.366666666666667
20,2,2,15.816666666666666
20,4,2,15.483333333333333
20,6,2,14.966666666666667
20,5,2,13.5
20,6,2,13.216666666666667
20,8,2,12.716666666666667
20,6,2,10.733333333333333
20,4,2,9.833333333333334
20,2,2,9.266666666666667
20,0,2,8.083333333333334
20,2,2,7.8
20,0,2,7.55
20,-2,2,7.15
20,-3,2,6.533333333333333
20,-6,2,6.133333333333334
20,-4,2,5.883333333333333
20,-5,2,5.616666666666667
20,-3,2,5.35
20,-5,2,4.933333333333334
20,-3,2,3.9166666666666665
20,-5,2,3.6833333333333336
20,-3,2,3.4
20,-1,2,2.9
20,2,2,1.9
20,3,2,0.7666666666666667
20,5,2,0.38333333333333336
20,6,2,0.18333333333333332
20,3,2,0.08333333333333333
20,5,2,0.03333333333333333
