Ast,Block,DefReb,FGA,FGM,FGm,FTA,FTM,FTm,Foul,From,Game_ID,Lineup_ID,Lineup_Players,Lineup_Score,Min,OffReb,Oppo_Ast,Oppo_Block,Oppo_DefReb,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_FTA,Oppo_FTM,Oppo_FTm,Oppo_Foul,Oppo_OffReb,Oppo_Score,Oppo_Stl,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_TtlReb,Oppo_Turnover,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,PlusMinus,Stl,Three_FGA,Three_FGM,Three_FGm,To,TtlReb,Turnover,Two_FGA,Two_FGM,Two_FGm,session_number,Team_ID
2,0,3,7,3,4,0,0,0,2,20.0,11,14,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",7,4.449999999999998,1,0,1,1,3,1,2,4,2,2,4,0,4,1,2,0,2,1,2,1,1,0,3,0,2,1,1,15.55,4,2,5,2,3,2,12
0,0,1,1,0,1,0,0,0,0,15.55,11,15,"Capriest Gardner,Jake Bruns,Max Hisatake,Milos Dugalic,Otis Reale",0,0.8166666666666682,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,14.733333333333333,1,1,1,0,1,2,12
0,0,0,3,1,2,0,0,0,1,14.733333333333333,11,16,"Capriest Gardner,Jake Bruns,Max Hisatake,Milos Dugalic,Zach Parduhn",2,0.8499999999999996,2,0,0,1,1,1,0,1,0,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,13.883333333333333,2,0,3,1,2,2,12
0,0,0,3,1,2,0,0,0,1,13.883333333333333,11,17,"Calvin Schmitz,Capriest Gardner,Jake Bruns,Jake Digiorgio,Zach Parduhn",2,1.75,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,12.133333333333333,1,0,2,1,1,2,12
0,0,0,1,0,1,0,0,0,0,12.133333333333333,11,18,"Ahmad Muhammad,Calvin Schmitz,Capriest Gardner,Jake Digiorgio,Otis Reale",0,0.6666666666666661,0,1,1,0,1,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,-3,0,0,0,0,11.466666666666667,0,0,1,0,1,2,12
0,1,1,2,1,1,2,2,0,2,11.466666666666667,11,19,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",4,2.0500000000000007,1,0,0,0,4,1,3,2,2,0,1,2,4,0,0,0,0,2,0,4,1,3,0,0,0,0,0,9.416666666666666,2,1,2,1,1,2,12
2,0,1,3,2,1,0,0,0,0,9.416666666666666,11,20,"Ahmad Muhammad,Jake Digiorgio,Kohl Linder,Otis Reale,Parker Joncus",5,2.499999999999999,0,2,0,0,5,3,2,0,0,0,0,1,8,0,3,2,1,1,0,2,1,1,-3,0,2,1,1,6.916666666666668,1,0,1,1,0,2,12
0,0,1,2,0,2,0,0,0,0,6.916666666666668,11,21,"Ahmad Muhammad,Capriest Gardner,Jake Digiorgio,Otis Reale,Parker Joncus",0,1.066666666666667,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,5.85,1,0,2,0,2,2,12
0,1,2,3,1,2,0,0,0,1,5.85,11,22,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",2,2.5666666666666664,0,1,0,2,4,1,3,2,2,0,0,1,5,0,1,1,0,3,0,3,0,3,-3,0,1,0,1,3.283333333333333,2,0,2,1,1,2,12
0,0,0,0,0,0,0,0,0,1,3.283333333333333,11,23,"Ahmad Muhammad,Capriest Gardner,Jake Digiorgio,Otis Reale,Parker Joncus",0,0.4333333333333331,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,-1,1,0,0,0,2.85,0,0,0,0,0,2,12
0,0,2,4,1,3,0,0,0,1,2.85,11,24,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",2,2.85,2,1,0,0,2,1,1,1,0,1,1,0,3,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0.0,4,2,3,1,2,2,12
2,0,1,6,3,3,6,4,2,0,5.0,11,25,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",10,3.9333333333333336,3,0,0,2,4,3,1,0,0,0,3,0,6,0,0,0,0,2,1,4,3,1,4,0,0,0,0,1.0666666666666669,4,0,6,3,3,3,12
0,0,0,0,0,0,0,0,0,0,1.0666666666666669,11,26,"Ahmad Muhammad,Capriest Gardner,Jake Digiorgio,Otis Reale,Parker Joncus",0,0.16666666666666666,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,-2,0,0,0,0,0.9,0,0,0,0,0,3,12
0,0,0,1,0,1,0,0,0,0,0.9,11,27,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",0,0.9,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,3,12
2,0,2,8,2,6,0,0,0,2,20.0,11,1,"Gabe Wear,Jake Gebert,Jason Palesse,Matthew Kirmse,Travis Ballard",5,4.783333333333333,1,3,0,5,6,4,2,4,3,1,0,0,11,1,1,0,1,5,0,5,4,1,-6,0,5,1,4,15.216666666666667,3,1,3,1,2,1,1
1,0,1,2,2,0,0,0,0,0,15.216666666666667,11,2,"Bailey Mcdaniel,Dylan Hamlin,Josh Herzog,Michael Pitrof,Sammy Linn",4,2.0166666666666675,0,1,0,0,3,2,1,0,0,0,1,0,4,1,0,0,0,0,1,3,2,1,0,0,0,0,0,13.2,1,2,2,2,0,1,1
0,0,2,3,2,1,0,0,0,1,13.2,11,3,"Anthony Bartman,Bailey Mcdaniel,Josh Herzog,Michael Pitrof,Sammy Linn",4,1.6166666666666654,0,0,0,1,3,1,2,0,0,0,0,0,2,0,0,0,0,1,0,3,1,2,2,0,1,0,1,11.583333333333336,2,1,2,2,0,1,1
0,0,0,1,0,1,0,0,0,0,11.583333333333336,11,4,"Gabe Wear,Jake Gebert,Jason Palesse,Matthew Kirmse,Travis Ballard",0,1.916666666666668,0,1,0,1,3,2,1,0,0,0,0,0,4,0,1,0,1,1,0,2,2,0,-4,0,0,0,0,9.666666666666666,0,1,1,0,1,1,1
0,0,1,1,1,0,0,0,0,0,9.666666666666666,11,5,"Gabe Wear,Jason Palesse,Matthew Kirmse,Ty Miklowski,Zach Krysztopik",2,0.4499999999999993,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,9.216666666666667,1,0,1,1,0,1,1
1,0,0,3,1,2,2,1,1,1,9.216666666666667,11,6,"Gabe Wear,Jake Gebert,Jason Palesse,Matthew Kirmse,Ty Miklowski",3,2.1166666666666667,0,2,0,1,2,2,0,0,0,0,1,0,6,0,2,2,0,1,1,0,0,0,-3,1,0,0,0,7.1,0,0,3,1,2,1,1
0,0,0,0,0,0,0,0,0,0,7.1,11,7,"Josh Herzog,Matthew Kirmse,Michael Pitrof,Sammy Linn,Ty Miklowski",0,0.5666666666666664,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,-2,0,0,0,0,6.533333333333332,0,0,0,0,0,1,1
0,0,3,3,2,1,0,0,0,1,6.533333333333332,11,8,"Dylan Hamlin,Josh Herzog,Matthew Kirmse,Michael Pitrof,Sammy Linn",4,2.0,1,0,0,0,4,0,4,0,0,0,0,1,0,0,1,0,1,1,0,3,0,3,4,0,0,0,0,4.533333333333333,4,2,3,2,1,1,1
0,0,2,2,1,1,0,0,0,0,4.533333333333333,11,9,"Dylan Hamlin,Jason Palesse,Josh Herzog,Michael Pitrof,Sammy Linn",2,1.5166666666666666,0,0,0,1,2,0,2,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,2,0,0,0,0,3.0166666666666666,2,0,2,1,1,1,1
1,0,0,1,1,0,0,0,0,0,3.0166666666666666,11,10,"Jason Palesse,Josh Herzog,Matthew Kirmse,Sammy Linn,Travis Ballard",2,1.0833333333333333,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.9333333333333331,0,1,1,1,0,1,1
1,0,0,2,1,1,0,0,0,0,1.9333333333333331,11,11,"Gabe Wear,Jason Palesse,Josh Herzog,Matthew Kirmse,Travis Ballard",2,1.9333333333333331,0,0,1,1,4,2,2,0,0,0,1,0,5,0,2,1,1,1,0,2,1,1,0,0,0,0,0,0.0,0,0,2,1,1,1,1
0,0,0,0,0,0,0,0,0,0,20.0,11,12,"Gabe Wear,Jake Gebert,Jason Palesse,Matthew Kirmse,Travis Ballard",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,2,1
0,0,0,2,0,2,2,0,2,2,20.0,11,13,"Gabe Wear,Jake Gebert,Jason Palesse,Matthew Kirmse,Ty Miklowski",0,2.4333333333333336,0,2,0,3,2,2,0,0,0,0,1,0,5,0,1,1,0,3,2,1,1,0,-5,1,2,0,2,17.566666666666666,0,1,0,0,0,2,1
0,0,0,1,1,0,0,0,0,0,17.566666666666666,11,14,"Dylan Hamlin,Josh Herzog,Matthew Kirmse,Michael Pitrof,Sammy Linn",2,1.0666666666666664,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,16.5,0,0,1,1,0,2,1
0,1,2,1,0,1,2,2,0,2,16.5,11,15,"Bailey Mcdaniel,Dylan Hamlin,Josh Herzog,Michael Pitrof,Sammy Linn",2,1.7666666666666675,0,0,0,1,4,1,3,0,0,0,1,1,2,1,0,0,0,2,1,4,1,3,0,0,0,0,0,14.733333333333333,2,2,1,0,1,2,1
0,0,0,1,1,0,1,0,1,0,14.733333333333333,11,16,"Dylan Hamlin,Josh Herzog,Matthew Kirmse,Michael Pitrof,Sammy Linn",2,0.8499999999999996,0,0,0,1,3,1,2,0,0,0,1,2,2,0,0,0,0,3,0,3,1,2,0,0,0,0,0,13.883333333333333,0,0,1,1,0,2,1
0,0,1,1,1,0,0,0,0,0,13.883333333333333,11,17,"Anthony Bartman,Josh Herzog,Matthew Kirmse,Michael Pitrof,Sammy Linn",2,1.75,0,0,0,0,3,1,2,0,0,0,1,1,2,0,1,0,1,1,0,2,1,1,0,0,0,0,0,12.133333333333333,1,0,1,1,0,2,1
1,1,0,2,2,0,0,0,0,1,12.133333333333333,11,18,"Anthony Bartman,Gabe Wear,Josh Herzog,Matthew Kirmse,Michael Pitrof",5,1.3666666666666654,0,0,0,0,2,0,2,2,2,0,0,1,2,0,0,0,0,1,0,2,0,2,3,0,1,1,0,10.766666666666667,0,0,1,1,0,2,1
0,0,0,3,0,3,2,2,0,0,10.766666666666667,11,19,"Anthony Bartman,Gabe Wear,Jason Palesse,Matthew Kirmse,Michael Pitrof",2,1.3500000000000014,2,0,1,1,1,1,0,0,0,0,2,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,9.416666666666666,2,0,3,0,3,2,1
2,0,2,6,3,3,0,0,0,0,9.416666666666666,11,20,"Dylan Hamlin,Gabe Wear,Jake Gebert,Jason Palesse,Michael Pitrof",8,3.5666666666666664,1,2,0,2,5,2,3,0,0,0,0,0,5,0,2,1,1,2,0,3,1,2,3,0,3,2,1,5.85,3,0,3,1,2,2,1
1,0,2,4,1,3,2,2,0,0,5.85,11,21,"Gabe Wear,Jason Palesse,Josh Herzog,Matthew Kirmse,Ty Miklowski",5,2.5666666666666664,1,0,1,2,3,1,2,0,0,0,1,0,2,0,1,0,1,2,0,2,1,1,3,0,1,1,0,3.283333333333333,3,0,3,0,3,2,1
0,0,0,0,0,0,2,1,1,0,3.283333333333333,11,22,"Josh Herzog,Matthew Kirmse,Michael Pitrof,Sammy Linn,Ty Miklowski",1,0.4333333333333331,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2.85,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,2.85,11,23,"Jason Palesse,Josh Herzog,Michael Pitrof,Sammy Linn,Ty Miklowski",0,0.6000000000000001,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2.25,0,0,0,0,0,2,1
0,0,0,1,0,1,0,0,0,0,2.25,11,24,"Jason Palesse,Josh Herzog,Matthew Kirmse,Sammy Linn,Ty Miklowski",0,1.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,1.2,0,0,0,0,0,2,1
1,0,0,1,1,0,1,0,1,1,1.2,11,25,"Gabe Wear,Jason Palesse,Josh Herzog,Matthew Kirmse,Ty Miklowski",3,1.2,0,0,0,1,3,1,2,0,0,0,1,1,2,0,1,0,1,2,0,2,1,1,0,0,1,1,0,0.0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,5.0,11,26,"Gabe Wear,Jake Gebert,Jason Palesse,Matthew Kirmse,Travis Ballard",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,3,1
0,0,2,4,3,1,0,0,0,2,5.0,11,27,"Dylan Hamlin,Gabe Wear,Jason Palesse,Matthew Kirmse,Michael Pitrof",6,3.3666666666666667,0,2,0,1,5,3,2,4,2,2,0,2,8,0,0,0,0,3,0,5,3,2,-2,0,0,0,0,1.6333333333333333,2,1,4,3,1,3,1
0,0,0,0,0,0,0,0,0,1,1.6333333333333333,11,28,"Gabe Wear,Jason Palesse,Josh Herzog,Michael Pitrof,Ty Miklowski",0,0.5666666666666667,0,0,0,0,1,0,1,2,2,0,0,1,2,0,0,0,0,1,0,1,0,1,-2,0,0,0,0,1.0666666666666669,0,0,0,0,0,3,1
0,0,0,1,1,0,0,0,0,0,1.0666666666666669,11,29,"Jason Palesse,Josh Herzog,Matthew Kirmse,Michael Pitrof,Travis Ballard",2,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.9,0,0,1,1,0,3,1
0,0,1,1,0,1,0,0,0,0,0.9,11,30,"Gabe Wear,Jason Palesse,Matthew Kirmse,Michael Pitrof,Ty Miklowski",0,0.9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.0,2,0,0,0,0,3,1
