Team_Name,Player_Name,GP,Min,SST,SSTexPts,Pts,Ast,TO,Ast_Turnover_Ratio,Stl,StlPos,Blk,TtlReb,OffReb,DefReb,FGA,FG_Made,FG_miss,FG,adjusted_FG,Two_FGA,Two_FG_Made,Two_FG_miss,Two_FG,Three_FGA,Three_FG_Made,Three_FG_miss,Three_FG,FTA,FT_Made,FT_miss,FT,AndOne,PFTkn,PFCom,Uploaded_Date
Concordia (WI) Falcons,Andrew Fratzke,17,29.6,1.28,0.44,13.7,2.4,2.5,0.98,1.1,1.3,1.4,6.1,2.1,4,8.1,5.8,2.4,71%,71.4%,8.1,5.7,2.4,70.8%,0.1,0.1,0,100%,3,2.1,0.9,70.6%,0.3,2.4,2,2019-01-30
Concordia (WI) Falcons,Jordan Johnson,17,30.2,1.23,0.31,13.9,1.9,2.2,0.87,0.7,1.2,0.4,6.8,0.8,5.9,10.7,4.5,6.2,42.3%,46.7%,6.9,3.6,3.4,51.7%,3.8,0.9,2.8,25%,4.6,3.9,0.6,85.9%,0.2,3.3,1.8,2019-01-30
Concordia (WI) Falcons,Jacob Lord,13,3.5,0.61,0.39,0.6,0.2,0.2,1,0.4,0,0,0.5,0.1,0.5,0.5,0.2,0.2,50%,66.7%,0.2,0.1,0.1,50%,0.3,0.2,0.2,50%,0,0,0,-,0,0,0.5,2019-01-30
Concordia (WI) Falcons,Josh Hau,17,24.3,1.16,0.18,14.4,1.1,2,0.53,0.8,0.9,0,3.8,0.8,3,10,5.1,4.9,50.6%,61.8%,4.9,2.8,2.1,57.8%,5.1,2.2,2.9,43.7%,2.6,2,0.6,75.6%,0.4,2.3,2,2019-01-30
Lakeland (WI) Muskies,Deonte Carlton,16,8.2,0.85,0.44,2.4,0.8,0.8,1,0.3,0.2,0.2,2.1,0.3,1.8,2.4,0.9,1.5,36.8%,40.8%,1.9,0.7,1.2,35.5%,0.4,0.2,0.2,42.9%,0.9,0.4,0.4,50%,0,0.6,1.1,2019-01-30
Lakeland (WI) Muskies,Jequan Pegeese,20,20.8,0.94,0.30,8,1.3,1,1.30,1.1,0.4,0.1,3.1,0.2,2.9,6.6,2.5,4,38.2%,48.5%,3,1.2,1.9,37.7%,3.5,1.4,2.2,38.6%,2.4,1.6,0.8,66.7%,0.2,1.8,1.6,2019-01-30
Lakeland (WI) Muskies,Shakur Jinad,20,29,1.09,0.27,13.6,1.1,1.5,0.73,1.1,1,0.1,4.8,1.4,3.4,10.6,5,5.6,47.2%,51.4%,8.2,4.1,4,50.3%,2.4,0.9,1.6,36.7%,3.8,2.7,1.1,71%,0.6,3.2,2.6,2019-01-30
Lakeland (WI) Muskies,Carlos Campos,13,27.2,0.84,0.09,13.2,1.4,1.8,0.75,0.3,0.8,0,2.7,0.1,2.6,10.6,4.5,6.1,42.8%,53.6%,4.8,2.2,2.5,46.8%,5.8,2.3,3.5,39.5%,2.8,1.8,0.9,66.7%,0.5,2.5,1.7,2019-01-30
Lakeland (WI) Muskies,Pat McDonald,8,34.5,1.01,0.30,14.4,3.2,2,1.62,1.5,1.2,0.1,3.8,0.9,2.9,9.9,5.2,4.6,53.2%,61.4%,6.2,3.6,2.6,58%,3.6,1.6,2,44.8%,3.4,2.2,1.1,66.7%,0.2,2.2,2.1,2019-01-30
Lakeland (WI) Muskies,Desmond Longino,9,2.9,0.82,0.54,0.4,0.2,0.2,1,0.1,0.2,0.3,0.6,0.1,0.4,0.8,0.1,0.7,14.3%,14.3%,0.6,0.1,0.4,20%,0.2,0,0.2,0%,0.2,0.2,0,100%,0,0.1,0.7,2019-01-30
Lakeland (WI) Muskies,Caleb Matthias,1,1,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,0,2019-01-30
Lakeland (WI) Muskies,Anthony Guarascio,8,11.5,0.79,0.45,3.5,0.5,0.4,1.33,1,0,0.4,1.5,0.6,0.9,3.9,1.4,2.5,35.5%,41.9%,1.2,0.9,0.4,70%,2.6,0.5,2.1,19%,0.5,0.2,0.2,50%,0,0.6,1.1,2019-01-30
Lakeland (WI) Muskies,Alec Vandecastle,7,4.4,0.10,0.29,0,0,0,-,0.1,0,0,0.6,0.4,0.1,1,0,1,0%,0%,0.4,0,0.4,0%,0.6,0,0.6,0%,0,0,0,-,0,0,0.6,2019-01-30
Lakeland (WI) Muskies,Don Joachim,14,11.5,1.28,0.36,5.1,0.6,0.9,0.67,0.9,0.3,0.2,1.9,0.7,1.1,4.6,1.5,3.1,32.3%,34.6%,3.2,1.3,1.9,40%,1.4,0.2,1.2,15%,2.8,1.9,0.9,69.2%,0.1,1.4,1.7,2019-01-30
Lakeland (WI) Muskies,Garrett Duffin,20,27.2,0.85,0.37,8.3,1.9,1.3,1.46,1.2,0.8,0.2,5.2,1,4.3,7.6,2.7,4.8,35.8%,44%,3.5,1.4,2,41.4%,4,1.2,2.8,30.9%,2.9,1.6,1.2,56.9%,0.3,2,2.5,2019-01-30
Lakeland (WI) Muskies,Zach Hasenstein,18,22.6,0.99,0.21,10.4,1.9,2.1,0.95,0.7,1.4,0.2,2.4,0.6,1.8,8.7,3.6,5.1,41%,48.7%,4,2.2,1.8,55.6%,4.7,1.3,3.3,28.6%,2.6,2,0.6,78.3%,0.3,1.9,2.8,2019-01-30
