team_name,format_name,category_name,element_name,format_id,category_id,element_id,team_id,uploaded_date,percentage_time,poss_per_game,points,ppp,rank,rating,fg_miss,fg_made,fga,fg,adjusted_fg,percent_turnover,percent_ft,percent_shooting_foul,percent_score
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,5,2018-12-23,1,89.6,80.4,0.9,0.39,Average                       ,35.2,29.7,64.8,0.46,0.5,0.16,0.13,0.08,0.43
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,8,2018-12-23,0.01,0.6,0.3,0.43,,,0.3,0,0.3,0,0,0.29,0.29,0,0.29
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,12,2018-12-23,0.16,12.7,12.3,0.97,0.5,Average                       ,5.1,4.8,9.9,0.49,0.53,0.12,0.14,0.11,0.45
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,6,2019-01-09,0.02,1.5,1.7,1.18,0.94,Excellent                     ,0.4,0.6,1,0.6,0.77,0.27,0.09,0.09,0.46
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,11,2019-01-09,0.01,1.4,0.6,0.44,0.1,Poor                          ,1.1,0.2,1.3,0.18,0.24,0.06,0,0,0.17
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,12,2019-01-09,0.84,67.7,53.1,0.78,0.21,Below Average                 ,28.8,20.1,48.9,0.41,0.46,0.2,0.1,0.06,0.36
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,5,2018-12-23,0.02,2,1.7,0.83,0.78,Very Good                     ,1.1,0.6,1.7,0.35,0.45,0.04,0.13,0.08,0.38
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,3,2018-12-23,1,84.1,79.1,0.94,0.82,Very Good                     ,30.4,30,60.4,0.5,0.55,0.18,0.13,0.09,0.44
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,9,2019-01-09,0.8,71.9,68.2,0.95,0.06,Poor                          ,26.8,24.6,51.4,0.48,0.54,0.17,0.14,0.1,0.44
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,9,2018-12-23,0.05,3.1,2.1,0.68,0.31,Average                       ,1.4,0.8,2.2,0.38,0.46,0.24,0.09,0.06,0.29
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,1,2019-01-09,0.06,4.1,2.9,0.72,0.65,Very Good                     ,2.2,0.8,3,0.28,0.32,0.13,0.15,0.13,0.34
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,3,2019-01-09,0.07,5,5.8,1.15,0.97,Excellent                     ,1.4,2.3,3.8,0.62,0.69,0.15,0.12,0.1,0.55
Edgewood College (WI) Eagles,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,8,2019-01-09,0.11,7.6,6.7,0.88,0.66,Very Good                     ,3.7,2.6,6.4,0.42,0.47,0.11,0.08,0.06,0.4
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,2,2018-12-23,0.13,9.5,9,0.95,0.78,Very Good                     ,4,3.2,7.2,0.44,0.5,0.12,0.15,0.11,0.44
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,10,2019-01-09,0.07,5.2,4.7,0.9,0.32,Average                       ,2.2,2,4.2,0.48,0.52,0.16,0.09,0.09,0.43
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,2,2018-12-23,0.86,73.3,65.3,0.89,0.29,Below Average                 ,29.5,22.8,52.2,0.44,0.5,0.17,0.14,0.08,0.41
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,1,2019-01-09,0.06,4.3,5,1.16,0.97,Excellent                     ,0.8,1.3,2.2,0.61,0.71,0.2,0.32,0.05,0.59
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,6,2019-01-09,0.13,10.8,12.1,1.12,0.92,Excellent                     ,3.2,4.1,7.3,0.56,0.62,0.15,0.22,0.2,0.54
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,6,2018-12-23,1,81.8,71.2,0.87,0.57,Good                          ,32.2,24.8,57.1,0.44,0.5,0.18,0.14,0.09,0.4
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,1,2018-12-23,0.04,2.8,1.8,0.65,0.95,Excellent                     ,1.6,0.5,2.2,0.25,0.31,0.13,0.13,0.13,0.29
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,9,2018-12-23,0.93,59.6,44.8,0.75,0.15,Below Average                 ,27.2,16,43.2,0.37,0.45,0.2,0.09,0.05,0.33
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,9,2019-01-09,0.03,2.8,2.1,0.74,0.39,Average                       ,1.4,0.7,2.1,0.33,0.37,0.1,0.18,0.18,0.36
Aurora University,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,7,2019-01-09,0.15,10.4,9.9,0.96,0.82,Very Good                     ,4.3,3.4,7.6,0.44,0.51,0.13,0.15,0.13,0.45
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,2,2018-12-23,0.93,67.8,59.5,0.88,0.67,Very Good                     ,27.7,21.2,48.9,0.43,0.5,0.18,0.12,0.08,0.4
Aurora University,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,7,2018-12-23,1,82.9,82.2,0.99,0.95,Excellent                     ,33.3,29.7,63,0.47,0.56,0.15,0.12,0.09,0.43
Edgewood College (WI) Eagles,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,8,2018-12-23,0.03,2.3,2.5,1.08,0.92,Excellent                     ,0.5,0.4,0.9,0.4,0.55,0.12,0.48,0.04,0.56
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,3,2018-12-23,0.11,8,6.9,0.86,0.57,Good                          ,2.9,2.1,5,0.43,0.48,0.2,0.2,0.13,0.41
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,12,2019-01-09,0.92,62.5,49.1,0.79,0.25,Below Average                 ,26.5,18.7,45.2,0.41,0.46,0.19,0.1,0.06,0.37
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,9,2019-01-09,0.04,3.6,1.8,0.49,0.14,Poor                          ,2.2,0.6,2.8,0.21,0.26,0.16,0.08,0,0.22
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,5,2019-01-09,0.01,0.6,0.4,0.67,,,0.3,0.1,0.4,0.33,0.42,0.22,0.11,0,0.33
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,3,2019-01-09,0.08,5.4,4,0.74,0.88,Excellent                     ,2.6,1.4,4,0.35,0.42,0.17,0.09,0.06,0.32
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,5,2019-01-09,0.04,2.7,2.7,1,0.86,Excellent                     ,1,0.9,1.9,0.46,0.54,0.13,0.21,0.11,0.45
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,3,2019-01-09,0.92,64,53.1,0.83,0.66,Very Good                     ,27.6,19.2,46.8,0.41,0.48,0.18,0.11,0.07,0.37
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,9,2019-01-09,0.95,61.7,46.1,0.75,0.13,Poor                          ,28.5,16.6,45.1,0.37,0.44,0.19,0.09,0.05,0.32
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,6,2018-12-23,0.01,0.6,0.6,1,,,0.2,0.2,0.3,0.5,0.75,0.25,0.25,0,0.5
Aurora University,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,7,2018-12-23,0.03,1.7,1.1,0.65,0.79,Very Good                     ,1.1,0.3,1.4,0.21,0.32,0.12,0.06,0,0.24
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,6,2018-12-23,0.07,5,4.3,0.86,0.4,Average                       ,1.5,1.4,2.8,0.49,0.61,0.28,0.15,0.03,0.4
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,2,2018-12-23,0.15,12.5,15.8,1.27,0.01,Poor                          ,3.5,6.4,9.9,0.64,0.72,0.12,0.12,0.07,0.57
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,1,2018-12-23,0.84,70.4,58,0.82,0.68,Very Good                     ,30.5,21.2,51.6,0.41,0.47,0.17,0.12,0.09,0.38
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,1,2019-01-09,0.1,7.3,6.8,0.94,0.78,Very Good                     ,3,2.7,5.7,0.47,0.53,0.14,0.1,0.04,0.44
Marian University (WI) Sabres,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,10,2018-12-23,0.05,3.4,3.3,0.97,0.8,Very Good                     ,1.6,1.3,2.9,0.45,0.5,0.09,0.09,0.09,0.44
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,2,2019-01-09,0.15,12.5,15.7,1.26,0.01,Poor                          ,3.5,6.3,9.9,0.64,0.71,0.12,0.13,0.09,0.57
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,5,2018-12-23,0.05,3.8,4.1,1.07,0.11,Poor                          ,1.3,1.8,3.1,0.6,0.66,0.17,0.02,0.02,0.48
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,3,2019-01-09,0.84,70.8,66.9,0.95,0.9,Excellent                     ,26.3,24.8,51.1,0.49,0.54,0.17,0.13,0.09,0.44
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,11,2019-01-09,0.22,21.9,21.7,0.99,0.58,Good                          ,8.2,8.1,16.3,0.5,0.55,0.15,0.15,0.13,0.47
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,2,2019-01-09,0.06,4.4,4.5,1.02,0.78,Very Good                     ,1.8,1.6,3.4,0.47,0.56,0.12,0.14,0.08,0.46
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,12,2019-01-09,1,76.3,62.5,0.82,0.83,Excellent                     ,34.2,22.7,56.9,0.4,0.45,0.15,0.12,0.08,0.38
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,3,2019-01-09,0.05,3.5,3,0.86,0.42,Average                       ,0.6,0.9,1.5,0.61,0.69,0.36,0.21,0.1,0.38
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,1,2019-01-09,0.03,2.5,0.7,0.27,0.02,Poor                          ,2.2,0.2,2.4,0.1,0.13,0.03,0.03,0,0.12
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,3,2018-12-23,0.16,13.1,13.8,1.05,0.75,Very Good                     ,4.8,5.5,10.3,0.54,0.59,0.13,0.12,0.11,0.5
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,11,2018-12-23,1,97.5,99.8,1.02,0.01,Poor                          ,34.8,35,69.8,0.5,0.57,0.14,0.17,0.11,0.48
Marian University (WI) Sabres,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,10,2018-12-23,0.15,10.3,6.9,0.67,0.13,Poor                          ,5.5,2.9,8.4,0.35,0.38,0.15,0.05,0.03,0.31
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,9,2019-01-09,0.07,4.8,5,1.05,0.13,Poor                          ,1.1,1.5,2.6,0.57,0.72,0.3,0.15,0.05,0.45
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,11,2019-01-09,0.03,2.2,1.5,0.69,0.73,Very Good                     ,0.9,0.5,1.5,0.37,0.42,0.21,0.14,0,0.35
Aurora University,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,7,2018-12-23,0.12,8.4,8.5,1.01,0.14,Poor                          ,2.3,2.5,4.8,0.52,0.62,0.25,0.2,0.07,0.48
Rockford Regents,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,4,2019-01-09,0.03,1.9,2.1,1.07,0.1,Poor                          ,0.5,0.4,0.9,0.46,0.54,0.11,0.41,0.11,0.56
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,1,2019-01-09,0.04,2.8,2,0.7,0.93,Excellent                     ,1.5,0.6,2.2,0.29,0.34,0.14,0.14,0.14,0.32
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,2,2019-01-09,0.13,9.5,8.5,0.89,0.68,Very Good                     ,4.1,2.9,7.1,0.42,0.48,0.15,0.13,0.09,0.41
Aurora University,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,7,2019-01-09,0.06,3.9,4.6,1.18,0.94,Excellent                     ,1.5,1.7,3.2,0.53,0.7,0.16,0.04,0.04,0.46
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,11,2019-01-09,0.99,76.3,75.8,0.99,0.01,Poor                          ,28.5,26.2,54.8,0.48,0.55,0.14,0.17,0.11,0.46
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,9,2019-01-09,1,89.5,85.4,0.95,0.12,Poor                          ,33.7,30.9,64.6,0.48,0.54,0.17,0.15,0.11,0.45
Marian University (WI) Sabres,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,10,2018-12-23,0.07,4.9,4,0.82,0.34,Average                       ,2.7,1.5,4.2,0.36,0.45,0.1,0.04,0.04,0.35
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,1,2019-01-09,0.96,67.5,56.5,0.84,0.6,Good                          ,29.2,20.5,49.8,0.41,0.47,0.16,0.13,0.09,0.39
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,6,2018-12-23,0.13,10.4,11.4,1.1,0.86,Excellent                     ,2.9,3.7,6.6,0.56,0.62,0.18,0.23,0.21,0.53
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,10,2018-12-23,0.05,3.9,3.8,0.97,0.2,Below Average                 ,1.6,1.7,3.3,0.52,0.55,0.13,0.03,0,0.46
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,10,2019-01-09,1,70.4,60.5,0.86,0.45,Average                       ,28.1,21.9,50,0.44,0.48,0.18,0.14,0.09,0.41
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,1,2018-12-23,0.04,2.5,3,1.22,0.97,Excellent                     ,0.6,1.1,1.7,0.63,0.74,0.15,0.15,0.04,0.56
Rockford Regents,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,4,2018-12-23,0.21,19.6,20.2,1.03,0.32,Average                       ,6.6,6.9,13.5,0.51,0.57,0.17,0.18,0.14,0.48
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,12,2018-12-23,0.09,5.6,4.3,0.76,0.64,Good                          ,2.7,1.3,4,0.33,0.38,0.15,0.13,0.1,0.37
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,2,2018-12-23,0.04,3.2,2.3,0.73,0.4,Average                       ,1.2,0.8,2,0.39,0.44,0.22,0.15,0.07,0.34
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,12,2018-12-23,0.03,2.6,0.5,0.19,0.99,Excellent                     ,2.1,0.2,2.3,0.07,0.11,0.13,0,0,0.07
Aurora University,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,7,2019-01-09,0.04,2.5,3.4,1.34,1,Excellent                     ,0.8,1.2,2,0.61,0.75,0.14,0.11,0.11,0.54
Rockford Regents,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,4,2019-01-09,0.84,77.5,67.8,0.88,0.64,Good                          ,32.7,24.7,57.4,0.43,0.48,0.15,0.12,0.08,0.41
Rockford Regents,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,4,2019-01-09,0.07,5.6,5.6,1.01,0.87,Excellent                     ,2.1,2,4.1,0.49,0.55,0.15,0.13,0.09,0.47
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,8,2018-12-23,0.13,8.5,8.4,0.99,0.15,Below Average                 ,3.9,3.5,7.4,0.47,0.53,0.1,0.05,0.04,0.44
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,2,2019-01-09,0.16,13.3,11.1,0.84,0.12,Poor                          ,5,4.3,9.3,0.46,0.53,0.23,0.1,0.1,0.38
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,12,2019-01-09,0.12,7.5,6.5,0.86,0.45,Average                       ,2.9,2.6,5.5,0.47,0.51,0.17,0.12,0.07,0.42
Aurora University,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,7,2019-01-09,0.03,1.9,2,1.04,0.12,Poor                          ,0.9,0.7,1.6,0.44,0.54,0.11,0.07,0.04,0.41
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,9,2018-12-23,0.13,8.2,4.5,0.54,0.02,Poor                          ,4.7,1.9,6.6,0.29,0.33,0.17,0.03,0.02,0.24
Marian University (WI) Sabres,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,10,2019-01-09,0.05,3.8,3.4,0.88,0.86,Excellent                     ,1.8,1.1,2.8,0.38,0.47,0.12,0.14,0.08,0.38
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,11,2019-01-09,0.78,76.2,64.8,0.85,0.53,Good                          ,32.7,23.5,56.2,0.42,0.47,0.16,0.13,0.09,0.4
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,1,2019-01-09,0.16,13.2,11.8,0.9,0.8,Very Good                     ,5.4,4.2,9.5,0.44,0.52,0.16,0.13,0.12,0.41
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,9,2018-12-23,0.2,18.1,17.7,0.98,0.51,Good                          ,7.5,6.5,13.9,0.46,0.53,0.14,0.14,0.13,0.44
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,6,2019-01-09,0.05,3.7,2.1,0.56,0.13,Poor                          ,1.9,0.9,2.7,0.32,0.33,0.22,0.06,0.04,0.27
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,11,2018-12-23,1,97.9,85.2,0.87,0.51,Good                          ,41.6,31.4,73,0.43,0.49,0.15,0.12,0.09,0.4
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,9,2019-01-09,0.2,17.6,17.1,0.97,0.53,Good                          ,6.9,6.2,13.1,0.47,0.53,0.15,0.16,0.15,0.45
Rockford Regents,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,4,2019-01-09,0.17,15.4,14.7,0.96,0.48,Average                       ,5.8,5.6,11.4,0.49,0.56,0.17,0.11,0.08,0.44
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,3,2018-12-23,1,83,76.1,0.92,0.28,Below Average                 ,33.1,28.1,61.3,0.46,0.53,0.18,0.11,0.07,0.41
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,9,2019-01-09,1,87.1,71.3,0.82,0.25,Below Average                 ,37.9,26,63.9,0.41,0.48,0.18,0.1,0.06,0.36
Edgewood College (WI) Eagles,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,8,2018-12-23,0.93,71.5,63.6,0.89,0.73,Very Good                     ,28.9,22.4,51.3,0.44,0.5,0.16,0.14,0.08,0.41
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,11,2019-01-09,0.04,3.1,2.8,0.9,0.7,Very Good                     ,1.5,0.9,2.4,0.39,0.42,0.1,0.15,0.03,0.43
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,3,2019-01-09,0.18,14.8,17.3,1.17,0.04,Poor                          ,4.8,6.7,11.5,0.58,0.64,0.12,0.13,0.11,0.54
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,2,2019-01-09,0.94,68.5,59.3,0.87,0.61,Good                          ,28.8,21.1,49.9,0.42,0.49,0.18,0.11,0.08,0.39
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,12,2018-12-23,0.92,61.6,47.3,0.77,0.2,Below Average                 ,26.1,18.7,44.8,0.42,0.46,0.2,0.09,0.05,0.36
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,9,2019-01-09,0.13,8.4,4.8,0.57,0.03,Poor                          ,4.5,2.1,6.6,0.32,0.36,0.19,0.03,0.02,0.26
Aurora University,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,7,2019-01-09,0.02,2.1,2,0.97,0.09,Poor                          ,0.9,0.8,1.7,0.46,0.54,0.14,0.03,0.03,0.41
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,9,2019-01-09,0.07,4.8,5.3,1.1,0.13,Poor                          ,1.6,2,3.6,0.56,0.66,0.19,0.09,0.06,0.46
Rockford Regents,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,4,2019-01-09,0.06,4.1,4.6,1.12,0.11,Poor                          ,1.6,1.6,3.3,0.5,0.64,0.11,0.11,0.07,0.46
Rockford Regents,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,4,2019-01-09,0.03,2.3,1.4,0.59,0.69,Very Good                     ,1.5,0.4,1.9,0.22,0.32,0.06,0.09,0.09,0.25
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,1,2019-01-09,0.09,6.3,4.3,0.68,0.83,Excellent                     ,2.8,1.5,4.3,0.36,0.39,0.2,0.12,0.09,0.34
Rockford Regents,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,4,2019-01-09,0.03,2.5,2.7,1.09,0.86,Excellent                     ,0.9,1.1,2,0.57,0.64,0.17,0.06,0.06,0.49
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,10,2018-12-23,,,,,,,,,,,,,,,
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,12,2018-12-23,0.11,7.5,6.3,0.84,0.54,Good                          ,3.2,2.4,5.6,0.43,0.55,0.2,0.06,0.03,0.34
Rockford Regents,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,4,2018-12-23,0.97,76.4,63,0.83,0.43,Average                       ,32.5,23,55.5,0.42,0.46,0.17,0.12,0.07,0.4
Rockford Regents,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,4,2018-12-23,0.03,2.4,1.6,0.69,0.51,Good                          ,1.5,0.5,2,0.27,0.39,0.08,0.08,0.08,0.27
Edgewood College (WI) Eagles,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,8,2019-01-09,0.04,3.3,2.8,0.85,0.82,Very Good                     ,1.6,0.9,2.4,0.35,0.46,0.17,0.09,0.09,0.35
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,11,2018-12-23,0.04,3,2.9,0.97,0.69,Very Good                     ,1.1,1.1,2.2,0.5,0.56,0.15,0.15,0.09,0.46
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,12,2018-12-23,0.06,3.8,2.9,0.78,0.55,Good                          ,1.9,1.2,3.1,0.38,0.41,0.07,0.11,0.04,0.38
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,8,2018-12-23,0.84,65.8,60.4,0.92,0.18,Below Average                 ,28.9,22.5,51.4,0.44,0.49,0.13,0.11,0.08,0.42
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,2,2018-12-23,0.04,2.5,1.8,0.73,0.64,Good                          ,1.2,0.7,1.9,0.36,0.44,0.21,0.03,0.03,0.3
Aurora University,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,7,2019-01-09,0.94,65.6,63.7,0.97,0.03,Poor                          ,25,22,47,0.47,0.54,0.17,0.13,0.07,0.44
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,2,2018-12-23,1,85.8,81.1,0.95,0.15,Below Average                 ,33,29.2,62.2,0.47,0.54,0.17,0.13,0.08,0.43
Aurora University,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,7,2018-12-23,0.06,3.8,3.4,0.9,0.51,Good                          ,1.8,1.3,3.1,0.42,0.48,0.13,0.05,0.05,0.4
Rockford Regents,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,4,2018-12-23,0.08,6,6.1,1.02,0.86,Excellent                     ,2.2,2.2,4.4,0.5,0.55,0.15,0.14,0.11,0.49
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,12,2018-12-23,0.12,7.2,6,0.84,0.5,Average                       ,2.7,2.5,5.2,0.48,0.51,0.19,0.11,0.06,0.42
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,6,2018-12-23,0.82,67.3,56.8,0.84,0.57,Good                          ,26.8,19.8,46.7,0.43,0.49,0.19,0.13,0.08,0.39
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,9,2019-01-09,0.09,5.6,3,0.53,0.04,Poor                          ,3.1,1,4.1,0.25,0.32,0.23,0.06,0.05,0.22
