team_name,format_name,category_name,element_name,format_id,category_id,element_id,team_id,uploaded_date,percentage_time,poss_per_game,points,ppp,rank,rating,fg_miss,fg_made,fga,fg,adjusted_fg,percent_turnover,percent_ft,percent_shooting_foul,percent_score
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,10,2019-01-09,0.02,2,1.2,0.58,0.72,Very Good                     ,1.2,0.4,1.6,0.24,0.29,0.12,0.08,0.08,0.27
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,11,2018-12-23,0.78,76.5,64.1,0.84,0.46,Average                       ,33.3,23.4,56.6,0.41,0.47,0.16,0.12,0.09,0.39
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,12,2019-01-09,0.08,5.3,4,0.76,0.18,Below Average                 ,2.3,1.3,3.7,0.36,0.46,0.22,0.1,0.06,0.32
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,2,2018-12-23,0.02,1.3,0.8,0.59,0.29,Below Average                 ,0.8,0.4,1.2,0.31,0.31,0.06,0,0,0.29
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,3,2019-01-09,0.07,5.2,3.8,0.73,0.79,Very Good                     ,2.6,1.4,4,0.35,0.45,0.19,0.05,0.02,0.29
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,12,2018-12-23,1,79.9,63.3,0.79,0.16,Below Average                 ,33.9,24.8,58.7,0.42,0.47,0.19,0.1,0.06,0.37
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,1,2018-12-23,0.1,7.1,6.2,0.87,0.6,Good                          ,3.3,2.5,5.7,0.43,0.48,0.12,0.09,0.03,0.41
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,9,2019-01-09,0.09,6.7,6.2,0.93,0.25,Below Average                 ,2.9,2.4,5.2,0.45,0.51,0.13,0.13,0.12,0.44
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,11,2018-12-23,0.01,0.5,0.9,1.67,,,0,0.3,0.3,1,1.17,0,0.5,0,0.83
Aurora University,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,7,2018-12-23,0.18,15,18.1,1.21,0.97,Excellent                     ,5.5,6.6,12.1,0.55,0.66,0.11,0.1,0.09,0.51
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,5,2018-12-23,0.99,67.3,58.2,0.86,0.61,Good                          ,30.7,19.3,49.9,0.39,0.45,0.13,0.14,0.1,0.4
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,5,2018-12-23,0.78,67.8,58.4,0.86,0.57,Good                          ,30.9,19.3,50.3,0.39,0.45,0.13,0.14,0.1,0.4
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,10,2019-01-09,0.18,12.4,10.5,0.85,0.44,Average                       ,4.6,3.8,8.4,0.45,0.5,0.22,0.12,0.08,0.41
Rockford Regents,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,4,2018-12-23,1,93.6,79.5,0.85,0.42,Average                       ,38.7,29.4,68.1,0.43,0.48,0.17,0.12,0.08,0.41
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,9,2018-12-23,0.06,4.6,4,0.86,0.4,Average                       ,1.2,1.2,2.4,0.5,0.6,0.33,0.16,0.06,0.39
Aurora University,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,7,2019-01-09,0.82,70.2,66.7,0.95,0.91,Excellent                     ,27.9,23.7,51.6,0.46,0.54,0.16,0.13,0.1,0.42
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,8,2019-01-09,0.04,2.6,1.9,0.75,0.58,Good                          ,1.3,0.8,2.1,0.38,0.4,0.11,0.08,0.06,0.36
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,1,2019-01-09,0.08,5.9,6.5,1.1,0.95,Excellent                     ,1.9,2.4,4.3,0.55,0.65,0.14,0.16,0.12,0.51
Aurora University,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,7,2019-01-09,0.07,5.1,4.3,0.85,0.58,Good                          ,2.3,1.5,3.8,0.4,0.47,0.14,0.13,0.13,0.38
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,6,2019-01-09,0.83,67.9,57.5,0.85,0.56,Good                          ,27.2,19.9,47.1,0.42,0.49,0.19,0.13,0.08,0.39
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,3,2019-01-09,0.04,2.7,2.4,0.91,0.72,Very Good                     ,1.3,1,2.3,0.44,0.44,0.06,0.13,0.09,0.44
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,11,2019-01-09,1,98.2,99,1.01,0.01,Poor                          ,36.1,34.7,70.8,0.49,0.56,0.14,0.17,0.11,0.47
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,6,2018-12-23,0.09,5.7,4.6,0.81,0.52,Good                          ,2.6,1.8,4.4,0.4,0.47,0.18,0.07,0.05,0.37
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,12,2019-01-09,0.09,6,4.9,0.82,0.52,Good                          ,2.1,1.6,3.7,0.43,0.48,0.22,0.17,0.08,0.39
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,5,2019-01-09,0.78,67.2,57.8,0.86,0.57,Good                          ,31.2,19.5,50.7,0.39,0.45,0.13,0.14,0.09,0.4
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,6,2019-01-09,0.05,3.1,2.9,0.96,0.2,Below Average                 ,1.3,1,2.3,0.43,0.49,0.09,0.15,0.11,0.46
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,5,2019-01-09,0.13,8.5,6.5,0.77,0.28,Below Average                 ,3.7,2.4,6.1,0.39,0.46,0.21,0.09,0.07,0.34
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,6,2018-12-23,1,81.4,71.1,0.87,0.52,Good                          ,31.5,24.8,56.4,0.44,0.51,0.2,0.14,0.1,0.4
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,5,2019-01-09,0.05,3.7,3.9,1.04,0.12,Poor                          ,1.3,1.6,2.9,0.56,0.63,0.17,0.04,0.02,0.46
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,11,2018-12-23,0.04,2.8,2.8,1,0.84,Excellent                     ,1.1,1.2,2.3,0.52,0.62,0.16,0.03,0.03,0.42
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,12,2018-12-23,0,0.3,0.2,0.67,,,0.1,0.1,0.2,0.5,0.5,0.33,0,0,0.33
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,3,2018-12-23,0.03,2.1,1.1,0.53,0.96,Excellent                     ,0.3,0.3,0.5,0.5,0.5,0.53,0.24,0.12,0.24
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,10,2019-01-09,0.81,70.4,60.5,0.86,0.46,Average                       ,28.1,21.9,50,0.44,0.48,0.18,0.14,0.09,0.41
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,3,2018-12-23,0.03,2.6,2.1,0.81,0.73,Very Good                     ,1.1,0.8,1.9,0.4,0.5,0.19,0.1,0,0.38
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,1,2019-01-09,0.84,70.3,58.5,0.83,0.66,Very Good                     ,30.8,21.2,51.9,0.41,0.46,0.16,0.13,0.09,0.39
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,6,2019-01-09,0.05,3.9,4.3,1.09,0.03,Poor                          ,1.7,1.6,3.3,0.49,0.59,0.12,0.05,0.03,0.46
Marian University (WI) Sabres,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,10,2019-01-09,0.18,15.5,15,0.97,0.5,Average                       ,6.4,6.1,12.5,0.49,0.54,0.14,0.08,0.08,0.44
Aurora University,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,7,2018-12-23,0.03,2.1,2.8,1.33,0.99,Excellent                     ,0.8,1,1.8,0.56,0.75,0.14,0.05,0.05,0.48
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,5,2019-01-09,1,89.9,81.5,0.91,0.33,Average                       ,34.9,29.8,64.7,0.46,0.51,0.16,0.14,0.08,0.43
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,6,2019-01-09,1,81.9,71.1,0.87,0.59,Good                          ,32.5,24.7,57.2,0.43,0.5,0.18,0.14,0.09,0.4
