ast,block,defreb,fga,fg_made,fg_miss,fta,ft_made,ft_miss,foul,started,game_id,lineup_id,lineup_players,lineup_score,min,offreb,oppo_ast,oppo_block,oppo_defreb,oppo_fga,oppo_fg_made,oppo_fg_miss,oppo_fta,oppo_ft_made,oppo_ft_miss,oppo_foul,oppo_offreb,oppo_score,oppo_stl,oppo_three_fga,oppo_three_fg_made,oppo_three_fg_miss,oppo_ttlreb,oppo_turnover,oppo_two_fga,oppo_two_fg_made,oppo_two_fg_miss,plusminus,stl,three_fga,three_fg_made,three_fg_miss,ended,ttlreb,turnover,two_fga,two_fg_made,two_fg_miss,session_number,team_id
2,0,1,4,3,1,1,1,0,1,13.4333333333333,13,4,"Ahmad Muhammad,Calvin Schmitz,Jake Digiorgio,Max Hisatake,Otis Reale",7,1.55,0,0,0,1,2,1,1,2,1,1,2,0,3,1,1,0,1,1,1,1,1,0,4,1,0,0,0,11.8833333333333,1,1,4,3,1,1,12
0,0,2,2,0,2,2,2,0,1,11.8833333333333,13,5,"Ahmad Muhammad,Jake Bruns,Jake Digiorgio,Otis Reale,Parker Joncus",2,1.33333333333333,1,0,0,1,2,0,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,2,0,0,0,0,10.55,3,0,2,0,2,1,12
0,0,4,8,3,5,0,0,0,0,10.55,13,6,"Ahmad Muhammad,Jake Bruns,Max Hisatake,Otis Reale,Parker Joncus",6,3.41666666666667,2,0,0,3,5,1,4,0,0,0,1,0,2,0,2,0,2,3,2,3,1,2,4,1,0,0,0,7.13333333333333,6,0,8,3,5,1,12
2,0,1,3,2,1,0,0,0,0,7.13333333333333,13,7,"Ahmad Muhammad,Calvin Schmitz,Jake Bruns,Jake Digiorgio,Zach Parduhn",6,2.73333333333333,0,1,0,1,3,1,2,0,0,0,0,0,3,0,3,1,2,1,1,0,0,0,3,0,2,2,0,4.4,1,1,1,0,1,1,12
0,0,2,4,1,3,0,0,0,1,4.4,13,8,"Ahmad Muhammad,Calvin Schmitz,Jake Digiorgio,Milos Dugalic,Otis Reale",2,2.9,1,0,0,2,3,1,2,2,2,0,0,0,4,0,1,0,1,2,0,2,1,1,-2,0,1,0,1,1.5,3,2,3,1,2,1,12
0,0,2,2,2,0,0,0,0,0,1.5,13,9,"Ahmad Muhammad,Calvin Schmitz,Jake Bruns,Jake Digiorgio,Milos Dugalic",4,1.5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,2,0,2,2,0,1,12
2,0,1,4,2,2,0,0,0,0,20,13,10,"Calvin Schmitz,Jake Digiorgio,Milos Dugalic,Otis Reale,Parker Joncus",6,2.98333333333333,0,0,0,2,3,2,1,0,0,0,0,0,4,0,0,0,0,2,1,3,2,1,2,0,3,2,1,17.0166666666667,1,1,1,0,1,2,12
2,1,1,3,2,1,2,0,2,0,17.0166666666667,13,11,"Calvin Schmitz,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",5,2.8,0,1,0,2,5,2,3,0,0,0,2,2,4,0,1,0,1,4,1,4,2,2,1,1,2,1,1,14.2166666666667,1,0,1,1,0,2,12
1,0,1,1,1,0,2,1,1,1,14.2166666666667,13,12,"Ahmad Muhammad,Jake Bruns,Jake Digiorgio,Max Hisatake,Parker Joncus",3,1.58333333333333,0,1,0,0,2,1,1,2,2,0,1,0,4,1,1,0,1,0,1,1,1,0,-1,1,0,0,0,12.6333333333333,1,2,1,1,0,2,12
0,0,0,3,0,3,4,4,0,1,12.6333333333333,13,13,"Ahmad Muhammad,Jake Bruns,Jake Digiorgio,Max Hisatake,Milos Dugalic",4,1.85,2,3,1,1,4,4,0,1,1,0,2,0,10,0,1,1,0,1,0,3,3,0,-6,0,1,0,1,10.7833333333333,2,0,2,0,2,2,12
0,0,1,0,0,0,0,0,0,1,10.7833333333333,13,14,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Milos Dugalic,Otis Reale",0,0.483333333333333,0,0,0,0,2,0,2,2,0,2,0,2,0,1,1,0,1,2,0,1,0,1,0,0,0,0,0,10.3,1,1,0,0,0,2,12
2,0,1,2,2,0,2,2,0,1,10.3,13,15,"Ahmad Muhammad,Calvin Schmitz,Jake Digiorgio,Max Hisatake,Otis Reale",7,1.53333333333333,0,0,0,0,1,0,1,2,2,0,2,0,2,0,1,0,1,0,0,0,0,0,5,0,1,1,0,8.76666666666667,1,0,1,1,0,2,12
0,0,2,2,1,1,1,0,1,1,8.76666666666667,13,16,"Ahmad Muhammad,Calvin Schmitz,Max Hisatake,Otis Reale,Parker Joncus",2,1.73333333333333,0,0,0,2,3,1,2,2,2,0,1,0,4,0,1,0,1,2,0,2,1,1,-2,0,0,0,0,7.03333333333333,2,0,2,1,1,2,12
1,0,1,2,1,1,1,0,1,1,7.03333333333333,13,17,"Ahmad Muhammad,Calvin Schmitz,Jake Digiorgio,Otis Reale,Parker Joncus",3,1.91666666666667,0,1,0,2,1,1,0,2,1,1,1,0,4,0,1,1,0,2,1,0,0,0,-1,1,1,1,0,5.11666666666667,1,0,1,0,1,2,12
3,1,2,6,3,3,4,3,1,2,5.11666666666667,13,18,"Calvin Schmitz,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",9,5.11666666666667,0,3,1,3,11,5,6,3,1,2,2,1,14,1,7,3,4,4,0,4,2,2,0,0,1,0,1,0,2,2,5,3,2,2,12
0,3,4,7,2,5,0,0,0,0,20,12,1,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",4,4.81666666666667,1,1,0,4,10,3,7,0,0,0,0,2,6,2,1,0,1,6,1,9,3,6,-2,1,2,0,2,15.1833333333333,5,3,5,2,3,1,12
0,0,1,1,0,1,0,0,0,0,15.1833333333333,12,2,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Milos Dugalic,Otis Reale",0,0.733333333333334,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,14.45,1,0,0,0,0,1,12
1,0,0,2,1,1,0,0,0,0,14.45,12,3,"Jake Bruns,Jake Digiorgio,Max Hisatake,Milos Dugalic,Otis Reale",3,1.15,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,0,1,1,0,13.3,0,0,1,0,1,1,12
0,0,0,0,0,0,0,0,0,1,13.3,12,4,"Jake Bruns,Jake Digiorgio,Kohl Linder,Milos Dugalic,Otis Reale",0,0.583333333333334,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,-3,0,0,0,0,12.7166666666667,0,1,0,0,0,1,12
0,0,1,3,0,3,0,0,0,0,12.7166666666667,12,5,"Calvin Schmitz,Jake Bruns,Jake Digiorgio,Kohl Linder,Otis Reale",0,1.4,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,2,11.3166666666667,2,0,1,0,1,1,12
0,0,1,0,0,0,0,0,0,0,11.3166666666667,12,6,"Calvin Schmitz,Kohl Linder,Max Hisatake,Otis Reale,Zach Parduhn",0,0.583333333333334,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10.7333333333333,1,1,0,0,0,1,12
0,0,0,1,1,0,0,0,0,0,10.7333333333333,12,7,"Calvin Schmitz,Jake Bruns,Kohl Linder,Max Hisatake,Zach Parduhn",2,1.03333333333333,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,0,0,0,9.7,0,0,1,1,0,1,12
1,0,1,3,3,0,0,0,0,0,9.7,12,8,"Calvin Schmitz,Jake Bruns,Max Hisatake,Parker Joncus,Zach Parduhn",6,1.95,0,1,0,0,3,2,1,0,0,0,0,0,5,0,1,1,0,0,0,2,1,1,1,0,0,0,0,7.75,1,0,3,3,0,1,12
1,0,1,2,2,0,0,0,0,0,7.75,12,9,"Jake Bruns,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",4,1.71666666666667,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,2,0,0,0,0,6.03333333333333,1,1,2,2,0,1,12
0,0,1,0,0,0,4,4,0,2,6.03333333333333,12,10,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",4,2,0,1,0,0,3,1,2,0,0,0,3,1,2,0,1,0,1,1,0,2,1,1,2,0,0,0,0,4.03333333333333,1,0,0,0,0,1,12
1,0,0,1,1,0,0,0,0,3,4.03333333333333,12,11,"Ahmad Muhammad,Max Hisatake,Milos Dugalic,Otis Reale,Parker Joncus",2,1.05,0,0,0,0,2,0,2,2,2,0,1,2,2,0,0,0,0,2,1,2,0,2,0,0,0,0,0,2.98333333333333,0,0,1,1,0,1,12
0,0,0,1,0,1,0,0,0,1,2.98333333333333,12,12,"Ahmad Muhammad,Jake Digiorgio,Milos Dugalic,Otis Reale,Parker Joncus",0,1.35,0,1,0,1,1,1,0,2,2,0,1,0,4,1,0,0,0,1,0,1,1,0,-4,0,0,0,0,1.63333333333333,0,1,1,0,1,1,12
0,0,0,0,0,0,0,0,0,0,1.63333333333333,12,13,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38333333333333,0,1,0,0,0,1,12
0,1,1,1,1,0,0,0,0,0,1.38333333333333,12,14,"Ahmad Muhammad,Jake Digiorgio,Milos Dugalic,Otis Reale,Parker Joncus",2,0.633333333333333,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.75,1,1,1,1,0,1,12
0,0,0,0,0,0,0,0,0,1,0.75,12,15,"Ahmad Muhammad,Calvin Schmitz,Jake Digiorgio,Otis Reale,Parker Joncus",0,0.0666666666666667,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0.683333333333333,0,0,0,0,0,1,12
0,0,0,1,0,1,0,0,0,0,0.683333333333333,12,16,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",0,0.683333333333333,0,1,0,1,1,1,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12
1,0,1,4,1,3,0,0,0,3,20,12,17,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",3,3.36666666666667,1,2,0,2,3,2,1,2,2,0,1,0,7,0,1,1,0,2,0,2,1,1,-4,0,2,1,1,16.6333333333333,2,2,2,0,2,2,12
1,0,4,5,3,2,0,0,0,0,16.6333333333333,12,18,"Jake Bruns,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",6,2.46666666666667,0,2,0,2,6,2,4,0,0,0,1,0,4,0,1,0,1,2,0,5,2,3,2,0,2,0,2,14.1666666666667,4,0,3,3,0,2,12
0,0,1,1,0,1,0,0,0,1,14.1666666666667,12,19,"Calvin Schmitz,Jake Bruns,Max Hisatake,Milos Dugalic,Otis Reale",0,0.783333333333333,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,13.3833333333333,1,0,0,0,0,2,12
1,0,0,2,1,1,0,0,0,3,13.3833333333333,12,20,"Calvin Schmitz,Jake Bruns,Max Hisatake,Milos Dugalic,Zach Parduhn",2,1.56666666666667,0,1,0,1,1,1,0,2,2,0,1,0,4,0,0,0,0,1,0,1,1,0,-2,0,0,0,0,11.8166666666667,0,0,2,1,1,2,12
0,0,0,0,0,0,0,0,0,1,11.8166666666667,12,21,"Ahmad Muhammad,Calvin Schmitz,Jake Bruns,Max Hisatake,Milos Dugalic",0,0.5,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,11.3166666666667,0,1,0,0,0,2,12
1,0,2,5,1,4,2,2,0,1,11.3166666666667,12,22,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Milos Dugalic,Otis Reale",4,3.85,0,2,0,4,4,3,1,1,0,1,4,0,7,0,1,1,0,4,1,3,2,1,-3,0,2,0,2,7.46666666666667,2,0,3,1,2,2,12
0,0,0,0,0,0,0,0,0,1,7.46666666666667,12,23,"Cody Mattson,Jake Bruns,Max Hisatake,Milos Dugalic,Otis Reale",0,0.283333333333333,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,7.18333333333333,0,0,0,0,0,2,12
0,0,0,2,0,2,4,3,1,0,7.18333333333333,12,24,"Cody Mattson,Jake Bruns,Max Hisatake,Otis Reale,Parker Joncus",3,2.01666666666667,0,1,0,2,3,2,1,0,0,0,2,1,5,0,1,1,0,3,1,2,1,1,-2,0,0,0,0,5.16666666666667,0,0,2,0,2,2,12
1,0,1,2,1,1,0,0,0,1,5.16666666666667,12,25,"Brett Ott,Jake Bruns,Jake Digiorgio,Parker Joncus,Zach Parduhn",2,1.53333333333333,0,1,0,1,4,2,2,2,1,1,0,1,6,0,2,1,1,2,0,2,1,1,-4,0,1,0,1,3.63333333333333,1,0,1,1,0,2,12
0,0,1,2,0,2,2,1,1,2,3.63333333333333,12,26,"Brett Ott,Calvin Schmitz,Jalen Lomax,Kohl Linder,Zach Parduhn",1,2.58333333333333,0,1,0,2,2,1,1,4,3,1,1,0,5,1,0,0,0,2,0,2,1,1,-4,0,1,0,1,1.05,1,1,1,0,1,2,12
1,0,1,5,2,3,1,1,0,0,1.05,12,27,"Ben Wagner,Brett Ott,Calvin Schmitz,Jalen Lomax,Kohl Linder",5,1.05,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3,0,5,2,3,2,12
3,0,4,10,5,5,1,1,0,1,20,14,1,"Calvin Schmitz,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",13,5.33333333333333,1,3,0,4,8,4,4,0,0,0,1,0,9,0,3,1,2,4,1,5,3,2,4,1,3,2,1,14.6666666666667,5,0,7,3,4,1,12
0,0,0,2,1,1,0,0,0,1,14.6666666666667,14,2,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",3,0.533333333333333,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,14.1333333333333,0,0,1,0,1,1,12
0,0,0,0,0,0,0,0,0,0,14.1333333333333,14,3,"Ahmad Muhammad,Jake Digiorgio,Kohl Linder,Otis Reale,Parker Joncus",0,0.383333333333333,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,-2,0,0,0,0,13.75,0,1,0,0,0,1,12
0,0,0,1,0,1,0,0,0,1,13.75,14,4,"Ahmad Muhammad,Jake Digiorgio,Kohl Linder,Milos Dugalic,Otis Reale",0,0.449999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13.3,1,1,0,0,0,1,12
0,0,1,0,0,0,0,0,0,0,13.3,14,5,"Ahmad Muhammad,Jake Bruns,Jake Digiorgio,Kohl Linder,Milos Dugalic",0,0.633333333333335,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12.6666666666667,1,1,0,0,0,1,12
0,0,1,3,0,3,2,1,1,1,12.6666666666667,14,6,"Ahmad Muhammad,Jake Bruns,Kohl Linder,Max Hisatake,Milos Dugalic",1,1.56666666666667,1,0,0,2,3,1,2,1,1,0,1,1,3,0,1,0,1,3,1,2,1,1,-2,0,1,0,1,11.1,2,0,2,0,2,1,12
1,0,1,1,1,0,0,0,0,0,11.1,14,7,"Ahmad Muhammad,Jake Bruns,Jake Digiorgio,Max Hisatake,Milos Dugalic",3,1.3,0,0,0,0,3,0,3,0,0,0,0,2,0,0,0,0,0,2,0,3,0,3,3,0,1,1,0,9.8,1,0,0,0,0,1,12
0,0,1,2,0,2,0,0,0,0,9.8,14,8,"Ahmad Muhammad,Cody Mattson,Jake Bruns,Jake Digiorgio,Max Hisatake",0,1.08333333333333,0,0,0,2,2,1,1,0,0,0,0,0,2,0,0,0,0,2,0,2,1,1,-2,0,0,0,0,8.71666666666667,1,0,2,0,2,1,12
0,0,1,2,1,1,0,0,0,1,8.71666666666667,14,9,"Ahmad Muhammad,Cody Mattson,Jake Bruns,Jake Digiorgio,Kohl Linder",2,1.55,0,0,0,1,2,1,1,2,2,0,0,0,4,0,0,0,0,1,0,2,1,1,-2,0,0,0,0,7.16666666666667,1,0,2,1,1,1,12
0,0,1,3,1,2,0,0,0,1,7.16666666666667,14,10,"Calvin Schmitz,Jake Digiorgio,Max Hisatake,Milos Dugalic,Zach Parduhn",2,1.35,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,1,0,1,5.81666666666667,3,1,2,1,1,1,12
1,0,1,2,2,0,0,0,0,0,5.81666666666667,14,11,"Calvin Schmitz,Jake Digiorgio,Kohl Linder,Milos Dugalic,Otis Reale",4,1.38333333333333,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,2,1,1,2,0,0,0,0,4.43333333333333,1,1,2,2,0,1,12
1,0,2,2,1,1,0,0,0,1,4.43333333333333,14,12,"Calvin Schmitz,Jake Digiorgio,Milos Dugalic,Otis Reale,Parker Joncus",2,1.31666666666667,0,0,0,1,2,0,2,2,2,0,0,0,2,1,2,0,2,1,1,0,0,0,0,0,0,0,0,3.11666666666667,2,1,2,1,1,1,12
0,0,0,0,0,0,0,0,0,0,3.11666666666667,14,13,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",0,0.35,0,1,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,-2,0,0,0,0,2.76666666666667,0,1,0,0,0,1,12
0,0,0,3,0,3,0,0,0,1,2.76666666666667,14,14,"Ahmad Muhammad,Jake Digiorgio,Milos Dugalic,Otis Reale,Parker Joncus",0,0.433333333333333,2,0,0,1,0,0,0,2,2,0,1,0,2,0,0,0,0,1,0,0,0,0,-2,0,0,0,0,2.33333333333333,2,0,3,0,3,1,12
0,0,0,1,0,1,0,0,0,1,2.33333333333333,14,15,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",0,0.233333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1,0,0,1,0,1,1,12
0,1,3,3,2,1,5,5,0,0,2.1,14,16,"Ahmad Muhammad,Jake Digiorgio,Milos Dugalic,Otis Reale,Parker Joncus",9,1.78333333333333,0,1,1,1,3,1,2,0,0,0,4,0,2,0,0,0,0,1,0,3,1,2,7,0,0,0,0,0.316666666666667,3,0,3,2,1,1,12
0,0,1,0,0,0,1,0,1,0,0.316666666666667,14,17,"Ahmad Muhammad,Jake Digiorgio,Milos Dugalic,Parker Joncus,Zach Parduhn",0,0.316666666666667,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12
2,0,5,8,5,3,2,1,1,2,20,14,18,"Calvin Schmitz,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",11,5.08333333333333,0,0,0,3,10,4,6,2,1,1,1,1,9,0,3,0,3,4,0,7,4,3,2,0,2,0,2,14.9166666666667,5,0,6,5,1,2,12
0,0,1,2,0,2,0,0,0,0,14.9166666666667,14,19,"Jake Bruns,Jake Digiorgio,Kohl Linder,Otis Reale,Parker Joncus",0,1.2,0,0,0,2,2,0,2,0,0,0,0,1,0,0,1,0,1,3,1,1,0,1,0,0,0,0,0,13.7166666666667,1,0,2,0,2,2,12
0,0,1,3,2,1,2,2,0,2,13.7166666666667,14,20,"Jake Bruns,Kohl Linder,Max Hisatake,Milos Dugalic,Otis Reale",6,1.2,1,0,1,0,1,1,0,1,0,1,1,0,2,0,0,0,0,0,1,1,1,0,4,1,0,0,0,12.5166666666667,2,0,3,2,1,2,12
0,0,0,0,0,0,0,0,0,1,12.5166666666667,14,21,"Ahmad Muhammad,Jake Bruns,Kohl Linder,Max Hisatake,Milos Dugalic",0,0.716666666666667,0,0,0,0,1,0,1,2,2,0,0,0,2,0,0,0,0,0,0,1,0,1,-2,0,0,0,0,11.8,0,0,0,0,0,2,12
0,0,0,2,0,2,0,0,0,0,11.8,14,22,"Ahmad Muhammad,Calvin Schmitz,Jake Bruns,Max Hisatake,Ricardo Whitehead",0,0.833333333333334,0,0,0,1,2,1,1,0,0,0,0,1,2,0,0,0,0,2,0,2,1,1,-2,0,1,0,1,10.9666666666667,0,0,1,0,1,2,12
1,0,1,1,1,0,0,0,0,1,10.9666666666667,14,23,"Calvin Schmitz,Jake Bruns,Max Hisatake,Otis Reale,Ricardo Whitehead",2,0.866666666666667,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,10.1,1,0,1,1,0,2,12
0,0,1,2,1,1,0,0,0,1,10.1,14,24,"Calvin Schmitz,Jake Bruns,Jake Digiorgio,Otis Reale,Ricardo Whitehead",2,0.75,0,0,0,1,3,1,2,1,0,1,0,1,2,0,0,0,0,2,0,3,1,2,0,0,0,0,0,9.35,1,0,2,1,1,2,12
0,0,1,1,0,1,0,0,0,0,9.35,14,25,"Calvin Schmitz,Jake Bruns,Jake Digiorgio,Max Hisatake,Otis Reale",0,1.03333333333333,0,1,0,1,1,1,0,0,0,0,1,0,2,1,0,0,0,1,1,1,1,0,-2,1,0,0,0,8.31666666666667,1,1,1,0,1,2,12
0,0,1,2,0,2,0,0,0,0,8.31666666666667,14,26,"Jake Digiorgio,Max Hisatake,Milos Dugalic,Otis Reale,Parker Joncus",0,0.55,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7.76666666666667,1,1,2,0,2,2,12
0,0,0,2,1,1,0,0,0,2,7.76666666666667,14,27,"Jake Digiorgio,Kohl Linder,Milos Dugalic,Otis Reale,Parker Joncus",2,0.55,1,0,0,0,1,0,1,4,4,0,0,1,4,0,1,0,1,1,0,0,0,0,-2,0,0,0,0,7.21666666666667,1,0,2,1,1,2,12
1,1,0,2,1,1,2,1,1,1,7.21666666666667,14,28,"Jake Digiorgio,Max Hisatake,Milos Dugalic,Otis Reale,Parker Joncus",3,2.86666666666667,0,3,0,1,4,3,1,2,2,0,3,1,10,2,2,2,0,2,1,2,1,1,-7,0,1,0,1,4.35,0,3,1,1,0,2,12
1,0,2,4,1,3,0,0,0,1,4.35,14,29,"Jake Bruns,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",3,2.6,2,0,0,1,4,1,3,2,2,0,0,1,4,0,2,0,2,2,0,2,1,1,-1,0,3,1,2,1.75,4,1,1,0,1,2,12
1,0,0,5,1,4,0,0,0,3,1.75,14,30,"Jake Bruns,Jake Digiorgio,Milos Dugalic,Otis Reale,Parker Joncus",3,1.75,1,0,0,2,0,0,0,6,5,1,0,0,5,0,0,0,0,2,1,0,0,0,0,0,4,1,3,0,1,1,1,0,1,2,12
2,0,6,5,3,2,2,1,1,1,20,10,1,"Ahmad Muhammad,Anthony Mosley,Jake Digiorgio,Max Hisatake,Parker Joncus",8,3.98333333333333,0,0,1,2,6,0,6,2,2,0,2,0,2,0,1,0,1,2,0,5,0,5,6,0,2,1,1,16.0166666666667,6,2,3,2,1,1,12
1,0,2,3,2,1,2,1,1,1,16.0166666666667,10,2,"Anthony Mosley,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",6,2.33333333333333,2,0,0,0,3,1,2,0,0,0,2,0,2,0,0,0,0,0,1,3,1,2,4,0,1,1,0,13.6833333333333,4,1,2,1,1,1,12
0,0,0,3,1,2,0,0,0,1,13.6833333333333,10,3,"Anthony Mosley,Capriest Gardner,Jake Digiorgio,Milos Dugalic,Otis Reale",2,0.883333333333333,1,0,0,1,2,2,0,0,0,0,1,0,4,0,0,0,0,1,0,2,2,0,-2,0,0,0,0,12.8,1,1,3,1,2,1,12
1,0,1,6,2,4,0,0,0,0,12.8,10,4,"Capriest Gardner,Jake Bruns,Jake Digiorgio,Milos Dugalic,Otis Reale",5,2.61666666666667,2,1,1,2,4,2,2,0,0,0,0,1,4,0,1,0,1,3,1,3,2,1,1,0,2,1,1,10.1833333333333,3,0,4,1,3,1,12
0,0,0,0,0,0,0,0,0,0,10.1833333333333,10,5,"Ahmad Muhammad,Capriest Gardner,Jake Bruns,Max Hisatake,Milos Dugalic",0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0333333333333,0,1,0,0,0,1,12
0,0,0,0,0,0,0,0,0,1,10.0333333333333,10,6,"Ahmad Muhammad,Anthony Mosley,Jake Bruns,Max Hisatake,Milos Dugalic",0,0.449999999999999,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,9.58333333333333,0,1,0,0,0,1,12
1,1,2,4,1,3,3,2,1,2,9.58333333333333,10,7,"Ahmad Muhammad,Anthony Mosley,Max Hisatake,Milos Dugalic,Parker Joncus",4,2.76666666666667,0,0,1,3,3,0,3,2,1,1,2,1,1,1,0,0,0,4,3,3,0,3,3,2,2,0,2,6.81666666666667,2,1,2,1,1,1,12
1,0,1,4,2,2,0,0,0,0,6.81666666666667,10,8,"Ahmad Muhammad,Anthony Mosley,Jake Digiorgio,Milos Dugalic,Parker Joncus",4,2.48333333333333,0,3,0,2,5,4,1,0,0,0,0,0,10,0,2,2,0,2,0,3,2,1,-6,0,1,0,1,4.33333333333333,1,0,3,2,1,1,12
0,0,1,1,0,1,0,0,0,0,4.33333333333333,10,9,"Anthony Mosley,Calvin Schmitz,Jake Digiorgio,Otis Reale,Parker Joncus",0,1.78333333333333,0,0,0,1,2,1,1,0,0,0,0,0,2,2,0,0,0,1,0,2,1,1,-2,0,0,0,0,2.55,1,2,1,0,1,1,12
0,0,1,1,0,1,3,2,1,0,2.55,10,10,"Calvin Schmitz,Jake Bruns,Jake Digiorgio,Max Hisatake,Otis Reale",2,1.15,1,1,0,1,2,1,1,0,0,0,2,0,3,1,2,1,1,1,0,0,0,0,-1,0,0,0,0,1.4,2,1,1,0,1,1,12
1,0,0,1,1,0,0,0,0,0,1.4,10,11,"Calvin Schmitz,Jake Bruns,Jake Digiorgio,Otis Reale,Parker Joncus",3,1.4,0,1,0,0,3,2,1,0,0,0,0,1,5,0,1,1,0,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,12
1,0,4,7,2,5,3,0,3,3,20,10,12,"Ahmad Muhammad,Anthony Mosley,Jake Digiorgio,Max Hisatake,Parker Joncus",4,3.8,2,0,1,3,4,0,4,2,0,2,3,1,0,2,1,0,1,4,3,3,0,3,4,3,2,0,2,16.2,6,3,5,2,3,2,12
0,0,0,3,0,3,0,0,0,0,16.2,10,13,"Anthony Mosley,Jake Digiorgio,Max Hisatake,Otis Reale,Parker Joncus",0,2.41666666666667,0,1,0,2,3,2,1,0,0,0,2,1,4,0,0,0,0,3,2,3,2,1,-4,1,1,0,1,13.7833333333333,0,0,2,0,2,2,12
0,0,0,1,0,1,0,0,0,1,13.7833333333333,10,14,"Anthony Mosley,Jake Digiorgio,Max Hisatake,Milos Dugalic,Otis Reale",0,0.333333333333334,0,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,-2,0,1,0,1,13.45,0,0,0,0,0,2,12
