Uploaded_Date,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score,Format_ID,Category_ID,Element_ID,Team_ID
2019-01-15,0.05,3.6,4.2,1.15,0.94,Excellent,1,1.4,2.4,0.59,0.69,0.22,0.14,0.06,0.49,1,10,45,6
2019-01-15,0.08,5.9,4.5,0.76,0.36,Average,1.8,1.6,3.4,0.47,0.53,0.31,0.12,0.04,0.36,1,10,46,6
2019-01-15,1,83.4,70.5,0.85,0.74,Very Good,36.3,25.7,61.9,0.42,0.47,0.16,0.12,0.09,0.39,2,1,1,1
2019-01-15,1,82.6,81.4,0.99,0.93,Excellent,30.2,29.6,59.8,0.5,0.56,0.16,0.14,0.09,0.46,1,10,1,1
2019-01-15,0.16,13.2,11.4,0.87,0.89,Excellent,5.4,4,9.4,0.42,0.5,0.17,0.13,0.12,0.4,2,1,9,1
2019-01-15,0.16,13.2,11.4,0.87,0.89,Excellent,5.4,4,9.4,0.42,0.5,0.17,0.13,0.12,0.4,2,2,9,1
2019-01-15,0.14,11.4,13.3,1.16,0.97,Excellent,3.1,5.1,8.2,0.63,0.68,0.18,0.15,0.1,0.55,1,2,9,1
2019-01-15,0.14,11.4,13.3,1.16,0.97,Excellent,3.1,5.1,8.2,0.63,0.68,0.18,0.15,0.1,0.55,1,10,9,1
2019-01-15,0.84,70.2,59.1,0.84,0.6,Good,30.8,21.7,52.5,0.41,0.47,0.16,0.12,0.09,0.39,2,1,10,1
2019-01-15,0.86,71.2,68.1,0.96,0.93,Excellent,27.1,24.4,51.6,0.47,0.54,0.16,0.14,0.08,0.45,1,10,10,1
2019-01-15,0.05,3.8,2.1,0.54,0.84,Excellent,2.5,0.9,3.4,0.26,0.29,0.07,0.05,0.05,0.26,2,1,11,1
2019-01-15,0.03,2.6,1.1,0.43,0.05,Poor,2.1,0.4,2.5,0.18,0.21,0.02,0.02,0,0.19,1,10,11,1
2019-01-15,0.07,5.2,3.5,0.68,0.89,Excellent,2.5,1.3,3.8,0.34,0.39,0.18,0.11,0.11,0.31,2,1,12,1
2019-01-15,0.08,5.6,6.1,1.09,0.96,Excellent,1.9,2.3,4.2,0.54,0.63,0.13,0.14,0.1,0.5,1,10,12,1
2019-01-15,0.06,3.9,2.8,0.71,0.72,Very Good,1.9,0.9,2.8,0.31,0.36,0.18,0.13,0.11,0.33,2,1,13,1
2019-01-15,0.04,2.7,3.7,1.37,1,Excellent,0.7,1.4,2.1,0.67,0.79,0.09,0.19,0.07,0.58,1,10,13,1
2019-01-15,0.12,8.3,6.4,0.78,0.73,Very Good,4.1,2.3,6.3,0.36,0.41,0.14,0.11,0.11,0.36,2,1,14,1
2019-01-15,0.11,7.8,7.3,0.94,0.8,Very Good,3.2,2.9,6.1,0.48,0.54,0.12,0.1,0.05,0.44,1,10,14,1
2019-01-15,0.96,67.5,57,0.84,0.55,Good,29.5,21,50.5,0.42,0.47,0.16,0.12,0.08,0.39,2,1,15,1
2019-01-15,0.04,2.7,2.1,0.77,0.87,Excellent,1.3,0.7,2,0.34,0.41,0.16,0.12,0.12,0.35,2,1,16,1
2019-01-15,0.09,6.3,4.1,0.65,0.9,Excellent,2.9,1.5,4.4,0.34,0.37,0.19,0.1,0.07,0.32,2,1,17,1
2019-01-15,0.2,16.6,13.3,0.8,0.9,Excellent,9.3,4.6,13.8,0.33,0.42,0.1,0.08,0.06,0.34,2,2,2,1
2019-01-15,0.23,19.4,18.9,0.97,0.76,Very Good,9.6,6.7,16.3,0.41,0.53,0.1,0.07,0.05,0.4,1,2,2,1
2019-01-15,0.15,12.4,10.9,0.88,0.16,Below Average,5.7,4.3,9.9,0.43,0.48,0.16,0.08,0.08,0.38,2,2,3,1
2019-01-15,0.09,7.3,7.3,1,0.97,Excellent,2.4,3,5.4,0.55,0.6,0.19,0.1,0.07,0.46,1,2,3,1
2019-01-15,0.06,5.1,4.6,0.9,0.29,Below Average,2,1.8,3.8,0.47,0.47,0.12,0.16,0.12,0.46,2,2,4,1
2019-01-15,0.09,7.4,6.1,0.83,0.56,Good,3.1,2.2,5.3,0.41,0.41,0.11,0.2,0.13,0.44,1,2,4,1
2019-01-15,0.07,5.8,5.8,1.01,0.76,Very Good,1.9,2.3,4.1,0.55,0.55,0.13,0.21,0.2,0.53,2,2,18,1
2019-01-15,0.1,8.6,10,1.17,0.77,Very Good,2.7,4.3,6.9,0.61,0.61,0.07,0.19,0.14,0.59,1,2,18,1
2019-01-15,0.07,5.7,6.1,1.08,0.42,Average,2.1,2.4,4.5,0.54,0.55,0.06,0.18,0.12,0.55,2,2,19,1
2019-01-15,0.05,4.3,4.3,1.02,0.4,Average,1.3,1.5,2.8,0.53,0.53,0.13,0.24,0.21,0.53,1,2,19,1
2019-01-15,0.06,5,5.2,1.04,0.16,Below Average,2.4,1.9,4.3,0.44,0.56,0.1,0.06,0.06,0.43,2,2,6,1
2019-01-15,0.1,8.3,9.1,1.11,0.87,Excellent,3.8,3.3,7.1,0.47,0.58,0.08,0.08,0.06,0.45,1,2,6,1
2019-01-15,0.06,4.6,3,0.66,0.83,Excellent,1.9,1.2,3.1,0.39,0.39,0.21,0.15,0.12,0.33,2,2,5,1
2019-01-15,0.05,3.8,3.8,1,0.96,Excellent,1.1,1.4,2.5,0.55,0.59,0.18,0.2,0.13,0.5,1,2,5,1
2019-01-15,0.07,5.6,4.9,0.89,0.64,Good,2.7,1.9,4.6,0.41,0.46,0.09,0.11,0.1,0.42,2,2,8,1
2019-01-15,0.05,4.1,3.6,0.86,0.32,Average,1.9,1.4,3.3,0.42,0.45,0.12,0.09,0.08,0.41,1,2,8,1
2019-01-15,0.04,3.4,2.6,0.76,0.61,Good,2.1,0.9,3,0.31,0.38,0.07,0.06,0.04,0.33,2,2,7,1
2019-01-15,0.02,1.3,1.2,0.95,0.77,Very Good,0.5,0.5,1,0.5,0.53,0.15,0.05,0.05,0.45,1,2,7,1
2019-01-15,0.07,6.2,2.6,0.41,0.67,Very Good,0.9,0.6,1.5,0.38,0.4,0.57,0.2,0.02,0.25,2,2,20,1
2019-01-15,0.09,7,3.9,0.55,0.78,Very Good,0.6,0.3,0.9,0.29,0.32,0.56,0.31,0.02,0.34,1,2,20,1
2019-01-15,0.07,5.9,4.3,0.72,0.8,Very Good,2.5,1.6,4.1,0.39,0.42,0.19,0.13,0.11,0.34,2,3,21,1
2019-01-15,0.06,4.9,4.7,0.96,0.86,Excellent,1.7,1.8,3.4,0.51,0.56,0.18,0.15,0.1,0.46,1,3,21,1
2019-01-15,0.28,23.1,20.2,0.88,0.39,Average,10.8,7.7,18.5,0.42,0.48,0.14,0.09,0.08,0.39,2,3,22,1
2019-01-15,0.2,16.3,15.7,0.96,0.9,Excellent,7,6.3,13.3,0.47,0.54,0.13,0.08,0.06,0.43,1,3,22,1
2019-01-15,0.08,6.3,5.8,0.91,0.39,Average,2.6,2.2,4.8,0.46,0.48,0.13,0.15,0.12,0.45,2,3,23,1
2019-01-15,0.11,9.1,8.1,0.9,0.62,Good,3.8,2.9,6.7,0.44,0.46,0.12,0.18,0.12,0.45,1,3,23,1
2019-01-15,0.02,1.3,1.3,0.95,0.47,Average,0.6,0.4,1.1,0.41,0.53,0.14,0.05,0.05,0.38,2,4,24,1
2019-01-15,0.01,1.1,0.9,0.83,0.34,Average,0.6,0.4,0.9,0.4,0.5,0.17,0,0,0.33,1,4,24,1
2019-01-15,0.15,12.1,9.3,0.77,0.64,Good,5.1,3.4,8.6,0.4,0.46,0.22,0.09,0.07,0.35,2,4,25,1
2019-01-15,0.12,10.1,8.5,0.84,0.64,Good,4.6,3.3,7.9,0.42,0.49,0.17,0.07,0.04,0.38,1,4,25,1
2019-01-15,0.02,1.3,1.2,0.95,0.61,Good,0.6,0.4,1,0.44,0.53,0.15,0.1,0.1,0.4,2,4,26,1
2019-01-15,0.02,1.7,2,1.19,0.75,Very Good,0.6,0.8,1.4,0.55,0.64,0.15,0.11,0.11,0.48,1,4,26,1
2019-01-15,0,0.3,0.3,1,-,-,0.1,0.1,0.1,0.5,0.5,0.25,0.25,0.25,0.5,2,5,27,1
2019-01-15,0,0.3,0.6,2,-,-,0.1,0.2,0.3,0.75,0.88,0,0.4,0.2,0.8,1,5,27,1
2019-01-15,0.01,1,0.9,0.94,0.34,Average,0.3,0.4,0.8,0.58,0.63,0.25,0,0,0.44,2,5,28,1
2019-01-15,0.01,0.6,0.6,0.9,0.65,Very Good,0.1,0.2,0.3,0.6,0.7,0.4,0.1,0.1,0.4,1,5,28,1
2019-01-15,0.53,27.6,24.3,0.88,0.79,Very Good,18.3,9.3,27.6,0.34,0.44,0,0,0,0.34,2,6,29,1
2019-01-15,0.5,25.6,30,1.17,0.98,Excellent,14,11.6,25.6,0.45,0.58,0,0.02,0.02,0.45,1,6,29,1
2019-01-15,0.04,2.3,0.8,0.35,0.89,Excellent,2,0.3,2.3,0.14,0.18,0,0,0,0.14,2,6,30,1
2019-01-15,0.03,1.5,1.1,0.71,0.63,Good,1.1,0.4,1.5,0.29,0.35,0,0,0,0.29,1,6,30,1
2019-01-15,0.06,3.1,2.3,0.74,0.46,Average,1.9,1.1,3.1,0.37,0.37,0,0,0,0.37,2,6,31,1
2019-01-15,0.03,1.7,0.6,0.37,0.02,Poor,1.4,0.3,1.7,0.19,0.19,0,0,0,0.19,1,6,31,1
2019-01-15,0,0.1,0.1,2,-,-,0,0.1,0.1,1,1,0,0,0,1,2,6,32,1
2019-01-15,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,1,6,32,1
2019-01-15,0.35,18.1,20.2,1.11,0.49,Average,8.6,9.5,18.1,0.52,0.52,0,0.08,0.08,0.52,2,6,33,1
2019-01-15,0.37,19,21.4,1.13,0.62,Good,8.6,10.4,19,0.55,0.55,0,0.06,0.06,0.55,1,6,33,1
2019-01-15,0.07,3.8,3.6,0.97,0.53,Good,2,1.8,3.8,0.47,0.47,0,0.03,0.03,0.47,2,6,34,1
2019-01-15,0.1,5.3,4.5,0.85,0.31,Average,3.1,2.2,5.3,0.41,0.41,0,0.04,0.04,0.41,1,6,34,1
2019-01-15,0,0.1,0.1,1,-,-,0.1,0.1,0.1,0.5,0.5,0,0,0,0.5,2,6,35,1
2019-01-15,0,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,1,6,35,1
2019-01-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,36,1
2019-01-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,36,1
2019-01-15,0.28,14.7,14.7,1,0.6,Good,9.5,5.2,14.7,0.35,0.5,0,0,0,0.35,2,7,37,1
2019-01-15,0.33,16.9,20.3,1.2,0.95,Excellent,9.6,7.3,16.9,0.43,0.6,0,0.01,0.01,0.43,1,7,37,1
2019-01-15,0.44,6.5,6.3,0.96,0.5,Average,4.3,2.2,6.5,0.34,0.48,0,0,0,0.34,2,7,38,1
2019-01-15,0.55,9.3,9.5,1.03,0.7,Very Good,5.7,3.6,9.3,0.39,0.51,0,0.01,0.01,0.39,1,7,38,1
2019-01-15,0.56,8.2,8.4,1.03,0.7,Very Good,5.2,3,8.2,0.37,0.52,0,0,0,0.37,2,7,39,1
2019-01-15,0.45,7.7,10.8,1.41,0.97,Excellent,3.9,3.8,7.7,0.49,0.7,0,0,0,0.49,1,7,39,1
2019-01-15,0.22,11.4,8.4,0.74,0.63,Good,7.8,3.6,11.4,0.32,0.37,0,0,0,0.32,2,8,40,1
2019-01-15,0.15,7.8,8.8,1.12,1,Excellent,3.9,3.9,7.8,0.5,0.54,0,0.04,0.04,0.5,1,8,40,1
2019-01-15,0.21,5.8,4.4,0.76,0.46,Average,3.6,2.2,5.8,0.38,0.38,0,0,0,0.38,2,9,41,1
2019-01-15,0.18,4.6,5.1,1.12,0.99,Excellent,2.1,2.5,4.6,0.55,0.55,0,0.03,0.03,0.55,1,9,41,1
2019-01-15,0.19,5.3,3,0.57,0.82,Very Good,3.8,1.5,5.3,0.28,0.28,0,0,0,0.28,2,9,42,1
2019-01-15,0.21,5.4,5.1,0.95,0.95,Excellent,2.9,2.5,5.4,0.47,0.47,0,0.02,0.02,0.47,1,9,42,1
2019-01-15,0.6,16.5,16.9,1.02,0.47,Average,10.9,5.6,16.5,0.34,0.51,0,0,0,0.34,2,9,43,1
2019-01-15,0.61,15.6,19.8,1.26,0.99,Excellent,9.1,6.6,15.6,0.42,0.63,0,0.01,0.01,0.42,1,9,43,1
2019-01-15,0.98,69.8,66.7,0.96,0.94,Excellent,26.4,24,50.4,0.48,0.54,0.16,0.14,0.08,0.45,1,10,44,1
2019-01-15,0.02,1.4,1.4,1,0.75,Very Good,0.7,0.4,1.1,0.39,0.53,0.09,0.09,0.05,0.41,1,10,45,1
2019-01-15,0.06,4.1,4.6,1.11,0.96,Excellent,1,1.3,2.3,0.56,0.67,0.18,0.29,0.05,0.55,1,10,46,1
2019-01-15,1,75.8,62.1,0.82,0.85,Excellent,33.8,22.8,56.6,0.4,0.46,0.15,0.12,0.08,0.38,2,1,1,12
2019-01-15,1,79.9,65.4,0.82,0.24,Below Average,33.4,24.8,58.2,0.43,0.47,0.18,0.11,0.07,0.38,1,10,1,12
2019-01-15,0.17,12.8,12.4,0.97,0.52,Good,4.5,4.5,9,0.5,0.57,0.18,0.13,0.1,0.46,2,1,9,12
2019-01-15,0.17,12.8,12.4,0.97,0.52,Good,4.5,4.5,9,0.5,0.57,0.18,0.13,0.1,0.46,2,2,9,12
2019-01-15,0.14,11.4,11.5,1.01,0.63,Good,4.3,4.5,8.8,0.51,0.55,0.13,0.15,0.12,0.48,1,2,9,12
2019-01-15,0.14,11.4,11.5,1.01,0.63,Good,4.3,4.5,8.8,0.51,0.55,0.13,0.15,0.12,0.48,1,10,9,12
2019-01-15,0.83,63,49.7,0.79,0.87,Excellent,29.3,18.3,47.6,0.39,0.43,0.15,0.11,0.07,0.37,2,1,10,12
2019-01-15,0.86,68.4,53.9,0.79,0.22,Below Average,29.1,20.3,49.4,0.41,0.46,0.19,0.1,0.06,0.37,1,10,10,12
2019-01-15,0.04,2.9,1.1,0.37,0.99,Excellent,2.1,0.4,2.5,0.16,0.19,0.1,0.04,0,0.17,2,1,11,12
2019-01-15,0.07,5.7,4.4,0.78,0.7,Very Good,3.1,1.6,4.7,0.34,0.42,0.12,0.08,0.07,0.33,1,10,11,12
2019-01-15,0.09,5.8,4.9,0.85,0.44,Average,2.7,1.7,4.4,0.39,0.43,0.12,0.13,0.1,0.4,2,1,12,12
2019-01-15,0.1,6.9,4.2,0.61,0.07,Poor,3.6,1.7,5.2,0.32,0.37,0.2,0.06,0.04,0.27,1,10,12,12
2019-01-15,0.05,3.1,2.3,0.75,0.62,Good,1.6,0.9,2.5,0.38,0.41,0.07,0.13,0.04,0.36,2,1,13,12
2019-01-15,0.04,2.9,1.6,0.56,0.12,Poor,1.4,0.6,2,0.31,0.33,0.23,0.08,0.06,0.27,1,10,13,12
2019-01-15,0.13,7.9,6.7,0.85,0.5,Average,3.2,2.6,5.8,0.45,0.5,0.15,0.13,0.08,0.4,2,1,14,12
