GP,Min,SST,SSTexPts,Pts,Ast,TO,Ast_Turnover_Ratio,Stl,StlPos,Blk,TtlReb,OffReb,DefReb,FGA,FG_Made,FG_miss,FG,adjusted_FG,Two_FGA,Two_FG_Made,Two_FG_miss,Two_FG,Three_FGA,Three_FG_Made,Three_FG_miss,Three_FG,FTA,FT_Made,FT_miss,FT,AndOne,PFTkn,PFCom,Uploaded_Date,Player_ID,Team_ID
7,18.6,1.08,0.4,6.6,2,1,2,0.6,0.3,0.3,2.9,0.9,2,5,2.4,2.6,0.49,0.5,4.6,2.3,2.3,0.5,0.4,0.1,0.3,0.33,1.9,1.6,0.3,0.85,0,2.3,1.6,2019-02-21,228,7
