,chosen_player,pair,min,metric_name,metric_desc,metric_value
0,Jake Bruns,"Jake Bruns,Otis Reale,Parker Joncus",40.1,plusminus,Net performance Evaluation Metric,19.0
0,Jake Bruns,"Anthony Mosley,Jake Bruns,Max Hisatake",44.9666666666667,plusminus,Net performance Evaluation Metric,24.0
0,Jake Bruns,"Jake Bruns,Max Hisatake,Milos Dugalic",79.5333333333333,plusminus,Net performance Evaluation Metric,33.0
0,Jake Bruns,"Jake Bruns,Jake Digiorgio,Max Hisatake",105.433333333333,plusminus,Net performance Evaluation Metric,37.0
0,Jake Bruns,"Jake Bruns,Max Hisatake,Parker Joncus",76.1666666666667,plusminus,Net performance Evaluation Metric,29.0
0,Jalen Lomax,"Cody Mattson,Jake Digiorgio,Jalen Lomax",3.83333333333333,plusminus,Net performance Evaluation Metric,9.0
0,Jalen Lomax,"Ahmad Muhammad,Jalen Lomax,Milos Dugalic",3.83333333333333,plusminus,Net performance Evaluation Metric,9.0
0,Jalen Lomax,"Ahmad Muhammad,Cody Mattson,Jalen Lomax",3.83333333333333,plusminus,Net performance Evaluation Metric,9.0
0,Jalen Lomax,"Ahmad Muhammad,Jake Digiorgio,Jalen Lomax",3.83333333333333,plusminus,Net performance Evaluation Metric,9.0
0,Jalen Lomax,"Cody Mattson,Jalen Lomax,Milos Dugalic",3.83333333333333,plusminus,Net performance Evaluation Metric,9.0
0,Calvin Schmitz,"Calvin Schmitz,Parker Joncus,Zach Parduhn",5.75,plusminus,Net performance Evaluation Metric,7.0
0,Calvin Schmitz,"Calvin Schmitz,Otis Reale,Ricardo Whitehead",8.51666666666667,plusminus,Net performance Evaluation Metric,8.0
0,Calvin Schmitz,"Calvin Schmitz,Max Hisatake,Milos Dugalic",55.3,plusminus,Net performance Evaluation Metric,23.0
0,Calvin Schmitz,"Calvin Schmitz,Kohl Linder,Milos Dugalic",10.65,plusminus,Net performance Evaluation Metric,12.0
0,Calvin Schmitz,"Calvin Schmitz,Max Hisatake,Otis Reale",170.166666666667,plusminus,Net performance Evaluation Metric,8.0
0,Capriest Gardner,"Ahmad Muhammad,Capriest Gardner,Max Hisatake",19.3833333333333,plusminus,Net performance Evaluation Metric,9.0
0,Capriest Gardner,"Capriest Gardner,Jake Digiorgio,Milos Dugalic",14.8833333333333,plusminus,Net performance Evaluation Metric,9.0
0,Capriest Gardner,"Anthony Mosley,Capriest Gardner,Max Hisatake",26.0833333333333,plusminus,Net performance Evaluation Metric,9.0
0,Capriest Gardner,"Anthony Mosley,Capriest Gardner,Jake Digiorgio",17.7,plusminus,Net performance Evaluation Metric,13.0
0,Capriest Gardner,"Anthony Mosley,Capriest Gardner,Milos Dugalic",24.9333333333334,plusminus,Net performance Evaluation Metric,10.0
0,Brett Ott,"Brett Ott,Cody Mattson,Zach Parduhn",3.13333333333333,plusminus,Net performance Evaluation Metric,0.0
0,Brett Ott,"Brett Ott,Jake Digiorgio,Kohl Linder",0.899999999999999,plusminus,Net performance Evaluation Metric,1.0
0,Brett Ott,"Brett Ott,Calvin Schmitz,Jake Digiorgio",0.899999999999999,plusminus,Net performance Evaluation Metric,1.0
0,Brett Ott,"Brett Ott,Calvin Schmitz,Jake Bruns",0.899999999999999,plusminus,Net performance Evaluation Metric,1.0
0,Brett Ott,"Brett Ott,Jake Bruns,Kohl Linder",0.899999999999999,plusminus,Net performance Evaluation Metric,1.0
0,Jake Digiorgio,"Anthony Mosley,Jake Digiorgio,Max Hisatake",206.983333333333,plusminus,Net performance Evaluation Metric,47.0
0,Jake Digiorgio,"Jake Digiorgio,Max Hisatake,Milos Dugalic",124.633333333333,plusminus,Net performance Evaluation Metric,50.0
0,Jake Digiorgio,"Ahmad Muhammad,Jake Digiorgio,Milos Dugalic",176.166666666667,plusminus,Net performance Evaluation Metric,74.0
0,Jake Digiorgio,"Ahmad Muhammad,Anthony Mosley,Jake Digiorgio",191.616666666667,plusminus,Net performance Evaluation Metric,59.0
0,Jake Digiorgio,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake",279.516666666667,plusminus,Net performance Evaluation Metric,51.0
0,Max Hisatake,"Anthony Mosley,Max Hisatake,Milos Dugalic",80.4333333333334,plusminus,Net performance Evaluation Metric,42.0
0,Max Hisatake,"Anthony Mosley,Jake Digiorgio,Max Hisatake",206.983333333333,plusminus,Net performance Evaluation Metric,47.0
0,Max Hisatake,"Ahmad Muhammad,Anthony Mosley,Max Hisatake",169.916666666667,plusminus,Net performance Evaluation Metric,44.0
0,Max Hisatake,"Ahmad Muhammad,Jake Digiorgio,Max Hisatake",279.516666666667,plusminus,Net performance Evaluation Metric,51.0
0,Max Hisatake,"Jake Digiorgio,Max Hisatake,Milos Dugalic",124.633333333333,plusminus,Net performance Evaluation Metric,50.0
0,Otis Reale,"Jake Bruns,Milos Dugalic,Otis Reale",51.5833333333333,plusminus,Net performance Evaluation Metric,18.0
0,Otis Reale,"Kohl Linder,Milos Dugalic,Otis Reale",21.7333333333333,plusminus,Net performance Evaluation Metric,18.0
0,Otis Reale,"Jake Bruns,Max Hisatake,Otis Reale",72.0333333333333,plusminus,Net performance Evaluation Metric,18.0
0,Otis Reale,"Max Hisatake,Otis Reale,Parker Joncus",238.033333333333,plusminus,Net performance Evaluation Metric,25.0
0,Otis Reale,"Jake Bruns,Otis Reale,Parker Joncus",40.1,plusminus,Net performance Evaluation Metric,19.0
0,Milos Dugalic,"Anthony Mosley,Jake Digiorgio,Milos Dugalic",106.716666666667,plusminus,Net performance Evaluation Metric,42.0
0,Milos Dugalic,"Ahmad Muhammad,Anthony Mosley,Milos Dugalic",83.7666666666667,plusminus,Net performance Evaluation Metric,50.0
0,Milos Dugalic,"Anthony Mosley,Max Hisatake,Milos Dugalic",80.4333333333334,plusminus,Net performance Evaluation Metric,42.0
0,Milos Dugalic,"Ahmad Muhammad,Jake Digiorgio,Milos Dugalic",176.166666666667,plusminus,Net performance Evaluation Metric,74.0
0,Milos Dugalic,"Jake Digiorgio,Max Hisatake,Milos Dugalic",124.633333333333,plusminus,Net performance Evaluation Metric,50.0
0,Cody Mattson,"Ahmad Muhammad,Cody Mattson,Milos Dugalic",5.76666666666667,plusminus,Net performance Evaluation Metric,6.0
0,Cody Mattson,"Cody Mattson,Jake Digiorgio,Milos Dugalic",5.13333333333333,plusminus,Net performance Evaluation Metric,7.0
0,Cody Mattson,"Cody Mattson,Jake Digiorgio,Jalen Lomax",3.83333333333333,plusminus,Net performance Evaluation Metric,9.0
0,Cody Mattson,"Ahmad Muhammad,Cody Mattson,Jalen Lomax",3.83333333333333,plusminus,Net performance Evaluation Metric,9.0
0,Cody Mattson,"Cody Mattson,Jalen Lomax,Milos Dugalic",3.83333333333333,plusminus,Net performance Evaluation Metric,9.0
0,Parker Joncus,"Anthony Mosley,Jake Digiorgio,Parker Joncus",164.366666666667,plusminus,Net performance Evaluation Metric,23.0
0,Parker Joncus,"Max Hisatake,Otis Reale,Parker Joncus",238.033333333333,plusminus,Net performance Evaluation Metric,25.0
0,Parker Joncus,"Jake Bruns,Max Hisatake,Parker Joncus",76.1666666666667,plusminus,Net performance Evaluation Metric,29.0
0,Parker Joncus,"Ahmad Muhammad,Anthony Mosley,Parker Joncus",124.016666666667,plusminus,Net performance Evaluation Metric,30.0
0,Parker Joncus,"Jake Digiorgio,Max Hisatake,Parker Joncus",299.8,plusminus,Net performance Evaluation Metric,27.0
0,Ricardo Whitehead,"Ahmad Muhammad,Milos Dugalic,Ricardo Whitehead",28.35,plusminus,Net performance Evaluation Metric,8.0
0,Ricardo Whitehead,"Max Hisatake,Otis Reale,Ricardo Whitehead",9.83333333333333,plusminus,Net performance Evaluation Metric,9.0
0,Ricardo Whitehead,"Ahmad Muhammad,Otis Reale,Ricardo Whitehead",15.7166666666667,plusminus,Net performance Evaluation Metric,8.0
0,Ricardo Whitehead,"Jake Digiorgio,Milos Dugalic,Ricardo Whitehead",21.5166666666667,plusminus,Net performance Evaluation Metric,9.0
0,Ricardo Whitehead,"Milos Dugalic,Otis Reale,Ricardo Whitehead",25.4,plusminus,Net performance Evaluation Metric,17.0
0,Kohl Linder,"Ahmad Muhammad,Jake Bruns,Kohl Linder",14.25,plusminus,Net performance Evaluation Metric,9.0
0,Kohl Linder,"Kohl Linder,Max Hisatake,Milos Dugalic",11.8166666666667,plusminus,Net performance Evaluation Metric,10.0
0,Kohl Linder,"Ahmad Muhammad,Kohl Linder,Milos Dugalic",22.6666666666667,plusminus,Net performance Evaluation Metric,17.0
0,Kohl Linder,"Calvin Schmitz,Kohl Linder,Milos Dugalic",10.65,plusminus,Net performance Evaluation Metric,12.0
0,Kohl Linder,"Kohl Linder,Milos Dugalic,Otis Reale",21.7333333333333,plusminus,Net performance Evaluation Metric,18.0
0,Zach Parduhn,"Max Hisatake,Ricardo Whitehead,Zach Parduhn",1.73333333333334,plusminus,Net performance Evaluation Metric,2.0
0,Zach Parduhn,"Kohl Linder,Max Hisatake,Zach Parduhn",1.61666666666667,plusminus,Net performance Evaluation Metric,2.0
0,Zach Parduhn,"Ahmad Muhammad,Capriest Gardner,Zach Parduhn",1.26666666666667,plusminus,Net performance Evaluation Metric,2.0
0,Zach Parduhn,"Calvin Schmitz,Parker Joncus,Zach Parduhn",5.75,plusminus,Net performance Evaluation Metric,7.0
0,Zach Parduhn,"Ahmad Muhammad,Jake Bruns,Zach Parduhn",2.73333333333333,plusminus,Net performance Evaluation Metric,3.0
0,Anthony Mosley,"Anthony Mosley,Milos Dugalic,Parker Joncus",41.3666666666667,three_point_percentage,average 3 point percentage,0.421052631578947
0,Anthony Mosley,"Anthony Mosley,Jake Bruns,Max Hisatake",44.9666666666667,three_point_percentage,average 3 point percentage,0.423076923076923
0,Anthony Mosley,"Anthony Mosley,Otis Reale,Ricardo Whitehead",9.40000000000002,three_point_percentage,average 3 point percentage,0.666666666666667
0,Anthony Mosley,"Anthony Mosley,Capriest Gardner,Ricardo Whitehead",5.80000000000001,three_point_percentage,average 3 point percentage,1.0
0,Anthony Mosley,"Anthony Mosley,Calvin Schmitz,Jake Bruns",18.9166666666667,three_point_percentage,average 3 point percentage,0.444444444444444
0,Ahmad Muhammad,"Ahmad Muhammad,Jake Digiorgio,Zach Parduhn",9.36666666666667,three_point_percentage,average 3 point percentage,1.0
0,Ahmad Muhammad,"Ahmad Muhammad,Calvin Schmitz,Zach Parduhn",4.58333333333333,three_point_percentage,average 3 point percentage,1.0
0,Ahmad Muhammad,"Ahmad Muhammad,Jake Bruns,Zach Parduhn",2.73333333333333,three_point_percentage,average 3 point percentage,1.0
0,Ahmad Muhammad,"Ahmad Muhammad,Cody Mattson,Jake Bruns",4.56666666666667,three_point_percentage,average 3 point percentage,1.0
0,Ahmad Muhammad,"Ahmad Muhammad,Cody Mattson,Otis Reale",3.13333333333333,three_point_percentage,average 3 point percentage,1.0
0,Jake Bruns,"Jake Bruns,Otis Reale,Ricardo Whitehead",9.46666666666667,three_point_percentage,average 3 point percentage,1.0
0,Jake Bruns,"Cody Mattson,Jake Bruns,Jake Digiorgio",5.43333333333333,three_point_percentage,average 3 point percentage,1.0
0,Jake Bruns,"Ahmad Muhammad,Jake Bruns,Zach Parduhn",2.73333333333333,three_point_percentage,average 3 point percentage,1.0
0,Jake Bruns,"Ahmad Muhammad,Cody Mattson,Jake Bruns",4.56666666666667,three_point_percentage,average 3 point percentage,1.0
0,Jake Bruns,"Cody Mattson,Jake Bruns,Milos Dugalic",2.21666666666667,three_point_percentage,average 3 point percentage,1.0
0,Jalen Lomax,"Cody Mattson,Jake Digiorgio,Jalen Lomax",3.83333333333333,three_point_percentage,average 3 point percentage,0.75
0,Jalen Lomax,"Ahmad Muhammad,Jake Digiorgio,Jalen Lomax",3.83333333333333,three_point_percentage,average 3 point percentage,0.75
0,Jalen Lomax,"Ahmad Muhammad,Cody Mattson,Jalen Lomax",3.83333333333333,three_point_percentage,average 3 point percentage,0.75
0,Jalen Lomax,"Ahmad Muhammad,Jalen Lomax,Milos Dugalic",3.83333333333333,three_point_percentage,average 3 point percentage,0.75
0,Jalen Lomax,"Cody Mattson,Jalen Lomax,Milos Dugalic",3.83333333333333,three_point_percentage,average 3 point percentage,0.75
0,Calvin Schmitz,"Calvin Schmitz,Milos Dugalic,Parker Joncus",41.4833333333333,three_point_percentage,average 3 point percentage,0.48
0,Calvin Schmitz,"Calvin Schmitz,Capriest Gardner,Parker Joncus",3.06666666666667,three_point_percentage,average 3 point percentage,0.5
0,Calvin Schmitz,"Calvin Schmitz,Jake Bruns,Parker Joncus",21.2666666666667,three_point_percentage,average 3 point percentage,0.5
0,Calvin Schmitz,"Ahmad Muhammad,Calvin Schmitz,Zach Parduhn",4.58333333333333,three_point_percentage,average 3 point percentage,1.0
0,Calvin Schmitz,"Calvin Schmitz,Capriest Gardner,Max Hisatake",2.8,three_point_percentage,average 3 point percentage,1.0
0,Capriest Gardner,"Calvin Schmitz,Capriest Gardner,Parker Joncus",3.06666666666667,three_point_percentage,average 3 point percentage,0.5
0,Capriest Gardner,"Capriest Gardner,Otis Reale,Ricardo Whitehead",8.48333333333334,three_point_percentage,average 3 point percentage,1.0
0,Capriest Gardner,"Anthony Mosley,Capriest Gardner,Ricardo Whitehead",5.80000000000001,three_point_percentage,average 3 point percentage,1.0
0,Capriest Gardner,"Calvin Schmitz,Capriest Gardner,Max Hisatake",2.8,three_point_percentage,average 3 point percentage,1.0
0,Capriest Gardner,"Capriest Gardner,Milos Dugalic,Ricardo Whitehead",8.48333333333334,three_point_percentage,average 3 point percentage,1.0
0,Brett Ott,"Brett Ott,Parker Joncus,Zach Parduhn",1.53333333333333,three_point_percentage,average 3 point percentage,0.0
0,Brett Ott,"Anthony Mosley,Brett Ott,Milos Dugalic",2.81666666666667,three_point_percentage,average 3 point percentage,0.0
0,Brett Ott,"Anthony Mosley,Brett Ott,Zach Parduhn",2.81666666666667,three_point_percentage,average 3 point percentage,0.0
0,Brett Ott,"Brett Ott,Jake Bruns,Jake Digiorgio",4.1,three_point_percentage,average 3 point percentage,0.0
0,Brett Ott,"Brett Ott,Kohl Linder,Zach Parduhn",3.86666666666666,three_point_percentage,average 3 point percentage,0.0
0,Jake Digiorgio,"Ahmad Muhammad,Jake Digiorgio,Jalen Lomax",3.83333333333333,three_point_percentage,average 3 point percentage,0.75
0,Jake Digiorgio,"Cody Mattson,Jake Digiorgio,Milos Dugalic",5.13333333333333,three_point_percentage,average 3 point percentage,0.8
0,Jake Digiorgio,"Cody Mattson,Jake Bruns,Jake Digiorgio",5.43333333333333,three_point_percentage,average 3 point percentage,1.0
0,Jake Digiorgio,"Ahmad Muhammad,Jake Digiorgio,Zach Parduhn",9.36666666666667,three_point_percentage,average 3 point percentage,1.0
0,Jake Digiorgio,"Jake Digiorgio,Kohl Linder,Max Hisatake",2.15,three_point_percentage,average 3 point percentage,1.0
0,Max Hisatake,"Max Hisatake,Milos Dugalic,Ricardo Whitehead",8.45,three_point_percentage,average 3 point percentage,1.0
0,Max Hisatake,"Max Hisatake,Otis Reale,Ricardo Whitehead",9.83333333333333,three_point_percentage,average 3 point percentage,1.0
0,Max Hisatake,"Jake Digiorgio,Kohl Linder,Max Hisatake",2.15,three_point_percentage,average 3 point percentage,1.0
0,Max Hisatake,"Calvin Schmitz,Capriest Gardner,Max Hisatake",2.8,three_point_percentage,average 3 point percentage,1.0
0,Max Hisatake,"Max Hisatake,Parker Joncus,Ricardo Whitehead",3.48333333333333,three_point_percentage,average 3 point percentage,1.0
0,Otis Reale,"Milos Dugalic,Otis Reale,Ricardo Whitehead",25.4,three_point_percentage,average 3 point percentage,0.7
0,Otis Reale,"Max Hisatake,Otis Reale,Ricardo Whitehead",9.83333333333333,three_point_percentage,average 3 point percentage,1.0
0,Otis Reale,"Ahmad Muhammad,Cody Mattson,Otis Reale",3.13333333333333,three_point_percentage,average 3 point percentage,1.0
0,Otis Reale,"Jake Bruns,Otis Reale,Ricardo Whitehead",9.46666666666667,three_point_percentage,average 3 point percentage,1.0
0,Otis Reale,"Capriest Gardner,Otis Reale,Ricardo Whitehead",8.48333333333334,three_point_percentage,average 3 point percentage,1.0
0,Milos Dugalic,"Cody Mattson,Jake Digiorgio,Milos Dugalic",5.13333333333333,three_point_percentage,average 3 point percentage,0.8
0,Milos Dugalic,"Ahmad Muhammad,Cody Mattson,Milos Dugalic",5.76666666666667,three_point_percentage,average 3 point percentage,0.8
0,Milos Dugalic,"Capriest Gardner,Milos Dugalic,Ricardo Whitehead",8.48333333333334,three_point_percentage,average 3 point percentage,1.0
0,Milos Dugalic,"Cody Mattson,Jake Bruns,Milos Dugalic",2.21666666666667,three_point_percentage,average 3 point percentage,1.0
0,Milos Dugalic,"Max Hisatake,Milos Dugalic,Ricardo Whitehead",8.45,three_point_percentage,average 3 point percentage,1.0
0,Cody Mattson,"Cody Mattson,Jake Digiorgio,Milos Dugalic",5.13333333333333,three_point_percentage,average 3 point percentage,0.8
0,Cody Mattson,"Cody Mattson,Jake Bruns,Milos Dugalic",2.21666666666667,three_point_percentage,average 3 point percentage,1.0
0,Cody Mattson,"Ahmad Muhammad,Cody Mattson,Otis Reale",3.13333333333333,three_point_percentage,average 3 point percentage,1.0
0,Cody Mattson,"Ahmad Muhammad,Cody Mattson,Jake Bruns",4.56666666666667,three_point_percentage,average 3 point percentage,1.0
0,Cody Mattson,"Cody Mattson,Jake Bruns,Jake Digiorgio",5.43333333333333,three_point_percentage,average 3 point percentage,1.0
0,Parker Joncus,"Kohl Linder,Max Hisatake,Parker Joncus",3.13333333333333,three_point_percentage,average 3 point percentage,0.5
0,Parker Joncus,"Otis Reale,Parker Joncus,Ricardo Whitehead",7.90000000000001,three_point_percentage,average 3 point percentage,0.5
0,Parker Joncus,"Calvin Schmitz,Jake Bruns,Parker Joncus",21.2666666666667,three_point_percentage,average 3 point percentage,0.5
0,Parker Joncus,"Max Hisatake,Parker Joncus,Ricardo Whitehead",3.48333333333333,three_point_percentage,average 3 point percentage,1.0
0,Parker Joncus,"Ahmad Muhammad,Kohl Linder,Parker Joncus",12.0666666666667,three_point_percentage,average 3 point percentage,0.714285714285714
0,Ricardo Whitehead,"Max Hisatake,Milos Dugalic,Ricardo Whitehead",8.45,three_point_percentage,average 3 point percentage,1.0
0,Ricardo Whitehead,"Jake Bruns,Otis Reale,Ricardo Whitehead",9.46666666666667,three_point_percentage,average 3 point percentage,1.0
0,Ricardo Whitehead,"Capriest Gardner,Otis Reale,Ricardo Whitehead",8.48333333333334,three_point_percentage,average 3 point percentage,1.0
0,Ricardo Whitehead,"Anthony Mosley,Capriest Gardner,Ricardo Whitehead",5.80000000000001,three_point_percentage,average 3 point percentage,1.0
0,Ricardo Whitehead,"Max Hisatake,Parker Joncus,Ricardo Whitehead",3.48333333333333,three_point_percentage,average 3 point percentage,1.0
0,Kohl Linder,"Kohl Linder,Otis Reale,Ricardo Whitehead",4.78333333333334,three_point_percentage,average 3 point percentage,0.5
0,Kohl Linder,"Ahmad Muhammad,Kohl Linder,Max Hisatake",10.7333333333333,three_point_percentage,average 3 point percentage,0.5
0,Kohl Linder,"Ahmad Muhammad,Kohl Linder,Parker Joncus",12.0666666666667,three_point_percentage,average 3 point percentage,0.714285714285714
0,Kohl Linder,"Jake Digiorgio,Kohl Linder,Max Hisatake",2.15,three_point_percentage,average 3 point percentage,1.0
0,Kohl Linder,"Kohl Linder,Milos Dugalic,Ricardo Whitehead",4.23333333333334,three_point_percentage,average 3 point percentage,0.5
0,Zach Parduhn,"Jake Bruns,Jake Digiorgio,Zach Parduhn",17.8833333333333,three_point_percentage,average 3 point percentage,0.375
0,Zach Parduhn,"Calvin Schmitz,Jake Digiorgio,Zach Parduhn",18.4833333333333,three_point_percentage,average 3 point percentage,0.375
0,Zach Parduhn,"Ahmad Muhammad,Jake Digiorgio,Zach Parduhn",9.36666666666667,three_point_percentage,average 3 point percentage,1.0
0,Zach Parduhn,"Ahmad Muhammad,Jake Bruns,Zach Parduhn",2.73333333333333,three_point_percentage,average 3 point percentage,1.0
0,Zach Parduhn,"Ahmad Muhammad,Calvin Schmitz,Zach Parduhn",4.58333333333333,three_point_percentage,average 3 point percentage,1.0
0,Anthony Mosley,"Ahmad Muhammad,Anthony Mosley,Jake Bruns",2.48333333333333,foul_rate,number of fouls committed per minute,1.61073825503356
0,Anthony Mosley,"Ahmad Muhammad,Anthony Mosley,Max Hisatake",169.916666666667,foul_rate,number of fouls committed per minute,0.388425698871996
0,Anthony Mosley,"Ahmad Muhammad,Anthony Mosley,Capriest Gardner",18.0,foul_rate,number of fouls committed per minute,0.5
0,Anthony Mosley,"Ahmad Muhammad,Anthony Mosley,Calvin Schmitz",29.1666666666667,foul_rate,number of fouls committed per minute,0.377142857142857
0,Anthony Mosley,"Ahmad Muhammad,Anthony Mosley,Jake Digiorgio",191.616666666667,foul_rate,number of fouls committed per minute,0.380968948421327
0,Ben Wagner,"Ben Wagner,Calvin Schmitz,Kohl Linder",1.05,foul_rate,number of fouls committed per minute,0.0
0,Ben Wagner,"Ben Wagner,Brett Ott,Jalen Lomax",1.05,foul_rate,number of fouls committed per minute,0.0
0,Ben Wagner,"Ben Wagner,Jalen Lomax,Kohl Linder",1.05,foul_rate,number of fouls committed per minute,0.0
0,Ben Wagner,"Ben Wagner,Brett Ott,Calvin Schmitz",1.05,foul_rate,number of fouls committed per minute,0.0
0,Ben Wagner,"Ben Wagner,Brett Ott,Kohl Linder",1.05,foul_rate,number of fouls committed per minute,0.0
0,Ahmad Muhammad,"Ahmad Muhammad,Anthony Mosley,Jake Bruns",2.48333333333333,foul_rate,number of fouls committed per minute,1.61073825503356
0,Ahmad Muhammad,"Ahmad Muhammad,Anthony Mosley,Max Hisatake",169.916666666667,foul_rate,number of fouls committed per minute,0.388425698871996
0,Ahmad Muhammad,"Ahmad Muhammad,Anthony Mosley,Capriest Gardner",18.0,foul_rate,number of fouls committed per minute,0.5
0,Ahmad Muhammad,"Ahmad Muhammad,Anthony Mosley,Calvin Schmitz",29.1666666666667,foul_rate,number of fouls committed per minute,0.377142857142857
0,Ahmad Muhammad,"Ahmad Muhammad,Anthony Mosley,Jake Digiorgio",191.616666666667,foul_rate,number of fouls committed per minute,0.380968948421327
0,Jake Bruns,"Ahmad Muhammad,Anthony Mosley,Jake Bruns",2.48333333333333,foul_rate,number of fouls committed per minute,1.61073825503356
0,Jake Bruns,"Anthony Mosley,Calvin Schmitz,Jake Bruns",18.9166666666667,foul_rate,number of fouls committed per minute,0.581497797356828
0,Jake Bruns,"Anthony Mosley,Capriest Gardner,Jake Bruns",5.95,foul_rate,number of fouls committed per minute,0.504201680672269
0,Jake Bruns,"Anthony Mosley,Jake Bruns,Jake Digiorgio",53.3666666666667,foul_rate,number of fouls committed per minute,0.393504059962523
0,Jake Bruns,"Anthony Mosley,Jake Bruns,Max Hisatake",44.9666666666667,foul_rate,number of fouls committed per minute,0.422535211267606
0,Jalen Lomax,"Jalen Lomax,Kohl Linder,Milos Dugalic",0.666666666666667,foul_rate,number of fouls committed per minute,1.5
0,Jalen Lomax,"Ahmad Muhammad,Cody Mattson,Jalen Lomax",3.83333333333333,foul_rate,number of fouls committed per minute,0.0
0,Jalen Lomax,"Ben Wagner,Jalen Lomax,Kohl Linder",1.05,foul_rate,number of fouls committed per minute,0.0
0,Jalen Lomax,"Ahmad Muhammad,Jake Digiorgio,Jalen Lomax",3.83333333333333,foul_rate,number of fouls committed per minute,0.0
0,Jalen Lomax,"Ben Wagner,Brett Ott,Jalen Lomax",1.05,foul_rate,number of fouls committed per minute,0.0
0,Calvin Schmitz,"Calvin Schmitz,Capriest Gardner,Zach Parduhn",3.63333333333333,foul_rate,number of fouls committed per minute,1.10091743119266
0,Calvin Schmitz,"Anthony Mosley,Calvin Schmitz,Jake Bruns",18.9166666666667,foul_rate,number of fouls committed per minute,0.581497797356828
0,Calvin Schmitz,"Anthony Mosley,Calvin Schmitz,Capriest Gardner",2.41666666666667,foul_rate,number of fouls committed per minute,0.0
0,Calvin Schmitz,"Ahmad Muhammad,Anthony Mosley,Calvin Schmitz",29.1666666666667,foul_rate,number of fouls committed per minute,0.377142857142857
0,Calvin Schmitz,"Anthony Mosley,Calvin Schmitz,Jake Digiorgio",42.4833333333333,foul_rate,number of fouls committed per minute,0.494311494703805
0,Capriest Gardner,"Capriest Gardner,Jake Bruns,Ricardo Whitehead",2.68333333333333,foul_rate,number of fouls committed per minute,1.49068322981367
0,Capriest Gardner,"Ahmad Muhammad,Anthony Mosley,Capriest Gardner",18.0,foul_rate,number of fouls committed per minute,0.5
0,Capriest Gardner,"Anthony Mosley,Calvin Schmitz,Capriest Gardner",2.41666666666667,foul_rate,number of fouls committed per minute,0.0
0,Capriest Gardner,"Anthony Mosley,Brett Ott,Capriest Gardner",2.81666666666667,foul_rate,number of fouls committed per minute,0.0
0,Capriest Gardner,"Anthony Mosley,Capriest Gardner,Jake Digiorgio",17.7,foul_rate,number of fouls committed per minute,0.451977401129943
0,Brett Ott,"Brett Ott,Cody Mattson,Kohl Linder",1.28333333333333,foul_rate,number of fouls committed per minute,0.779220779220781
0,Brett Ott,"Anthony Mosley,Brett Ott,Milos Dugalic",2.81666666666667,foul_rate,number of fouls committed per minute,0.0
0,Brett Ott,"Anthony Mosley,Brett Ott,Zach Parduhn",2.81666666666667,foul_rate,number of fouls committed per minute,0.0
0,Brett Ott,"Ben Wagner,Brett Ott,Jalen Lomax",1.05,foul_rate,number of fouls committed per minute,0.0
0,Brett Ott,"Brett Ott,Capriest Gardner,Jake Bruns",1.66666666666667,foul_rate,number of fouls committed per minute,0.0
